QC,Study ID,Reference,Collector,coral,plant,algae,fish,inverts,mobile inverts,sessile inverts,marine mammals,phytoplankton,zooplankton,mesh size,mesh size units,Descriptor of Taxa Sampled,Sys,Lat,Long,Loc,Event,Event type,A priori,Year of Event,Notes,Vis,Trwl,Line,Drdg,Trp,Source,Site,n1,n2,sub1,sub2,I1,I2,ind1_error,ind1_error_type,ind2_error,ind2_error_type,P1,P2,SiSz,SiSz (units),PltSz,PltSz (units),T1,T1m,T2,T2m,SppR1,SppR1 Error,SppR1 Error Type,SppR2,SppR2 Error,SppR2 Error Type,Shan1,Shan1 Error,Shan1 Error Type,Shan2,Shan2 Error,Shan2 Error Type,Simps1,Simps1 Error,Simps1 Error Type,Simps2,Simps2 Error,Simps2 Error Type,Even1,Even1 Error,Even1 Error Type,Even2,Even2 Error,Even2 Error Type
,230,Jelbart et al 2011,JD,0,0,0,0,1,1,1,0,0,0,NA,NA,soft-sediment infauna,subtidal mudflat,NA,NA,,No,NA,No,NA,Reference site at least 1 km outside of pearl farm lease boundary,0,0,0,1,0,Figure 2,PR2,9,9,0,0,22.75330056,16.05511243,,,,,,,,,0.1,m^2,2007,Sep,2007,Nov,13.30442835,,,8.860512675,,,,,,,,,,,,,,,,,,,,
,230,Jelbart et al 2011,JD,0,0,0,0,1,1,1,0,0,0,NA,NA,soft-sediment infauna,subtidal mudflat,NA,NA,,No,NA,No,NA,Reference site at least 1 km outside of pearl farm lease boundary,0,0,0,1,0,Figure 2,PR2,9,9,0,0,16.05511243,8.24510115,,,,,,,,,0.1,m^2,2007,Nov,2008,Feb,8.860512675,,,5.3894198,,,,,,,,,,,,,,,,,,,,
,230,Jelbart et al 2011,JD,0,0,0,0,1,1,1,0,0,0,NA,NA,soft-sediment infauna,subtidal mudflat,NA,NA,,No,NA,No,NA,Reference site at least 1 km outside of pearl farm lease boundary,0,0,0,1,0,Figure 2,PR2,9,9,0,0,8.24510115,16.09258005,,,,,,,,,0.1,m^2,2008,Feb,2008,Apr,5.3894198,,,8.977658877,,,,,,,,,,,,,,,,,,,,
,230,Jelbart et al 2011,JD,0,0,0,0,1,1,1,0,0,0,NA,NA,soft-sediment infauna,subtidal mudflat,NA,NA,,No,NA,No,NA,Reference site at least 1 km outside of pearl farm lease boundary,0,0,0,1,0,Figure 2,PR2,9,9,0,0,16.09258005,8.889430628,,,,,,,,,0.1,m^2,2008,Apr,2008,May,8.977658877,,,6.6111204,,,,,,,,,,,,,,,,,,,,
,230,Jelbart et al 2011,JD,0,0,0,0,1,1,1,0,0,0,NA,NA,soft-sediment infauna,subtidal mudflat,NA,NA,,No,NA,No,NA,Reference site at least 1 km outside of pearl farm lease boundary,0,0,0,1,0,Figure 2,PR2,9,9,0,0,8.889430628,12.51640952,,,,,,,,,0.1,m^2,2008,May,2008,Aug,6.6111204,,,9.380725154,,,,,,,,,,,,,,,,,,,,
,230,Jelbart et al 2011,JD,0,0,0,0,1,1,1,0,0,0,NA,NA,soft-sediment infauna,subtidal mudflat,NA,NA,,No,NA,No,NA,Reference site at least 1 km outside of pearl farm lease boundary,0,0,0,1,0,Figure 2,PR2,9,9,0,0,12.51640952,14.77695576,,,,,,,,,0.1,m^2,2008,Aug,2008,Nov,9.380725154,,,9.054521602,,,,,,,,,,,,,,,,,,,,
,230,Jelbart et al 2011,JD,0,0,0,0,1,1,1,0,0,0,NA,NA,soft-sediment infauna,subtidal mudflat,NA,NA,,No,NA,No,NA,Reference site at least 1 km outside of pearl farm lease boundary,0,0,0,1,0,Figure 2,PR3,9,9,0,0,14.34125279,19.58529998,,,,,,,,,0.1,m^2,2006,Oct,2007,Jan,8.905194922,,,10.99785206,,,,,,,,,,,,,,,,,,,,
,230,Jelbart et al 2011,JD,0,0,0,0,1,1,1,0,0,0,NA,NA,soft-sediment infauna,subtidal mudflat,NA,NA,,No,NA,No,NA,Reference site at least 1 km outside of pearl farm lease boundary,0,0,0,1,0,Figure 2,PR3,9,9,0,0,19.58529998,11.9067092,,,,,,,,,0.1,m^2,2007,Jan,2007,May,10.99785206,,,7.723546284,,,,,,,,,,,,,,,,,,,,
,230,Jelbart et al 2011,JD,0,0,0,0,1,1,1,0,0,0,NA,NA,soft-sediment infauna,subtidal mudflat,NA,NA,,No,NA,No,NA,Reference site at least 1 km outside of pearl farm lease boundary,0,0,0,1,0,Figure 2,PR3,9,9,0,0,11.9067092,14.17520312,,,,,,,,,0.1,m^2,2007,May,2007,Sep,7.723546284,,,9.869220183,,,,,,,,,,,,,,,,,,,,
,230,Jelbart et al 2011,JD,0,0,0,0,1,1,1,0,0,0,NA,NA,soft-sediment infauna,subtidal mudflat,NA,NA,,No,NA,No,NA,Reference site at least 1 km outside of pearl farm lease boundary,0,0,0,1,0,Figure 2,PR3,9,9,0,0,14.17520312,12.57431402,,,,,,,,,0.1,m^2,2007,Sep,2007,Nov,9.869220183,,,7.360994997,,,,,,,,,,,,,,,,,,,,
,230,Jelbart et al 2011,JD,0,0,0,0,1,1,1,0,0,0,NA,NA,soft-sediment infauna,subtidal mudflat,NA,NA,,No,NA,No,NA,Reference site at least 1 km outside of pearl farm lease boundary,0,0,0,1,0,Figure 2,PR3,9,9,0,0,12.57431402,6.504276174,,,,,,,,,0.1,m^2,2007,Nov,2008,Feb,7.360994997,,,5.146792885,,,,,,,,,,,,,,,,,,,,
,230,Jelbart et al 2011,JD,0,0,0,0,1,1,1,0,0,0,NA,NA,soft-sediment infauna,subtidal mudflat,NA,NA,,No,NA,No,NA,Reference site at least 1 km outside of pearl farm lease boundary,0,0,0,1,0,Figure 2,PR3,9,9,0,0,6.504276174,12.11420032,,,,,,,,,0.1,m^2,2008,Feb,2008,Apr,5.146792885,,,7.671455581,,,,,,,,,,,,,,,,,,,,
,230,Jelbart et al 2011,JD,0,0,0,0,1,1,1,0,0,0,NA,NA,soft-sediment infauna,subtidal mudflat,NA,NA,,No,NA,No,NA,Reference site at least 1 km outside of pearl farm lease boundary,0,0,0,1,0,Figure 2,PR3,9,9,0,0,12.11420032,5.407780678,,,,,,,,,0.1,m^2,2008,Apr,2008,May,7.671455581,,,4.046174227,,,,,,,,,,,,,,,,,,,,
,230,Jelbart et al 2011,JD,0,0,0,0,1,1,1,0,0,0,NA,NA,soft-sediment infauna,subtidal mudflat,NA,NA,,No,NA,No,NA,Reference site at least 1 km outside of pearl farm lease boundary,0,0,0,1,0,Figure 2,PR3,9,9,0,0,5.407780678,12.14343642,,,,,,,,,0.1,m^2,2008,May,2008,Aug,4.046174227,,,7.397111217,,,,,,,,,,,,,,,,,,,,
,230,Jelbart et al 2011,JD,0,0,0,0,1,1,1,0,0,0,NA,NA,soft-sediment infauna,subtidal mudflat,NA,NA,,No,NA,No,NA,Reference site at least 1 km outside of pearl farm lease boundary,0,0,0,1,0,Figure 2,PR3,9,9,0,0,12.14343642,8.933426694,,,,,,,,,0.1,m^2,2008,Aug,2008,Nov,7.397111217,,,6.973440173,,,,,,,,,,,,,,,,,,,,
,230,Jelbart et al 2011,JD,0,0,0,0,1,1,1,0,0,0,NA,NA,soft-sediment infauna,subtidal mudflat,NA,NA,,No,NA,No,NA,Reference site at least 1 km outside of pearl farm lease boundary,0,0,0,1,0,Figure 2,PR4,9,9,0,0,20.68122778,15.10933894,,,,,,,,,0.1,m^2,2006,Oct,2007,Jan,13.50167848,,,9.787958688,,,,,,,,,,,,,,,,,,,,
,230,Jelbart et al 2011,JD,0,0,0,0,1,1,1,0,0,0,NA,NA,soft-sediment infauna,subtidal mudflat,NA,NA,,No,NA,No,NA,Reference site at least 1 km outside of pearl farm lease boundary,0,0,0,1,0,Figure 2,PR4,9,9,0,0,15.10933894,7.182099432,,,,,,,,,0.1,m^2,2007,Jan,2007,May,9.787958688,,,5.545691906,,,,,,,,,,,,,,,,,,,,
,230,Jelbart et al 2011,JD,0,0,0,0,1,1,1,0,0,0,NA,NA,soft-sediment infauna,subtidal mudflat,NA,NA,,No,NA,No,NA,Reference site at least 1 km outside of pearl farm lease boundary,0,0,0,1,0,Figure 2,PR4,9,9,0,0,7.182099432,29.96354612,,,,,,,,,0.1,m^2,2007,May,2007,Sep,5.545691906,,,15.72328905,,,,,,,,,,,,,,,,,,,,
,230,Jelbart et al 2011,JD,0,0,0,0,1,1,1,0,0,0,NA,NA,soft-sediment infauna,subtidal mudflat,NA,NA,,No,NA,No,NA,Reference site at least 1 km outside of pearl farm lease boundary,0,0,0,1,0,Figure 2,PR4,9,9,0,0,29.96354612,2.129931858,,,,,,,,,0.1,m^2,2007,Sep,2007,Nov,15.72328905,,,1.263604677,,,,,,,,,,,,,,,,,,,,
,230,Jelbart et al 2011,JD,0,0,0,0,1,1,1,0,0,0,NA,NA,soft-sediment infauna,subtidal mudflat,NA,NA,,No,NA,No,NA,Reference site at least 1 km outside of pearl farm lease boundary,0,0,0,1,0,Figure 2,PR4,9,9,0,0,2.129931858,5.633437918,,,,,,,,,0.1,m^2,2007,Nov,2008,Feb,1.263604677,,,4.614541666,,,,,,,,,,,,,,,,,,,,
,230,Jelbart et al 2011,JD,0,0,0,0,1,1,1,0,0,0,NA,NA,soft-sediment infauna,subtidal mudflat,NA,NA,,No,NA,No,NA,Reference site at least 1 km outside of pearl farm lease boundary,0,0,0,1,0,Figure 2,PR4,9,9,0,0,5.633437918,8.75687474,,,,,,,,,0.1,m^2,2008,Feb,2008,Apr,4.614541666,,,5.49336969,,,,,,,,,,,,,,,,,,,,
,230,Jelbart et al 2011,JD,0,0,0,0,1,1,1,0,0,0,NA,NA,soft-sediment infauna,subtidal mudflat,NA,NA,,No,NA,No,NA,Reference site at least 1 km outside of pearl farm lease boundary,0,0,0,1,0,Figure 2,PR4,9,9,0,0,8.75687474,9.385876557,,,,,,,,,0.1,m^2,2008,Apr,2008,May,5.49336969,,,6.707430321,,,,,,,,,,,,,,,,,,,,
,230,Jelbart et al 2011,JD,0,0,0,0,1,1,1,0,0,0,NA,NA,soft-sediment infauna,subtidal mudflat,NA,NA,,No,NA,No,NA,Reference site at least 1 km outside of pearl farm lease boundary,0,0,0,1,0,Figure 2,PR4,9,9,0,0,9.385876557,13.75936934,,,,,,,,,0.1,m^2,2008,May,2008,Aug,6.707430321,,,10.3477601,,,,,,,,,,,,,,,,,,,,
,230,Jelbart et al 2011,JD,0,0,0,0,1,1,1,0,0,0,NA,NA,soft-sediment infauna,subtidal mudflat,NA,NA,,No,NA,No,NA,Reference site at least 1 km outside of pearl farm lease boundary,0,0,0,1,0,Figure 2,PR4,9,9,0,0,13.75936934,18.13257827,,,,,,,,,0.1,m^2,2008,Aug,2008,Nov,10.3477601,,,10.26348892,,,,,,,,,,,,,,,,,,,,
,55,Chaudhuri et al. 2013,JD,0,0,0,1,0,0,0,0,0,0,1,cm,estuarine fishes,estuarine,NA,NA,Indian Sundarban,No,NA,No,NA,"Used first sampling month (e.g., February: February - May)",0,1,0,0,0,Table 2,High tide pre-monsoon,48,48,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,m,2009,February,2010,February,16,NA,NA,15,NA,NA,2.0038775,NA,NA,2.1909508,NA,NA,0.8109182,NA,NA,0.866586,NA,NA,0.722746,NA,NA,0.809051,NA,NA
,55,Chaudhuri et al. 2013,JD,0,0,0,1,0,0,0,0,0,0,1,cm,estuarine fishes,estuarine,NA,NA,Indian Sundarban,No,NA,No,NA,"Used first sampling month (e.g., February: February - May)",0,1,0,0,0,Table 2,High tide pre-monsoon,48,48,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,m,2010,February,2011,February,15,NA,NA,15,NA,NA,2.1909508,NA,NA,1.7551135,NA,NA,0.866586,NA,NA,0.7762377,NA,NA,0.809051,NA,NA,0.6481097,NA,NA
,55,Chaudhuri et al. 2013,JD,0,0,0,1,0,0,0,0,0,0,1,cm,estuarine fishes,estuarine,NA,NA,Indian Sundarban,No,NA,No,NA,"Used first sampling month (e.g., June: June - Sept)",0,1,0,0,0,Table 2,High tide monsoon,48,48,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,m,2009,June,2010,June,16,NA,NA,21,NA,NA,1.9446063,NA,NA,2.197459,NA,NA,0.7936153,NA,NA,0.842316,NA,NA,0.7013685,NA,NA,0.7217746,NA,NA
,55,Chaudhuri et al. 2013,JD,0,0,0,1,0,0,0,0,0,0,1,cm,estuarine fishes,estuarine,NA,NA,Indian Sundarban,No,NA,No,NA,"Used first sampling month (e.g., June: June - Sept)",0,1,0,0,0,Table 2,High tide monsoon,48,48,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,m,2010,June,2011,June,21,NA,NA,18,NA,NA,2.197459,NA,NA,1.8591193,NA,NA,0.842316,NA,NA,0.773732,NA,NA,0.7217746,NA,NA,0.6432112,NA,NA
,55,Chaudhuri et al. 2013,JD,0,0,0,1,0,0,0,0,0,0,1,cm,estuarine fishes,estuarine,NA,NA,Indian Sundarban,No,NA,No,NA,"Used first sampling month (e.g., October: October - January)",0,1,0,0,0,Table 2,High tide post monsoon,48,48,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,m,2008,October,2009,October,24,NA,NA,24,NA,NA,2.4187725,NA,NA,2.4933361,NA,NA,0.880952,NA,NA,0.8890326,NA,NA,0.7610861,NA,NA,0.7845481,NA,NA
,55,Chaudhuri et al. 2013,JD,0,0,0,1,0,0,0,0,0,0,1,cm,estuarine fishes,estuarine,NA,NA,Indian Sundarban,No,NA,No,NA,"Used first sampling month (e.g., October: October - January)",0,1,0,0,0,Table 2,High tide post monsoon,48,48,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,m,2009,October,2010,October,24,NA,NA,13,NA,NA,2.4933361,NA,NA,1.4473663,NA,NA,0.8890326,NA,NA,0.692202,NA,NA,0.7845481,NA,NA,0.5642865,NA,NA
,55,Chaudhuri et al. 2013,JD,0,0,0,1,0,0,0,0,0,0,1,cm,estuarine fishes,estuarine,NA,NA,Indian Sundarban,No,NA,No,NA,"Used first sampling month (e.g., February: February - May)",0,1,0,0,0,Table 2,Low tide pre-monsoon,48,48,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,m,2009,February,2010,February,6,NA,NA,3,NA,NA,0.8498337,NA,NA,0.4712899,NA,NA,0.38206,NA,NA,0.231424,NA,NA,0.4743012,NA,NA,0.4289865,NA,NA
,55,Chaudhuri et al. 2013,JD,0,0,0,1,0,0,0,0,0,0,1,cm,estuarine fishes,estuarine,NA,NA,Indian Sundarban,No,NA,No,NA,"Used first sampling month (e.g., February: February - May)",0,1,0,0,0,Table 2,Low tide pre-monsoon,48,48,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,m,2010,February,2011,February,3,NA,NA,4,NA,NA,0.4712899,NA,NA,0.4892384,NA,NA,0.231424,NA,NA,0.230422,NA,NA,0.4289865,NA,NA,0.3529109,NA,NA
,55,Chaudhuri et al. 2013,JD,0,0,0,1,0,0,0,0,0,0,1,cm,estuarine fishes,estuarine,NA,NA,Indian Sundarban,No,NA,No,NA,"Used first sampling month (e.g., June: June - Sept)",0,1,0,0,0,Table 2,Low tide monsoon,48,48,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,m,2009,June,2010,June,10,NA,NA,7,NA,NA,1.3737414,NA,NA,1.1297753,NA,NA,0.6087028,NA,NA,0.5579574,NA,NA,0.5966083,NA,NA,0.5805896,NA,NA
,55,Chaudhuri et al. 2013,JD,0,0,0,1,0,0,0,0,0,0,1,cm,estuarine fishes,estuarine,NA,NA,Indian Sundarban,No,NA,No,NA,"Used first sampling month (e.g., June: June - Sept)",0,1,0,0,0,Table 2,Low tide monsoon,48,48,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,m,2010,June,2011,June,7,NA,NA,7,NA,NA,1.1297753,NA,NA,1.1156983,NA,NA,0.5579574,NA,NA,0.5571558,NA,NA,0.5805896,NA,NA,0.5733555,NA,NA
,55,Chaudhuri et al. 2013,JD,0,0,0,1,0,0,0,0,0,0,1,cm,estuarine fishes,estuarine,NA,NA,Indian Sundarban,No,NA,No,NA,"Used first sampling month (e.g., October: October - January)",0,1,0,0,0,Table 2,Low tide post monsoon,48,48,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,m,2008,October,2009,October,11,NA,NA,7,NA,NA,1.1129073,NA,NA,0.9061662,NA,NA,0.5566227,NA,NA,0.4675704,NA,NA,0.4641184,NA,NA,0.4656773,NA,NA
,55,Chaudhuri et al. 2013,JD,0,0,0,1,0,0,0,0,0,0,1,cm,estuarine fishes,estuarine,NA,NA,Indian Sundarban,No,NA,No,NA,"Used first sampling month (e.g., October: October - January)",0,1,0,0,0,Table 2,Low tide post monsoon,48,48,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,m,2009,October,2010,October,7,NA,NA,7,NA,NA,0.9061662,NA,NA,0.6835961,NA,NA,0.4675704,NA,NA,0.326154,NA,NA,0.4656773,NA,NA,0.3512989,NA,NA
,144,Burd et al 2012,JD,0,0,0,0,1,1,1,0,0,0,NA,NA,benthic infaunal invertebrates,subtidal mudflat,NA,NA,"Vancouver, BC, Canada",Yes,Sewage outfall,Yes,1988,,0,0,0,1,0,Figure 3,near,12,12,0,0,1099.905564,1051.906108,119.077827,SE,63.25983399,SE,NA,NA,NA,NA,0.1,m^2,2001,NA,2002,NA,57.59156975,2.699961719,SE,62.26367393,1.507535493,SE,2.63373494,0.040963855,SE,3.055421687,0.142168675,SE,,,,,,,,,,,,
,144,Burd et al 2012,JD,0,0,0,0,1,1,1,0,0,0,NA,NA,benthic infaunal invertebrates,subtidal mudflat,NA,NA,"Vancouver, BC, Canada",Yes,Sewage outfall,Yes,1988,,0,0,0,1,0,Figure 3,near,12,12,0,0,1051.906108,858.7907532,63.25983399,SE,22.32970851,SE,NA,NA,NA,NA,0.1,m^2,2002,NA,2003,NA,62.26367393,1.507535493,SE,56.63884447,0.774268486,SE,3.055421687,0.142168675,SE,2.934939759,0.190361446,SE,,,,,,,,,,,,
,144,Burd et al 2012,JD,0,0,0,0,1,1,1,0,0,0,NA,NA,benthic infaunal invertebrates,subtidal mudflat,NA,NA,"Vancouver, BC, Canada",Yes,Sewage outfall,Yes,1988,,0,0,0,1,0,Figure 3,near,12,12,0,0,858.7907532,613.5741398,22.32970851,SE,26.05481452,SE,NA,NA,NA,NA,0.1,m^2,2003,NA,2004,NA,56.63884447,0.774268486,SE,49.50630749,1.758590702,SE,2.934939759,0.190361446,SE,2.908433735,0.142168675,SE,,,,,,,,,,,,
,144,Burd et al 2012,JD,0,0,0,0,1,1,1,0,0,0,NA,NA,benthic infaunal invertebrates,subtidal mudflat,NA,NA,"Vancouver, BC, Canada",Yes,Sewage outfall,Yes,1988,,0,0,0,1,0,Figure 3,near,12,12,0,0,613.5741398,829.7684104,26.05481452,SE,22.33389402,SE,NA,NA,NA,NA,0.1,m^2,2004,NA,2005,NA,49.50630749,1.758590702,SE,55.1837794,1.026241211,SE,2.908433735,0.142168675,SE,3.055421687,0.065060241,SE,,,,,,,,,,,,
,144,Burd et al 2012,JD,0,0,0,0,1,1,1,0,0,0,NA,NA,benthic infaunal invertebrates,subtidal mudflat,NA,NA,"Vancouver, BC, Canada",Yes,Sewage outfall,Yes,1988,,0,0,0,1,0,Figure 3,near,12,12,0,0,829.7684104,577.1141415,22.33389402,SE,26.05481452,SE,NA,NA,NA,NA,0.1,m^2,2005,NA,2006,NA,55.1837794,1.026241211,SE,42.14909388,1.21456129,SE,3.055421687,0.065060241,SE,2.638554217,0.038554217,SE,,,,,,,,,,,,
,144,Burd et al 2012,JD,0,0,0,0,1,1,1,0,0,0,NA,NA,benthic infaunal invertebrates,subtidal mudflat,NA,NA,"Vancouver, BC, Canada",Yes,Sewage outfall,Yes,1988,,0,0,0,1,0,Figure 3,near,12,12,0,0,577.1141415,477.0217987,26.05481452,SE,26.050629,SE,NA,NA,NA,NA,0.1,m^2,2006,NA,2007,NA,42.14909388,1.21456129,SE,49.08207121,0.900312193,SE,2.638554217,0.038554217,SE,3.185542169,0.01686747,SE,,,,,,,,,,,,
,144,Burd et al 2012,JD,0,0,0,0,1,1,1,0,0,0,NA,NA,benthic infaunal invertebrates,subtidal mudflat,NA,NA,"Vancouver, BC, Canada",Yes,Sewage outfall,Yes,1988,,0,0,0,1,0,Figure 3,near,12,6,0,0,477.0217987,629.9520497,26.050629,SE,11.16694701,SE,NA,NA,NA,NA,0.1,m^2,2007,NA,2008,NA,49.08207121,0.900312193,SE,48.47995159,0.272387447,SE,3.185542169,0.01686747,SE,2.954216867,0.074698795,SE,,,,,,,,,,,,
,144,Burd et al 2012,JD,0,0,0,0,1,1,1,0,0,0,NA,NA,benthic infaunal invertebrates,subtidal mudflat,NA,NA,"Vancouver, BC, Canada",Yes,Sewage outfall,Yes,1988,,0,0,0,1,0,Figure 3,near,6,12,0,0,629.9520497,485.2086609,11.16694701,SE,29.76736399,SE,NA,NA,NA,NA,0.1,m^2,2008,NA,2009,NA,48.47995159,0.272387447,SE,44.36179746,1.067701447,SE,2.954216867,0.074698795,SE,2.891566265,0.074698795,SE,,,,,,,,,,,,
,144,Burd et al 2012,JD,0,0,0,0,1,1,1,0,0,0,NA,NA,benthic infaunal invertebrates,subtidal mudflat,NA,NA,"Vancouver, BC, Canada",Yes,Sewage outfall,Yes,1988,,0,0,0,1,0,Figure 3,near,12,12,0,0,485.2086609,478.135145,29.76736399,SE,22.33807953,SE,NA,NA,NA,NA,0.1,m^2,2009,NA,2010,NA,44.36179746,1.067701447,SE,41.37356381,0.418845876,SE,2.891566265,0.074698795,SE,2.710843373,0.060240964,SE,,,,,,,,,,,,
,144,Burd et al 2012,JD,0,0,0,0,1,1,1,0,0,0,NA,NA,benthic infaunal invertebrates,subtidal mudflat,NA,NA,"Vancouver, BC, Canada",Yes,Sewage outfall,Yes,1988,,0,0,0,1,0,Figure 3,near,12,12,0,0,478.135145,612.464979,22.33807953,SE,37.20501948,SE,NA,NA,NA,NA,0.1,m^2,2010,NA,2011,NA,41.37356381,0.418845876,SE,47.80420135,1.444743019,SE,2.710843373,0.060240964,SE,2.61686747,0.055421687,SE,,,,,,,,,,,,
,144,Burd et al 2012,JD,0,0,0,0,1,1,1,0,0,0,NA,NA,benthic infaunal invertebrates,subtidal mudflat,NA,NA,"Vancouver, BC, Canada",Yes,Sewage outfall,Yes,1988,,0,0,0,1,0,Figure 3,mid,12,12,0,0,1319.444059,1401.676821,59.53472798,SE,33.48409898,SE,NA,NA,NA,NA,0.1,m^2,2001,NA,2002,NA,78.94135518,1.443768158,SE,79.59508506,0.502454486,SE,2.655421687,0.060240964,SE,3.293975904,0.089156627,SE,,,,,,,,,,,,
,144,Burd et al 2012,JD,0,0,0,0,1,1,1,0,0,0,NA,NA,benthic infaunal invertebrates,subtidal mudflat,NA,NA,"Vancouver, BC, Canada",Yes,Sewage outfall,Yes,1988,,0,0,0,1,0,Figure 3,mid,12,12,0,0,1401.676821,1048.557699,33.48409898,SE,40.934311,SE,NA,NA,NA,NA,0.1,m^2,2002,NA,2003,NA,79.59508506,0.502454486,SE,69.4485093,1.883888928,SE,3.293975904,0.089156627,SE,2.951807229,0.159036145,SE,,,,,,,,,,,,
,144,Burd et al 2012,JD,0,0,0,0,1,1,1,0,0,0,NA,NA,benthic infaunal invertebrates,subtidal mudflat,NA,NA,"Vancouver, BC, Canada",Yes,Sewage outfall,Yes,1988,,0,0,0,1,0,Figure 3,mid,12,12,0,0,1048.557699,1205.204685,40.934311,SE,85.5895425,SE,NA,NA,NA,NA,0.1,m^2,2003,NA,2004,NA,69.4485093,1.883888928,SE,68.84604561,1.465616499,SE,2.951807229,0.159036145,SE,3.069879518,0.151807229,SE,,,,,,,,,,,,
,144,Burd et al 2012,JD,0,0,0,0,1,1,1,0,0,0,NA,NA,benthic infaunal invertebrates,subtidal mudflat,NA,NA,"Vancouver, BC, Canada",Yes,Sewage outfall,Yes,1988,,0,0,0,1,0,Figure 3,mid,12,12,0,0,1205.204685,1157.209414,85.5895425,SE,37.2133905,SE,NA,NA,NA,NA,0.1,m^2,2004,NA,2005,NA,68.84604561,1.465616499,SE,68.87253887,1.360560961,SE,3.069879518,0.151807229,SE,3.301204819,0.103614458,SE,,,,,,,,,,,,
,144,Burd et al 2012,JD,0,0,0,0,1,1,1,0,0,0,NA,NA,benthic infaunal invertebrates,subtidal mudflat,NA,NA,"Vancouver, BC, Canada",Yes,Sewage outfall,Yes,1988,,0,0,0,1,0,Figure 3,mid,12,12,0,0,1157.209414,893.400755,37.2133905,SE,70.69748948,SE,NA,NA,NA,NA,0.1,m^2,2005,NA,2006,NA,68.87253887,1.360560961,SE,57.21963186,2.469206543,SE,3.301204819,0.103614458,SE,2.795180723,0.089156627,SE,,,,,,,,,,,,
,144,Burd et al 2012,JD,0,0,0,0,1,1,1,0,0,0,NA,NA,benthic infaunal invertebrates,subtidal mudflat,NA,NA,"Vancouver, BC, Canada",Yes,Sewage outfall,Yes,1988,,0,0,0,1,0,Figure 3,mid,12,12,0,0,893.400755,852.8347691,70.69748948,SE,44.6552315,SE,NA,NA,NA,NA,0.1,m^2,2006,NA,2007,NA,57.21963186,2.469206543,SE,65.28252966,1.758189289,SE,2.795180723,0.089156627,SE,3.069879518,0.053012048,SE,,,,,,,,,,,,
,144,Burd et al 2012,JD,0,0,0,0,1,1,1,0,0,0,NA,NA,benthic infaunal invertebrates,subtidal mudflat,NA,NA,"Vancouver, BC, Canada",Yes,Sewage outfall,Yes,1988,,0,0,0,1,0,Figure 3,mid,12,12,0,0,852.8347691,894.1415907,44.6552315,SE,48.37196648,SE,NA,NA,NA,NA,0.1,m^2,2007,NA,2008,NA,65.28252966,1.758189289,SE,63.04814977,0.983691424,SE,3.069879518,0.053012048,SE,3.007228916,0.069879518,SE,,,,,,,,,,,,
,144,Burd et al 2012,JD,0,0,0,0,1,1,1,0,0,0,NA,NA,benthic infaunal invertebrates,subtidal mudflat,NA,NA,"Vancouver, BC, Canada",Yes,Sewage outfall,Yes,1988,,0,0,0,1,0,Figure 3,mid,12,12,0,0,894.1415907,983.8203787,48.37196648,SE,85.58117147,SE,NA,NA,NA,NA,0.1,m^2,2008,NA,2009,NA,63.04814977,0.983691424,SE,66.59067755,1.967096125,SE,3.007228916,0.069879518,SE,3.212048193,0.084337349,SE,,,,,,,,,,,,
,144,Burd et al 2012,JD,0,0,0,0,1,1,1,0,0,0,NA,NA,benthic infaunal invertebrates,subtidal mudflat,NA,NA,"Vancouver, BC, Canada",Yes,Sewage outfall,Yes,1988,,0,0,0,1,0,Figure 3,mid,12,12,0,0,983.8203787,894.8866119,85.58117147,SE,37.20920499,SE,NA,NA,NA,NA,0.1,m^2,2009,NA,2010,NA,66.59067755,1.967096125,SE,64.23036864,1.946452024,SE,3.212048193,0.084337349,SE,2.865060241,0.065060241,SE,,,,,,,,,,,,
,144,Burd et al 2012,JD,0,0,0,0,1,1,1,0,0,0,NA,NA,benthic infaunal invertebrates,subtidal mudflat,NA,NA,"Vancouver, BC, Canada",Yes,Sewage outfall,Yes,1988,,0,0,0,1,0,Figure 3,mid,12,12,0,0,894.8866119,1058.979624,37.20920499,SE,66.97238347,SE,NA,NA,NA,NA,0.1,m^2,2010,NA,2011,NA,64.23036864,1.946452024,SE,67.3957975,2.051106148,SE,2.865060241,0.065060241,SE,2.727710843,0.03373494,SE,,,,,,,,,,,,
