TI,Completed?,Study Used?,Study ID,Author.Year,Filtered,Database,Authors,Title,Journal,Volume,Issue,Start.Page,End.Page,Electronic.ID,DOI,Year,Initial Notes,Reason for Rejection,Additional Notes,Part of a Long-Term Sampling Project?,"If part of a project, what is the project's name?"
Pat,Yes,No,135,Makinen et al. 2012,Alexa,ISI,"Makinen, Carla P.; Moisan, Tiffany A. H.",Phytoplankton assemblage patterns in the southern Mid-Atlantic Bight,BOTANICA MARINA,55,5,445,457,,10.1515/bot-2012-0110,2012,,Not a diversity paper,,,
Pat,Yes,No,143,Bi et al. 2012,Alexa,ISI,"Bi, Hongsheng; Peterson, William T.; Peterson, Jay O.; Fisher, Jennifer L.",A comparative analysis of coastal and shelf-slope copepod communities in the northern California Current system: Synchronized response to large-scale forcing?,LIMNOLOGY AND OCEANOGRAPHY,57,5,1467,1478,,10.4319/lo.2012.57.5.1467,2012,,Only has biomass and chemistry data,,,
Pat,Yes,No,163,Nogueira et al. 2012,Alexa,ISI,"Nogueira, Enrique; Gonzalez-Nuevo, Gonzalo; Valdes, Luis","The influence of phytoplankton productivity, temperature and environmental stability on the control of copepod diversity in the North East Atlantic",PROGRESS IN OCEANOGRAPHY,97,,92,107,,10.1016/j.pocean.2011.11.009,2012,,Modeling paper,,,
Pat,Yes,No,170,Amado-Filho et al. 2012,Alexa,ISI,"Amado-Filho, Gilberto M.; Moura, Rodrigo L.; Bastos, Alex C.; Salgado, Leonardo T.; Sumida, Paulo Y.; Guth, Arthur Z.; Francini-Filho, Ronaldo B.; Pereira-Filho, Guilherme H.; Abrantes, Douglas P.; Brasileiro, Poliana S.; Bahia, Ricardo G.; Leal, Rachel N.; Kaufman, Les; Kleypas, Joanie A.; Farina, Marcos; Thompson, Fabiano L.",Rhodolith Beds Are Major CaCO3 Bio-Factories in the Tropical South West Atlantic,PLOS ONE,7,4,,,e35171,10.1371/journal.pone.0035171,2012,,Not a diversity paper,,,
Pat,Yes,No,175,,Daniel,ISI,"Vargas-Castillo, Rita","Nuevas adiciones a la fauna de crustÃƒÂƒÃ‚Â¡ceos decÃƒÂƒÃ‚Â¡podos de BahÃƒÂƒÃ‚Â_a Culebra, Guanacaste, Costa Rica",Revista de BiologÃƒÂƒÃ‚Â_a Tropical,60,Suppl. v. 2,73,76,,,2012,,Merely a species list,,,
Pat,Yes,No,184,,Daniel,ISI,"Urmy, Samuel S.; Horne, John K.; Barbee, David H.",Measuring the vertical distributional variability of pelagic fauna in Monterey Bay,ICES JOURNAL OF MARINE SCIENCE,69,2,184,196,,10.1093/icesjms/fsr205,2012,,Modeling paper,,,
Pat,Yes,No,191,,Daniel,ISI,"Takao, S.; Hirawake, T.; Wright, S. W.; Suzuki, K.",Variations of net primary productivity and phytoplankton community composition in the Indian sector of the Southern Ocean as estimated from ocean color remote sensing data,BIOGEOSCIENCES,9,10,3875,3890,,10.5194/bg-9-3875-2012,2012,,Not a diversity paper,,,
Pat,Yes,No,198,,Daniel,ISI,"Baden, Susanne; Emanuelsson, Andreas; Pihl, Leif; Svensson, Carl-Johan; Aberg, Per",Shift in seagrass food web structure over decades is linked to overfishing,MARINE ECOLOGY PROGRESS SERIES,451,,61,73,,10.3354/meps09585,2012,Eutrophication,Only did trophic levels,,,
Pat,Yes,No,205,,Daniel,ISI,"Beiras, Ricardo; Duran, Iria; Parra, Santiago; Urrutia, Miren B.; Besada, Victoria; Bellas, Juan; Vinas, Lucia; Sanchez-Marin, Paula; Gonzalez-Quijano, Amelia; Franco, Maria A.; Nieto, Oscar; Gonzalez, Juan J.",Linking chemical contamination to biological effects in coastal pollution monitoring,ECOTOXICOLOGY,21,1,9,17,,10.1007/s10646-011-0757-3,2012,,A chemistry paper,,,
Pat,Yes,No,213,,Daniel,ISI,"Taylor, Richard B.; Morrison, Mark A.; Shears, Nick T.","Establishing baselines for recovery in a marine reserve (Poor Knights Islands, New Zealand) using local ecological knowledge",BIOLOGICAL CONSERVATION,144,12,3038,3046,,10.1016/j.biocon.2011.09.009,2011,,Not a diversity paper,,,
Pat,Yes,No,219,,Daniel,ISI,"Wernberg, Thomas; Russell, Bayden D.; Thomsen, Mads S.; Gurgel, C. Frederico D.; Bradshaw, Corey J. A.; Poloczanska, Elvira S.; Connell, Sean D.",Seaweed Communities in Retreat from Ocean Warming,CURRENT BIOLOGY,21,21,1828,1832,,10.1016/j.cub.2011.09.028,2011,,Missing scads of data,,,
Pat,Yes,No,220,,Daniel,ISI,"McKinley, Andrew C.; Ryan, Laura; Coleman, Melinda A.; Knott, Nathan A.; Clark, Graeme; Taylor, Matthew D.; Johnston, Emma L.",Putting marine sanctuaries into context: a comparison of estuary fish assemblages over multiple levels of protection and modification,AQUATIC CONSERVATION-MARINE AND FRESHWATER ECOSYSTEMS,21,7,636,648,,10.1002/aqc.1223,2011,,Doesn't have multiple years,,,
Pat,Yes,No,225,,Daniel,ISI,"Carroll, Michael L.; Ambrose, William G., Jr.; Levin, Benjamin S.; Locke, William L., V; Henkes, Gregory A.; Hop, Haakon; Renaud, Paul E.",Pan-Svalbard growth rate variability and environmental regulation in the Arctic bivalve Serripes groenlandicus,JOURNAL OF MARINE SYSTEMS,88,2,239,251,,10.1016/j.jmarsys.2011.04.010,2011,,Not a diversity paper,,,
Pat,Yes,No,229,,Daniel,ISI,"Beninca, Elisa; Dakos, Vasilis; Van Nes, Egbert H.; Huisman, Jef; Scheffer, Marten",Resonance of Plankton Communities with Temperature Fluctuations,AMERICAN NATURALIST,178,4,E85,E95,,10.1086/661902,2011,,Modeling paper,,,
Pat,Yes,No,261,,Daniel,ISI,"Primo, Ana Ligia; Azeiteiro, Ulisses Miranda; Marques, Sonia Cotrim; Pardal, Miguel Angelo",Impact of climate variability on ichthyoplankton communities: An example of a small temperate estuary,ESTUARINE COASTAL AND SHELF SCIENCE,91,4,484,491,,10.1016/j.ecss.2010.11.009,2011,,Only has biomass no diversity,,,
Pat,Yes,Yes,268,,Daniel,ISI,"Auth, Toby D.; Brodeur, Richard D.; Soulen, Heather L.; Ciannelli, Lorenzo; Peterson, William T.",The response of fish larvae to decadal changes in environmental forcing factors off the Oregon coast,FISHERIES OCEANOGRAPHY,20,4,314,328,,10.1111/j.1365-2419.2011.00586.x,2011,,,,,
Pat,Yes,No,272,,Daniel,ISI,"Ainsworth, C. H.",Quantifying Species Abundance Trends in the Northern Gulf of California Using Local Ecological Knowledge,MARINE AND COASTAL FISHERIES,3,1,190,218,,10.1080/19425120.2010.549047,2011,,Not a diversity paper,,,
Pat,,,280,,Daniel,ISI,"Magurran, Anne E.; Henderson, Peter A.",Temporal turnover and the maintenance of diversity in ecological assemblages,PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,365,1558,3611,3620,,10.1098/rstb.2010.0285,2010,,,,,
Pat,Yes,No,282,,Daniel,ISI,"Goebel, Nicole L.; Edwards, Christopher A.; Zehr, Jonathan P.; Follows, Michael J.",An emergent community ecosystem model applied to the California Current System,JOURNAL OF MARINE SYSTEMS,83,3/4/2014,221,241,,10.1016/j.jmarsys.2010.05.002,2010,,Modeling paper,,,
Pat,Yes,No,289,,Daniel,ISI,"Ward-Paige, Christine A.; Mora, Camilo; Lotze, Heike K.; Pattengill-Semmens, Christy; McClenachan, Loren; Arias-Castro, Ery; Myers, Ransom A.",Large-Scale Absence of Sharks on Reefs in the Greater-Caribbean: A Footprint of Human Pressures,PLOS ONE,5,8,,,e11968,10.1371/journal.pone.0011968,2010,,Only looks at distribution,,,
Pat,Yes,Yes,291,,Daniel,ISI,"Gooday, A. J.; Malzone, M. G.; Bett, B. J.; Lamont, P. A.","Decadal-scale changes in shallow-infaunal foraminiferal assemblages at the Porcupine Abyssal Plain, NE Atlantic",DEEP-SEA RESEARCH PART II-TOPICAL STUDIES IN OCEANOGRAPHY,57,15,1362,1382,,10.1016/j.dsr2.2010.01.012,2010,,,,,
Pat,Yes,No,292,,Daniel,ISI,"Billett, D. S. M.; Bett, B. J.; Reid, W. D. K.; Boorman, B.; Priede, I. G.",Long-term change in the abyssal NE Atlantic: The 'Amperima Event' revisited,DEEP-SEA RESEARCH PART II-TOPICAL STUDIES IN OCEANOGRAPHY,57,15,1406,1417,,10.1016/j.dsr2.2009.02.001,2010,,"No diversity, only biomass",,,
Pat,Yes,Yes,298,,Jillian,ISI,"Moreira, Juan; Lourido, Antia; Troncoso, Jesus S.","TEMPORAL DYNAMICS OF THE BENTHIC ASSEMBLAGE IN THE MUDDY SEDIMENTS OF THE HARBOUR OF BAIONA (GALICIA, NW IBERIAN PENINSULA)",THALASSAS,26,2,9,22,,,2010,,,,,
Pat,Yes,Yes,321,,Jillian,ISI,"Stuart-Smith, Rick D.; Barrett, Nevilles S.; Stevenson, David G.; Edgar, Graham J.",Stability in temperate reef communities over a decadal time scale despite concurrent ocean warming,GLOBAL CHANGE BIOLOGY,16,1,122,134,,10.1111/j.1365-2486.2009.01955.x,2010,,,,,
Pat,Yes,No,322,,Jillian,ISI,"Manousis, Thanasis; Mpardakis, George; Paraskevopoulos, Constantinos; Galinou-Mitsoudi, Sofia","The Bivalvia Mollusca of Thessaloniki & Thermaikos Gulfs (North Aegean Sea, Greece) with emphasis on new species for Hellenic waters",JOURNAL OF BIOLOGICAL RESEARCH-THESSALONIKI,14,,161,179,,,2010,Could not access full text,A species record paper,,,
Pat,Yes,No,323,,Jillian,ISI,"Pitt, Nicole R.; Poloczanska, Elvira S.; Hobday, Alistair J.",Climate-driven range changes in Tasmanian intertidal fauna,MARINE AND FRESHWATER RESEARCH,61,9,963,970,,10.1071/MF09225,2010,Could not access full text. I don't think that repeated measures of richness are included because it looks at northward range expansions and the other studies I have seen that have done this don't include the data we need but I can't be sure.,,,,
Pat,Yes,No,333,,Jillian,ISI,"Ojaveer, Henn; Jaanus, Andres; Mackenzie, Brian R; Martin, Georg; Olenin, Sergej; Radziejewska, Teresa; Telesh, Irena; Zettler, Michael L; Zaiko, Anastasija",Status of biodiversity in the Baltic Sea.,PloS one,5,9,,,,10.1371/journal.pone.0012467,2010,But only present means. Though this could be a source of further datasets.,Review paper,,,
Pat,Yes,No,345,,Jillian,ISI,"Soltwedel, Thomas; Mokievsky, Vadim; Schewe, Ingo; Hasemann, Christiane",Yermak Plateau revisited: spatial and temporal patterns of meiofaunal assemblages under permanent ice-coverage,POLAR BIOLOGY,32,8,1159,1176,,10.1007/s00300-009-0612-7,2009,"I'm not sure this counts, and no yearly breakdown is given. ",Missing scads of data,,,
Pat,Yes,No,354,,Jillian,ISI,"Cortes, Yurima; Munoz, Gabriela",Metazoan Parasite Infracommunities of the Toadfish Aphos porosus (Pisces: Batrachoidiformes) in Central Chile: How Variable Are They over Time?,JOURNAL OF PARASITOLOGY,95,3,753,756,,10.1645/GE-1651.1,2009,Toadfish parasite richness,Parasite paper,,,
Pat,Yes,No,373,,Jillian,ISI,"Fanini, Lucia; Marchetti, Giovanni Maria; Scapini, Felicita; Defeo, Omar",Effects of beach nourishment and groynes building on population and community descriptors of mobile arthropodofauna,ECOLOGICAL INDICATORS,9,1,167,178,,10.1016/j.ecolind.2008.03.004,2009,,Missing scads of data,,,
Pat,Yes,No,375,,Jillian,ISI,"Wood, Abby Jane M.; Collie, Jeremy S.; Hare, Jonathan A.",A comparison between warm-water fish assemblages of Narragansett Bay and those of Long Island Sound waters,FISHERY BULLETIN,107,1,89,100,,,2009,It looks like they have this data but don't present it,Not a time series study,,,
Pat,Yes,No,382,,Jillian,ISI,"Jiang, Ya-Zhou; Cheng, Jia-Hua; Li, Sheng-Fa",Temporal changes in the fish community resulting from a summer fishing moratorium in the northern East China Sea,MARINE ECOLOGY PROGRESS SERIES,387,,265,273,,10.3354/meps08078,2009,,Missing scads of data,,,
Pat,,,388,,Jillian,ISI,"Tunin-Ley, Alina; Ibanez, Frederic; Labat, Jean-Philippe; Zingone, Adriana; Lemee, Rodolphe",Phytoplankton biodiversity and NW Mediterranean Sea warming: changes in the dinoflagellate genus Ceratium in the 20th century,MARINE ECOLOGY PROGRESS SERIES,375,,85,99,,10.3354/meps07730,2009,Richness of only a single species? Does this count?,,,,
Pat,Yes,Yes,395,,Jillian,ISI,"Somerfield, P. J.; Jaap, W. C.; Clarke, K. R.; Callahan, M.; Hackett, K.; Porter, J.; Lybolt, M.; Tsokos, C.; Yanev, G.","Changes in coral reef communities among the Florida Keys, 1996-2003",CORAL REEFS,27,4,951,965,,10.1007/s00338-008-0390-7,2008,,,,,
Pat,Yes,No,400,,Jillian,ISI,"Baker, J. L.; Shepherd, S. A.; Turner, D.; Edyvane, K.",INVESTIGATOR GROUP EXPEDITION 2006: BENTHIC MACROALGAL STUDIES AT ISLANDS IN THE EASTERN GREAT AUSTRALIAN BIGHT OVER THREE DECADES,TRANSACTIONS OF THE ROYAL SOCIETY OF SOUTH AUSTRALIA,132,,251,267,,,2008,I'm unsure on the biodiversity and multiple years sampled because I can't access the full text,A microbe paper,,,
Pat,Yes,No,406,,Jillian,ISI,"Wilber, D. H.; Ray, G. L.; Clarke, D. G.; Diaz, R. J.","Responses of Benthic Infauna to Large-Scale Sediment Disturbance in Corpus Christi Bay, Texas",JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,365,1,13,22,,10.1016/j.jembe.2008.07.029,2008,,Missing scads of data,,,
Pat,Yes,No,407,,Jillian,ISI,"Hop, Haakon; Pavlova, Olga",Distribution and biomass transport of ice amphipods in drifting sea ice around Svalbard,DEEP-SEA RESEARCH PART II-TOPICAL STUDIES IN OCEANOGRAPHY,55,20-21,2292,2307,,10.1016/j.dsr2.2008.05.023,2008,Diversity of amphipods in drifting ice packs. But the species counts are very low. And I'm not sure if this counts a resample because each ice flow is different?,"No diversity, only density and biomass",,,
Pat,Yes,No,408,,Jillian,ISI,"Carroll, Michael L.; Denisenko, Stanislav G.; Renaud, Paul E.; Ambrose, William G., Jr.",Benthic infauna of the seasonally ice-covered western Barents Sea: Patterns and relationships to environmental forcing,DEEP-SEA RESEARCH PART II-TOPICAL STUDIES IN OCEANOGRAPHY,55,20-21,2340,2351,,10.1016/j.dsr2.2008.05.022,2008,But not clear if we can get the annual data? Just given as means.,No separation by year and no way to parse out the reported data,,,
Pat,Yes,No,412,,Jillian,ISI,"Ward, Peter; Meredith, Michael P.; Whitehouse, Mick J.; Rothery, Peter",The summertime plankton community at South Georgia (Southern Ocean): Comparing the historical (1926/1927) and modern (post 1995) records,PROGRESS IN OCEANOGRAPHY,78,3,241,256,,10.1016/j.pocean.2008.05.003,2008,,Missing scads of data,,,
Pat,Yes,Yes,423,,Marc,ISI,"Carballo, Jose Luis; Vega, Cristina; Cruz-Barraza, Jose Antonio; Yanez, Benjamin; Nava, Hector; Avila, Enrique; Wilson, Miroslava",Short- and long-term patterns of sponge diversity on a rocky tropical coast: evidence of large-scale structuring factors,MARINE ECOLOGY-AN EVOLUTIONARY PERSPECTIVE,29,2,216,236,,10.1111/j.1439-0485.2008.00228.x,2008,,,,,
Pat,Yes,No,426,,Marc,ISI,"Bowman, Michelle F.; Ingram, Ron; Reid, Ron A.; Somers, Keith M.; Yan, Norman D.; Paterson, Andrew M.; Morgan, George E.; Gunn, John M.","Temporal and spatial concordance in community composition of phytoplankton, zooplankton, macroinvertebrate, crayfish, and fish on the Precambrian Shield",CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES,65,5,919,932,,10.1139/F08-034,2008,unsure,Fresh water paper,,,
Pat,Yes,Yes,450,,Marc,ISI,"Shin, P. K. S.; Lam, N. W. Y.; Wu, R. S. S.; Qian, P. Y.; Cheung, S. G.",Spatio-temporal changes of marine macrobenthic community in sub-tropical waters upon recovery from eutrophication. I. Sediment quality and community structure,MARINE POLLUTION BULLETIN,56,2,282,296,,10.1016/j.marpolbul.2007.10.023,2008,in response to an env change.  Only 1 year aprt,,,,
Pat,Yes,No,458,,Marc,ISI,"Hernandez-Alcantara, Pablo; Ana Tovar-Hernandez, Maria; Solis-Weiss, Vivianne",Polychaetes (Annelida: Polychaeta) described for the Mexican Pacific: an historical review and an updated checklist,LATIN AMERICAN JOURNAL OF AQUATIC RESEARCH,36,1,37,61,,10.3856/vol36-issue1-fulltext-4,2008,,"Just a species list, no other data",,,
Pat,Yes,No,479,,Marc,ISI,"Hunt, B. P. V.; PakhoMoVab, E. A.; Trotsenko, B. G.","The macrozooplankton of the cosmonaut sea, east Antarctica (30 degrees E-60 degrees E),1987-1990",DEEP-SEA RESEARCH PART I-OCEANOGRAPHIC RESEARCH PAPERS,54,7,1042,1069,,10.1016/j.dsr.2007.04.002,2007,,No usuable data,,,
Pat,Yes,No,496,,Marc,ISI,"Cusson, Mathieu; Archambault, Philippe; Aitken, Alec",Biodiversity of benthic assemblages on the Arctic continental shelf: historical data from Canada,MARINE ECOLOGY PROGRESS SERIES,331,,291,304,,10.3354/meps331291,2007,,Review paper,,,
Pat,Yes,No,498,,Marc,ISI,"Mackas, David L.; Batten, Sonia; Trudel, Marc",Effects on zooplankton of a warmer ocean: Recent evidence from the Northeast Pacific,PROGRESS IN OCEANOGRAPHY,75,2,223,252,,10.1016/j.pocean.2007.08.010,2007,,Only has biomass,,,
Pat,Yes,No,523,,Marc,ISI,"Rossi, F; Castelli, A; Lardicci, C",Distribution of macrobenthic assemblages along a marine gradient in Mediterranean eutrophic coastal lagoons,MARINE ECOLOGY-AN EVOLUTIONARY PERSPECTIVE,27,1,66,75,,10.1111/j.1439-0485.2006.00078.x,2006,,Only looks at the whole community,,,
Pat,Yes,No,525,,Marc,ISI,"Nicolaidou, A; Petrou, K; Kormas, KA; Reizopoulou, S",Inter-annual variability of soft bottom macrofaunal communities in two Ionian Sea lagoons,HYDROBIOLOGIA,555,,89,98,,10.1007/s10750-005-1108-2,2006,,Only looks at the whole community,,,
Pat,,,545,,Patrick,ISI,"Raut, D; Ganesh, T; Murty, NVSS; Raman, AV","Macrobenthos of Kakinada Bay in the Godavari delta, East coast of India: comparing decadal changes",ESTUARINE COASTAL AND SHELF SCIENCE,62,4,609,620,,10.1016/j.ecss.2004.09.029,2005,,,,,
Pat,Yes,Yes,551,,Patrick,ISI,"Ohgaki, S; Kosuge, T",A circa-decadal change in the gastropod fauna on a tidal flat in an island mangrove estuary,ZOOLOGICAL SCIENCE,22,1,49,56,,10.2108/zsj.22.49,2005,,,,,
Pat,Yes,Yes,553,,Patrick,ISI,"Ruhl, HA; Smith, KL",Shifts in deep-sea community structure linked to climate and food supply,SCIENCE,305,5683,513,515,,10.1126/science.1099759,2004,Need to read the paper to make final judgement,,,,
Pat,Yes,Yes,556,,Patrick,ISI,"Shimanaga, M; Kitazato, H; Shirayama, Y","Temporal patterns in diversity and species composition of deep-sea benthic copepods in bathyal Sagami Bay, central Japan",MARINE BIOLOGY,144,6,1097,1110,,10.1007/s00227-003-1273-7,2004,,,,,
Pat,Yes,No,560,,Patrick,ISI,"Genner, MJ; Sims, DW; Wearmouth, VJ; Southall, EJ; Southward, AJ; Henderson, PA; Hawkins, SJ",Regional climatic warming drives long-term community changes of British marine fish,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,271,1539,655,661,,10.1098/rspb.2003.2651,2004,Poor study that has very little data,,,,
Pat,Yes,Yes,561,,Patrick,ISI,"Hoffmeyer, MS","Decadal change in zooplankton seasonal succession in the Bahia Blanca estuary, Argentina, following introduction of two zooplankton species",JOURNAL OF PLANKTON RESEARCH,26,2,181,189,,10.1093/plankt/fbh023,2004,,,,,
Pat,Yes,Yes,565,,Patrick,ISI,"McClanahan, TR; Maina, J",Response of coral assemblages to the interaction between natural temperature variation and rare warm-water events,ECOSYSTEMS,6,6,551,563,,10.1007/s10021-002-0104-x,2003,,,,,
Pat,,,572,,Patrick,ISI,"Shears, NT; Babcock, RC",Continuing trophic cascade effects after 25 years of no-take marine reserve protection,MARINE ECOLOGY PROGRESS SERIES,246,,1,16,,10.3354/meps246001,2003,Maybe,,,,
Pat,Yes,Yes,575,,Patrick,ISI,"Greenwood, MFD; Hill, AS; McLusky, DS","Trends in abundance of benthic and demersal fish populations of the lower Forth Estuary, East Scotland, from 1982-2001",JOURNAL OF FISH BIOLOGY,61,,90,104,,10.1006/jfbi.2002.2070,2002,,,,,
Pat,Yes,Yes,577,,Patrick,ISI,"Occhipinti-Ambrogi, Anna; Favruzzo, Mauro; Savini, Dario",Multi-Annual Variations of Macrobenthos along the Emilia-Romagna Coast (Northern Adriatic),MARINE ECOLOGY-PUBBLICAZIONI DELLA STAZIONE ZOOLOGICA DI NAPOLI I,23,,307,319,,10.1111/j.1439-0485.2002.tb00029.x,2002,"Maybe, need to check",,,,
Pat,Yes,Yes,578,,Patrick,ISI,"Goransson, P",Petersen's benthic macrofauna stations revisited in the Oresund area (southern Sweden) and species composition in the 1990s - signs of decreased biological variation,SARSIA,87,4,263,280,,10.1080/00364820260400771,2002,,,,,
Pat,Yes,Yes,579,,Patrick,ISI,"Bostrom, C; Bonsdorff, E; Kangas, P; Norkko, A",Long-term changes of a brackish-water eelgrass (Zostera marina L.) community indicate effects of coastal eutrophication,ESTUARINE COASTAL AND SHELF SCIENCE,55,5,795,804,,10.1006/ecss.2001.0943,2002,"Maybe, need to check",,,,
Pat,Yes,Yes,587,,Patrick,ISI,"Warwick, RM; Ashman, CM; Brown, AR; Clarke, KR; Dowell, B; Hart, B; Lewis, RE; Shillabeer, N; Somerfield, PJ; Tapp, JF","Inter-annual changes in the biodiversity and community structure of the macrobenthos in Tees Bay and the Tees estuary, UK, associated with local and regional environmental events",MARINE ECOLOGY PROGRESS SERIES,234,,1,13,,10.3354/meps234001,2002,,,,,
Pat,Yes,No,592,,Patrick,ISI,"Bull, B; Livingston, ME; Hurst, R; Bagley, N","Upper-slope fish communities on the Chatham Rise, New Zealand, 1992-99",NEW ZEALAND JOURNAL OF MARINE AND FRESHWATER RESEARCH,35,4,795,815,,,2001,7 years of data on fish,Paper only focuses on two species,,,
Pat,Yes,No,599,,Tenzing,ISI,"Noe, GB; Zedler, JB",Spatio-temporal variation of salt marsh seedling establishment in relation to the abiotic and biotic environment,JOURNAL OF VEGETATION SCIENCE,12,1,61,74,,10.2307/3236674,2001,Salt marsh:1996 and 1997. Results 1st line,Not a diversity paper,,,
Pat,Yes,No,627,,Tenzing,ISI,"Haynes, JM; Stewart, TW; Cook, GE",Benthic macroinvertebrate communities in southwestern Lake Ontario following invasion of Dreissena: Continuing change,JOURNAL OF GREAT LAKES RESEARCH,25,4,828,838,,,1999,,Missing scads of data,,,
Pat,No,No,633,,Tenzing,ISI,"Li, WKW",Annual average abundance of heterotrophic bacteria and Synechococcus in surface ocean waters,LIMNOLOGY AND OCEANOGRAPHY,43,7,1746,1753,,,1998,Bacteria,A bacteria paper,,,
Pat,Yes,Yes,634,,Tenzing,ISI,"McLusky, DS; Martins, T",Long-term study of an estuarine mudflat subjected to petro-chemical discharges,MARINE POLLUTION BULLETIN,36,10,791,798,,10.1016/S0025-326X(98)00059-9,1998,fig 10,,,,
Pat,Yes,Yes,637,,Tenzing,ISI,"Valdes, L; Moral, M","Time-series analysis of copepod diversity and species richness in the southern Bay of Biscay off Santander, Spain, in relation to environmental conditions",ICES JOURNAL OF MARINE SCIENCE,55,4,783,792,,10.1006/jmsc.1998.0386,1998,Fig 5,,,,
Pat,Yes,Yes,647,,Tenzing,ISI,"Hall, JA; Frid, CLJ; Proudfoot, RK",Effects of metal contamination on macrobenthos of two North Sea estuaries,ICES JOURNAL OF MARINE SCIENCE,53,6,1014,1023,,10.1006/jmsc.1996.0127,1996,Table1,,,,
Pat,Yes,No,658,,Tenzing,ISI,"THRUSH, SF; PRIDMORE, RD; HEWITT, JE",IMPACTS ON SOFT-SEDIMENT MACROFAUNA - THE EFFECTS OF SPATIAL VARIATION ON TEMPORAL TRENDS,ECOLOGICAL APPLICATIONS,4,1,31,41,,10.2307/1942112,1994,,"Does not include abundance, diversity, or speciers richness metrics",,,
Pat,Yes,No,662,,Jarrett,ISI,"JOSEFSON, AB; JENSEN, JN; AERTEBJERG, G",THE BENTHOS COMMUNITY STRUCTURE ANOMALY IN THE LATE 1970S AND EARLY 1980S - A RESULT OF A MAJOR FOOD PULSE,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,172,1/2/2014,31,45,,10.1016/0022-0981(93)90087-5,1993,as per abstract. Do not have access to the full paper,Missing all the data,,,
Pat,Yes,No,684,,Jarrett,ISI,"ROOS, A; VANVLIET, JFM; VANPAGEE, JA; NAUTA, TA; DEVRIES, MB",AN INTEGRAL APPROACH TO SUPPORT MANAGERIAL ACTIONS ON MICROPOLLUTANTS IN THE SOUTHERN NORTH-SEA,WATER SCIENCE AND TECHNOLOGY,24,10,29,38,,,1991,"If the data is not in it, it has links to said data",Modeling paper.,,,
Pat,Yes,No,689,,Aaron,Aquatic Commons,"Abesamis, R., Alcala, A. and Russ, G.","How much does the fishery at Apo Island benefit from spillover of adult fish from the adjacent marine reserve?
","Fishery Bulletin,
",104,,360,375,,,2006,,Doesn't have any of the required data and does not fit into the initial 3 scoping questions. ,,,
Pat,Yes,No,700,,Aaron,Aquatic Commons,"Causton, C., Zapata, C. and Roque, A.","Alien arthropod species deterred from establishing in GalÃƒÂƒÃ‚Â¡pagos,but how many are entering undetected?
","Noticias de Galapagos
",61,,10,13,,,2000,,Stable isotope paper,,,
Pat,Yes,No,722,,Aaron,Aquatic Commons,"Kukowski, G.","Results of the Sea Grant fishes sampling program for the 1971ÃƒÂ‚Ã‚Â_1972 Season. Annual Report, Part 6, 1973.
","Moss Landing Marine Laboratories, (Moss Landing Marine Laboratories
",,,,,,,1973,,"Only looks at biomass, not a diversity paper",,,
Pat,Yes,No,727,,Aaron,Aquatic Commons,"Olivier, S. Bastida, R. and M. Torti","Sobre el ecosistema de las aguas litorales de Mar del Plata. Niveles trÃƒÂƒÃ‚Â_ficos y cadenas alimentarias pelÃƒÂƒÃ‚Â¡gicos demersales y bentÃƒÂƒÃ‚Â_nicosÃƒÂ‚Ã‚Â_demersales.
",,,,,,,,1968,,Does not have the required data for the meta-analysis,,,
Pat,No,No,730,,Aaron,Aquatic Commons,"Pearse, J. and Lowry, L.","An annotated species list of the benthic algae and invertebrates in the kelp forest community at Point Cabrillo, Pacific Grove, California
",,,,,,,,1974,,Merely a list of species in a place,,,
Pat,Yes,No,740,,Aaron,Aquatic Commons,"Walsh, H., Marancik, K. and Hare, J.","Juvenile fish assemblages collected on unconsolidated sediments of the southeast United States continental shelf. 
","Fishery Bulletin
",104,,256,277,,,2006,,Missing scads of data,,,
Tenzing,Yes,Yes,3,Carvalho et al. 2014,Alexa,ISI,"Carvalho, Susana; Curdia, Joao; Pereira, Fabio; Manuel Guerra-Garcia, Jose; Santos, Miguel N.; Cunha, Marina R.","Biodiversity patterns of epifaunal assemblages associated with the gorgonians Eunicella gazella and Leptogorgia lusitanica in response to host, space and time",JOURNAL OF SEA RESEARCH,85,,37,47,,10.1016/j.seares.2013.10.001,2014,,,,,
Tenzing,Yes,Yes,19,Elahi et al. 2013,Alexa,ISI,"Elahi, Robin; Birkeland, Charles; Sebens, Kenneth P.; Turner, Kevin R.; Dwyer, Timothy R.",Limited change in the diversity and structure of subtidal communities over four decades,MARINE BIOLOGY,160,12,3209,3219,,10.1007/s00227-013-2308-3,2013,,,,,
