"QC","Study.ID","Reference","Collector","mesh.size","mesh.size.units","Descriptor.of.Taxa.Sampled","Sys","Loc","Event","Event.type","A.priori.","Year.of.Event","Notes","Source","Site","PltSz","PltSz..units.","event_category","expected_change","event_notes","PlotSize","PlotSizeUnits","id","taxa","samp_method","n1","sub1","I1","ind1_error","ind1_error_type","P1","T1","T1m","SppR1","SppR1.Error","SppR1.Error.Type","Shan1","Shan1.Error","Shan1.Error.Type","Simps1","Simps1.Error","Simps1.Error.Type","Even1","Even1.Error","Even1.Error.Type","SppR1.SD","Shan1.SD","Simps1.SD","Even1.SD","n2","sub2","I2","ind2_error","ind2_error_type","P2","T2","T2m","SppR2","SppR2.Error","SppR2.Error.Type","Shan2","Shan2.Error","Shan2.Error.Type","Simps2","Simps2.Error","Simps2.Error.Type","Even2","Even2.Error","Even2.Error.Type","SppR2.SD","Shan2.SD","Simps2.SD","Even2.SD","Duration","yi.SppR.MD","vi.SppR.MD","yi.SppR.SMD","vi.SppR.SMD","yi.SppR.ROM","vi.SppR.ROM","yi.SppR.SMDH","vi.SppR.SMDH","yi.Shan.MD","vi.Shan.MD","yi.Shan.SMD","vi.Shan.SMD","yi.Shan.ROM","vi.Shan.ROM","yi.Shan.SMDH","vi.Shan.SMDH","yi.Even.MD","vi.Even.MD","yi.Even.SMD","vi.Even.SMD","yi.Even.ROM","vi.Even.ROM","yi.Even.SMDH","vi.Even.SMDH","temp_id","Scale","AbundUnitsOrig","study_sub_site","studyName","PltSzUnits","SiAreaCalc","SiLinearExtentUnits","Event_type","Lat","Long","A_priori","Year_of_Event"
NA,"KFMP","Kushner, 2013","RE",NA,NA,"fish","rocky subtidal","Channel Islands, California, United States","Yes",NA,NA,NA,NA,NA,"KFMP14",2000,NA,"MPA creation","Positive","",NA,NA,NA,"fish","Vis",1,NA,NA,NA,NA,NA,1996,6,12.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2010,6,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,0.533333333333299,NA,NA,NA,0.0412429585340464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1404,"gamma",NA,"KFMP-KFMP-KFMP14","KFMP","m2",2000,"km","Fishing closure",33.46611667,-119.0277833,"Yes","2003"
NA,"KFMP","Kushner, 2013","RE",NA,NA,"fish","rocky subtidal","Channel Islands, California, United States","No",NA,NA,NA,NA,NA,"KFMP15",2000,NA,NA,NA,"",NA,NA,NA,"fish","Vis",1,NA,NA,NA,NA,NA,1996,6,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2008,6,10.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,-5.6666666666667,NA,NA,NA,-0.437213806422748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1430,"gamma",NA,"KFMP-KFMP-KFMP15","KFMP","m2",2000,"km","None",33.48753333,-119.0275833,"No",NA
NA,"KFMP","Kushner, 2013","RE",NA,NA,"fish","rocky subtidal","Channel Islands, California, United States","No",NA,NA,NA,NA,NA,"KFMP16",2000,NA,NA,NA,"",NA,NA,NA,"fish","Vis",1,NA,NA,NA,NA,NA,1996,6,16.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2011,6,14.1666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,-2.5,NA,NA,NA,-0.162518929497775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1456,"gamma",NA,"KFMP-KFMP-KFMP16","KFMP","m2",2000,"km","None",33.46441667,-119.0391667,"No",NA
NA,"KFMP","Kushner, 2013","RE",NA,NA,"fish","rocky subtidal","Channel Islands, California, United States","No",NA,NA,NA,NA,NA,"KFMP1",2000,NA,NA,NA,"",NA,NA,NA,"fish","Vis",1,NA,NA,NA,NA,NA,1996,9,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2011,9,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,2,NA,NA,NA,0.125163142954006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1284,"gamma",NA,"KFMP-KFMP-KFMP1","KFMP","m2",2000,"km","None",34.02236667,-120.3874667,"No",NA
NA,"KFMP","Kushner, 2013","RE",NA,NA,"fish","rocky subtidal","Channel Islands, California, United States","No",NA,NA,NA,NA,NA,"KFMP21",2000,NA,NA,NA,"",NA,NA,NA,"fish","Vis",1,NA,NA,NA,NA,NA,2008,10,14.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2011,10,15.8333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1.1666666666666,NA,NA,NA,0.0765400771223301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1504,"gamma",NA,"KFMP-KFMP-KFMP21","KFMP","m2",2000,"km","None",34.0237,-120.3951333,"No",NA
NA,"KFMP","Kushner, 2013","RE",NA,NA,"fish","rocky subtidal","Channel Islands, California, United States","No",NA,NA,NA,NA,NA,"KFMP22",2000,NA,NA,NA,"",NA,NA,NA,"fish","Vis",1,NA,NA,NA,NA,NA,2006,7,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2011,7,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,NA,NA,NA,0.117783035656383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1509,"gamma",NA,"KFMP-KFMP-KFMP22","KFMP","m2",2000,"km","None",33.92303333,-120.1873667,"No",NA
NA,"KFMP","Kushner, 2013","RE",NA,NA,"fish","rocky subtidal","Channel Islands, California, United States","Yes",NA,NA,NA,NA,NA,"KFMP23",2000,NA,"MPA creation","Positive","",NA,NA,NA,"fish","Vis",1,NA,NA,NA,NA,NA,2007,8,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2008,8,22.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5.6666666666667,NA,NA,NA,0.287682072451782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1517,"gamma",NA,"KFMP-KFMP-KFMP23","KFMP","m2",2000,"km","Fishing closure",33.90855,-120.1555333,"Yes","2003"
NA,"KFMP","Kushner, 2013","RE",NA,NA,"fish","rocky subtidal","Channel Islands, California, United States","Yes",NA,NA,NA,NA,NA,"KFMP24",2000,NA,"MPA creation","Positive","",NA,NA,NA,"fish","Vis",1,NA,NA,NA,NA,NA,2005,8,21.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2010,8,17.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,-4,NA,NA,NA,-0.208544751893057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1522,"gamma",NA,"KFMP-KFMP-KFMP24","KFMP","m2",2000,"km","Fishing closure",33.90036667,-120.1356667,"Yes","2003"
NA,"KFMP","Kushner, 2013","RE",NA,NA,"fish","rocky subtidal","Channel Islands, California, United States","Yes",NA,NA,NA,NA,NA,"KFMP25",2000,NA,"MPA creation","Positive","",NA,NA,NA,"fish","Vis",1,NA,NA,NA,NA,NA,2007,7,20.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2011,7,20.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,-0.100000000000001,NA,NA,NA,-0.00486618965117301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1531,"gamma",NA,"KFMP-KFMP-KFMP25","KFMP","m2",2000,"km","Fishing closure",33.89233333,-120.1195,"Yes","2003"
NA,"KFMP","Kushner, 2013","RE",NA,NA,"fish","rocky subtidal","Channel Islands, California, United States","No",NA,NA,NA,NA,NA,"KFMP26",2000,NA,NA,NA,"",NA,NA,NA,"fish","Vis",1,NA,NA,NA,NA,NA,2005,8,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2007,8,17.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,-0.199999999999999,NA,NA,NA,-0.0111733005981252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1536,"gamma",NA,"KFMP-KFMP-KFMP26","KFMP","m2",2000,"km","None",34.04488333,-119.6012667,"No",NA
NA,"KFMP","Kushner, 2013","RE",NA,NA,"fish","rocky subtidal","Channel Islands, California, United States","Yes",NA,NA,NA,NA,NA,"KFMP27",2000,NA,"MPA creation","Positive","",NA,NA,NA,"fish","Vis",1,NA,NA,NA,NA,NA,2005,9,19.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2010,9,19.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.0500000000000007,NA,NA,NA,0.00260078170005744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1544,"gamma",NA,"KFMP-KFMP-KFMP27","KFMP","m2",2000,"km","Fishing closure",34.05216667,-119.5821167,"Yes","2003"
NA,"KFMP","Kushner, 2013","RE",NA,NA,"fish","rocky subtidal","Channel Islands, California, United States","Yes",NA,NA,NA,NA,NA,"KFMP28",2000,NA,"MPA creation","Positive","",NA,NA,NA,"fish","Vis",1,NA,NA,NA,NA,NA,2006,6,18.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2011,6,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4.4,NA,NA,NA,0.212332635209994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1554,"gamma",NA,"KFMP-KFMP-KFMP28","KFMP","m2",2000,"km","Fishing closure",34.05428333,-119.5668667,"Yes","2003"
NA,"KFMP","Kushner, 2013","RE",NA,NA,"fish","rocky subtidal","Channel Islands, California, United States","No",NA,NA,NA,NA,NA,"KFMP29",2000,NA,NA,NA,"",NA,NA,NA,"fish","Vis",1,NA,NA,NA,NA,NA,2007,6,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2011,6,18.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.399999999999999,NA,NA,NA,0.0219789067187752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1565,"gamma",NA,"KFMP-KFMP-KFMP29","KFMP","m2",2000,"km","None",34.04415,-119.54245,"No",NA
NA,"KFMP","Kushner, 2013","RE",NA,NA,"fish","rocky subtidal","Channel Islands, California, United States","Yes",NA,NA,NA,NA,NA,"KFMP2",2000,NA,"MPA creation","Positive","",NA,NA,NA,"fish","Vis",1,NA,NA,NA,NA,NA,1996,9,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2011,9,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,2,NA,NA,NA,0.133531392624523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1481,"gamma",NA,"KFMP-KFMP-KFMP2","KFMP","m2",2000,"km","Fishing closure",34.06438333,-120.3566,"Yes","2003"
NA,"KFMP","Kushner, 2013","RE",NA,NA,"fish","rocky subtidal","Channel Islands, California, United States","No",NA,NA,NA,NA,NA,"KFMP30",2000,NA,NA,NA,"",NA,NA,NA,"fish","Vis",1,NA,NA,NA,NA,NA,2007,6,14.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2011,6,14.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,-0.4166666666667,NA,NA,NA,-0.0288204385354943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1598,"gamma",NA,"KFMP-KFMP-KFMP30","KFMP","m2",2000,"km","None",34.03836667,-119.5253,"No",NA
NA,"KFMP","Kushner, 2013","RE",NA,NA,"fish","rocky subtidal","Channel Islands, California, United States","Yes",NA,NA,NA,NA,NA,"KFMP31",2000,NA,"MPA creation","Positive","",NA,NA,NA,"fish","Vis",1,NA,NA,NA,NA,NA,2006,8,18.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2010,8,17.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,-1,NA,NA,NA,-0.054808236494995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1605,"gamma",NA,"KFMP-KFMP-KFMP31","KFMP","m2",2000,"km","Fishing closure",34.01641667,-119.4320167,"Yes","2003"
NA,"KFMP","Kushner, 2013","RE",NA,NA,"fish","rocky subtidal","Channel Islands, California, United States","No",NA,NA,NA,NA,NA,"KFMP32",2000,NA,NA,NA,"",NA,NA,NA,"fish","Vis",1,NA,NA,NA,NA,NA,2006,8,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2009,8,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.4,NA,NA,NA,0.0281708769666964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1613,"gamma",NA,"KFMP-KFMP-KFMP32","KFMP","m2",2000,"km","None",34.0045,-119.3857833,"No",NA
NA,"KFMP","Kushner, 2013","RE",NA,NA,"fish","rocky subtidal","Channel Islands, California, United States","Yes",NA,NA,NA,NA,NA,"KFMP33",2000,NA,"MPA creation","Positive","",NA,NA,NA,"fish","Vis",1,NA,NA,NA,NA,NA,2008,7,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2011,7,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,0.100083458556983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1624,"gamma",NA,"KFMP-KFMP-KFMP33","KFMP","m2",2000,"km","Fishing closure",34.0126,-119.3891833,"Yes","2003"
NA,"KFMP","Kushner, 2013","RE",NA,NA,"fish","rocky subtidal","Channel Islands, California, United States","No",NA,NA,NA,NA,NA,"KFMP34",2000,NA,NA,NA,"",NA,NA,NA,"fish","Vis",1,NA,NA,NA,NA,NA,2006,7,16.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2009,7,14.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,-1.95,NA,NA,NA,-0.128254335523679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1629,"gamma",NA,"KFMP-KFMP-KFMP34","KFMP","m2",2000,"km","None",34.0141,-119.3590167,"No",NA
NA,"KFMP","Kushner, 2013","RE",NA,NA,"fish","rocky subtidal","Channel Islands, California, United States","No",NA,NA,NA,NA,NA,"KFMP35",2000,NA,NA,NA,"",NA,NA,NA,"fish","Vis",1,NA,NA,NA,NA,NA,2006,6,9.33333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2011,6,16.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7.16666666666667,NA,NA,NA,0.569768159399441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1637,"gamma",NA,"KFMP-KFMP-KFMP35","KFMP","m2",2000,"km","None",33.47985,-119.0622,"No",NA
NA,"KFMP","Kushner, 2013","RE",NA,NA,"fish","rocky subtidal","Channel Islands, California, United States","Yes",NA,NA,NA,NA,NA,"KFMP36",2000,NA,"MPA creation","Positive","",NA,NA,NA,"fish","Vis",1,NA,NA,NA,NA,NA,2007,6,9.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2011,6,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,-2.65,NA,NA,NA,-0.337553902491954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1646,"gamma",NA,"KFMP-KFMP-KFMP36","KFMP","m2",2000,"km","Fishing closure",33.47306667,-119.0268167,"Yes","2003"
NA,"KFMP","Kushner, 2013","RE",NA,NA,"fish","rocky subtidal","Channel Islands, California, United States","Yes",NA,NA,NA,NA,NA,"KFMP37",2000,NA,"MPA creation","Positive","",NA,NA,NA,"fish","Vis",1,NA,NA,NA,NA,NA,2005,7,15.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2011,7,18.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,NA,NA,NA,0.17958557697508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1651,"gamma",NA,"KFMP-KFMP-KFMP37","KFMP","m2",2000,"km","Fishing closure",33.46293333,-119.0312667,"Yes","2003"
NA,"KFMP","Kushner, 2013","RE",NA,NA,"fish","rocky subtidal","Channel Islands, California, United States","No",NA,NA,NA,NA,NA,"KFMP3",2000,NA,NA,NA,"",NA,NA,NA,"fish","Vis",1,NA,NA,NA,NA,NA,1996,8,16.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2011,8,20.8333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,4.5833333333333,NA,NA,NA,0.248461359298498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1571,"gamma",NA,"KFMP-KFMP-KFMP3","KFMP","m2",2000,"km","None",33.90146667,-120.1029667,"No",NA
NA,"KFMP","Kushner, 2013","RE",NA,NA,"fish","rocky subtidal","Channel Islands, California, United States","No",NA,NA,NA,NA,NA,"KFMP4",2000,NA,NA,NA,"",NA,NA,NA,"fish","Vis",1,NA,NA,NA,NA,NA,1997,7,18.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2010,7,21.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,3,NA,NA,NA,0.151549898127201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1659,"gamma",NA,"KFMP-KFMP-KFMP4","KFMP","m2",2000,"km","None",33.89753333,-120.10075,"No",NA
NA,"KFMP","Kushner, 2013","RE",NA,NA,"fish","rocky subtidal","Channel Islands, California, United States","No",NA,NA,NA,NA,NA,"KFMP5",2000,NA,NA,NA,"",NA,NA,NA,"fish","Vis",1,NA,NA,NA,NA,NA,1996,7,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2008,7,16.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,2.6666666666667,NA,NA,NA,0.17435338714478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1681,"gamma",NA,"KFMP-KFMP-KFMP5","KFMP","m2",2000,"km","None",34.03261667,-120.107,"No",NA
NA,"KFMP","Kushner, 2013","RE",NA,NA,"fish","rocky subtidal","Channel Islands, California, United States","Yes",NA,NA,NA,NA,NA,"KFMP6",2000,NA,"MPA creation","Positive","",NA,NA,NA,"fish","Vis",1,NA,NA,NA,NA,NA,1996,7,16.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2010,7,18.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,1.9333333333333,NA,NA,NA,0.109750863959117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1705,"gamma",NA,"KFMP-KFMP-KFMP6","KFMP","m2",2000,"km","Fishing closure",33.94966667,-119.8275833,"Yes","2003"
NA,"KFMP","Kushner, 2013","RE",NA,NA,"fish","rocky subtidal","Channel Islands, California, United States","No",NA,NA,NA,NA,NA,"KFMP7",2000,NA,NA,NA,"",NA,NA,NA,"fish","Vis",1,NA,NA,NA,NA,NA,1996,7,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2011,7,20.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,2.3333333333333,NA,NA,NA,0.121889817609035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1729,"gamma",NA,"KFMP-KFMP-KFMP7","KFMP","m2",2000,"km","None",34.05635,-119.75515,"No",NA
NA,"KFMP","Kushner, 2013","RE",NA,NA,"fish","rocky subtidal","Channel Islands, California, United States","No",NA,NA,NA,NA,NA,"KFMP8",2000,NA,NA,NA,"",NA,NA,NA,"fish","Vis",1,NA,NA,NA,NA,NA,1996,7,15.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2008,7,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,2.1666666666667,NA,NA,NA,0.132171773108485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1756,"gamma",NA,"KFMP-KFMP-KFMP8","KFMP","m2",2000,"km","None",34.03488333,-119.7030833,"No",NA
NA,"KFMP","Kushner, 2013","RE",NA,NA,"fish","rocky subtidal","Channel Islands, California, United States","Yes",NA,NA,NA,NA,NA,"KFMP9",2000,NA,"MPA creation","Positive","",NA,NA,NA,"fish","Vis",1,NA,NA,NA,NA,NA,1996,10,16.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2009,10,20.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,4.1,NA,NA,NA,0.221930694889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1783,"gamma",NA,"KFMP-KFMP-KFMP9","KFMP","m2",2000,"km","Fishing closure",34.04798333,-119.5514,"Yes","2003"
NA,"SBCalg","SBC-LTER, 2015","RE",NA,NA,"algae","rocky subtidal","Santa Barbara, California, United States","No",NA,NA,NA,NA,NA,"ABUR",40,NA,NA,NA,"",NA,NA,NA,"algae","Vis",5,NA,91.25,NA,NA,NA,2001,8,11.5,NA,NA,1.97145173916548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,82.5,NA,NA,NA,2014,8,10.5,NA,NA,1.53563085876857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,-1,NA,NA,NA,-0.0909717782057268,NA,NA,NA,-0.43582088039691,NA,NA,NA,-0.249828915269464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1809,"alpha","PercentCover","SBC-SBCalg-ABUR","SBC","m",200,"km","None",34.400275,-119.7445915,"No",NA
NA,"SBCalg","SBC-LTER, 2015","RE",NA,NA,"algae","rocky subtidal","Santa Barbara, California, United States","No",NA,NA,NA,NA,NA,"ABUR",40,NA,NA,NA,"",NA,NA,NA,"algae","Vis",5,NA,182.5,NA,NA,NA,2001,8,17,NA,NA,2.17368250350914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,165,NA,NA,NA,2014,8,17,NA,NA,1.67142163921896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0,NA,NA,NA,0,NA,NA,NA,-0.50226086429018,NA,NA,NA,-0.262748190225713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1823,"gamma","PercentCover","SBC-SBCalg-ABUR","SBC","m",200,"km","None",34.400275,-119.7445915,"No",NA
NA,"SBCalg","SBC-LTER, 2015","RE",NA,NA,"algae","rocky subtidal","Santa Barbara, California, United States","No",NA,NA,NA,NA,NA,"AHND",40,NA,NA,NA,"",NA,NA,NA,"algae","Vis",5,NA,90,NA,NA,NA,2001,8,13.5,NA,NA,2.24824560326512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,84.375,NA,NA,NA,2014,8,7,NA,NA,1.17920563996356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,-6.5,NA,NA,NA,-0.65677953638907,NA,NA,NA,-1.06903996330156,NA,NA,NA,-0.645309154870884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1837,"alpha","PercentCover","SBC-SBCalg-AHND","SBC","m",200,"km","None",34.471817,-120.1426165,"No",NA
