"CitationID","StudyID","Site","Latitude","Longitude","DepthElevation","Day","Month","Year","Genus","Species","GenusSpecies","Taxa","Organism","ObsEventID","ObsID","RepeatType","Treatment","ScaleValue","ScaleUnits","Driver","BioType","ValueType","Value","SamplingCount"
"Cardoso et al., 2008","446_Drdg","eutrophic",40.122307,-8.836333,NA,NA,2,2001,NA,NA,NA,"Mixed","Macrobenthic inverts","446_Drdg_40.122307_-8.836333_NA_2_2001","446_Drdg_40.122307_-8.836333_NA_2_2001_eutrophic","semi-permanent","control",0.00286,"m^3","Seagrass restoration, floods","marine","shannon",1.898777019,1
"Cardoso et al., 2008","446_Drdg","eutrophic",40.122307,-8.836333,NA,NA,3,2001,NA,NA,NA,"Mixed","Macrobenthic inverts","446_Drdg_40.122307_-8.836333_NA_3_2001","446_Drdg_40.122307_-8.836333_NA_3_2001_eutrophic","semi-permanent","control",0.00286,"m^3","Seagrass restoration, floods","marine","shannon",1.967881535,1
"Cardoso et al., 2008","446_Drdg","eutrophic",40.122307,-8.836333,NA,NA,4,2001,NA,NA,NA,"Mixed","Macrobenthic inverts","446_Drdg_40.122307_-8.836333_NA_4_2001","446_Drdg_40.122307_-8.836333_NA_4_2001_eutrophic","semi-permanent","control",0.00286,"m^3","Seagrass restoration, floods","marine","shannon",2.302765144,1
"Cardoso et al., 2008","446_Drdg","eutrophic",40.122307,-8.836333,NA,NA,6,2001,NA,NA,NA,"Mixed","Macrobenthic inverts","446_Drdg_40.122307_-8.836333_NA_6_2001","446_Drdg_40.122307_-8.836333_NA_6_2001_eutrophic","semi-permanent","control",0.00286,"m^3","Seagrass restoration, floods","marine","shannon",1.940565375,1
"Cardoso et al., 2008","446_Drdg","eutrophic",40.122307,-8.836333,NA,NA,8,2001,NA,NA,NA,"Mixed","Macrobenthic inverts","446_Drdg_40.122307_-8.836333_NA_8_2001","446_Drdg_40.122307_-8.836333_NA_8_2001_eutrophic","semi-permanent","control",0.00286,"m^3","Seagrass restoration, floods","marine","shannon",2.047638333,1
"Cardoso et al., 2008","446_Drdg","eutrophic",40.122307,-8.836333,NA,NA,9,2001,NA,NA,NA,"Mixed","Macrobenthic inverts","446_Drdg_40.122307_-8.836333_NA_9_2001","446_Drdg_40.122307_-8.836333_NA_9_2001_eutrophic","semi-permanent","control",0.00286,"m^3","Seagrass restoration, floods","marine","shannon",2.071866618,1
"Cardoso et al., 2008","446_Drdg","eutrophic",40.122307,-8.836333,NA,NA,10,2001,NA,NA,NA,"Mixed","Macrobenthic inverts","446_Drdg_40.122307_-8.836333_NA_10_2001","446_Drdg_40.122307_-8.836333_NA_10_2001_eutrophic","semi-permanent","control",0.00286,"m^3","Seagrass restoration, floods","marine","shannon",2.123721625,1
"Cardoso et al., 2008","446_Drdg","eutrophic",40.122307,-8.836333,NA,NA,12,2001,NA,NA,NA,"Mixed","Macrobenthic inverts","446_Drdg_40.122307_-8.836333_NA_12_2001","446_Drdg_40.122307_-8.836333_NA_12_2001_eutrophic","semi-permanent","control",0.00286,"m^3","Seagrass restoration, floods","marine","shannon",2.054799009,1
"Cardoso et al., 2008","446_Drdg","eutrophic",40.122307,-8.836333,NA,NA,1,2002,NA,NA,NA,"Mixed","Macrobenthic inverts","446_Drdg_40.122307_-8.836333_NA_1_2002","446_Drdg_40.122307_-8.836333_NA_1_2002_eutrophic","semi-permanent","control",0.00286,"m^3","Seagrass restoration, floods","marine","shannon",2.079067223,1
"Cardoso et al., 2008","446_Drdg","eutrophic",40.122307,-8.836333,NA,NA,2,2002,NA,NA,NA,"Mixed","Macrobenthic inverts","446_Drdg_40.122307_-8.836333_NA_2_2002","446_Drdg_40.122307_-8.836333_NA_2_2002_eutrophic","semi-permanent","control",0.00286,"m^3","Seagrass restoration, floods","marine","shannon",2.241375879,1
"Cardoso et al., 2008","446_Drdg","eutrophic",40.122307,-8.836333,NA,NA,3,2002,NA,NA,NA,"Mixed","Macrobenthic inverts","446_Drdg_40.122307_-8.836333_NA_3_2002","446_Drdg_40.122307_-8.836333_NA_3_2002_eutrophic","semi-permanent","control",0.00286,"m^3","Seagrass restoration, floods","marine","shannon",2.345006034,1
"Cardoso et al., 2008","446_Drdg","eutrophic",40.122307,-8.836333,NA,NA,4,2002,NA,NA,NA,"Mixed","Macrobenthic inverts","446_Drdg_40.122307_-8.836333_NA_4_2002","446_Drdg_40.122307_-8.836333_NA_4_2002_eutrophic","semi-permanent","control",0.00286,"m^3","Seagrass restoration, floods","marine","shannon",2.272587376,1
"Cardoso et al., 2008","446_Drdg","eutrophic",40.122307,-8.836333,NA,NA,6,2002,NA,NA,NA,"Mixed","Macrobenthic inverts","446_Drdg_40.122307_-8.836333_NA_6_2002","446_Drdg_40.122307_-8.836333_NA_6_2002_eutrophic","semi-permanent","control",0.00286,"m^3","Seagrass restoration, floods","marine","shannon",2.048405865,1
"Cardoso et al., 2008","446_Drdg","eutrophic",40.122307,-8.836333,NA,NA,8,2002,NA,NA,NA,"Mixed","Macrobenthic inverts","446_Drdg_40.122307_-8.836333_NA_8_2002","446_Drdg_40.122307_-8.836333_NA_8_2002_eutrophic","semi-permanent","control",0.00286,"m^3","Seagrass restoration, floods","marine","shannon",2.22797734,1
"Cardoso et al., 2008","446_Drdg","eutrophic",40.122307,-8.836333,NA,NA,9,2002,NA,NA,NA,"Mixed","Macrobenthic inverts","446_Drdg_40.122307_-8.836333_NA_9_2002","446_Drdg_40.122307_-8.836333_NA_9_2002_eutrophic","semi-permanent","control",0.00286,"m^3","Seagrass restoration, floods","marine","shannon",2.635346156,1
"Cardoso et al., 2008","446_Drdg","eutrophic",40.122307,-8.836333,NA,NA,10,2002,NA,NA,NA,"Mixed","Macrobenthic inverts","446_Drdg_40.122307_-8.836333_NA_10_2002","446_Drdg_40.122307_-8.836333_NA_10_2002_eutrophic","semi-permanent","control",0.00286,"m^3","Seagrass restoration, floods","marine","shannon",2.790742586,1
"Cardoso et al., 2008","446_Drdg","eutrophic",40.122307,-8.836333,NA,NA,11,2002,NA,NA,NA,"Mixed","Macrobenthic inverts","446_Drdg_40.122307_-8.836333_NA_11_2002","446_Drdg_40.122307_-8.836333_NA_11_2002_eutrophic","semi-permanent","control",0.00286,"m^3","Seagrass restoration, floods","marine","shannon",2.773590682,1
"Rigual-Hernandez et al 2013","32_Trp","Planier site",43.02,5.18,NA,NA,1,1994,NA,NA,NA,"phytoplankton","diatoms","32_Trp_43.02_5.18_NA_1_1994","32_Trp_43.02_5.18_NA_1_1994_Planier site","permanent","control",0.125,"m^2",NA,"marine","shannon",1.951657,1
"Xianshi et al 2013","79_Trwl","Laizhou bay",37.25392044,119.6663001,NA,NA,NA,1959,NA,NA,NA,"fish","Benthic trawl fishes","79_Trwl_37.25392044_119.6663001_NA_NA_1959","79_Trwl_37.25392044_119.6663001_NA_NA_1959_Laizhou bay","permanent","control",4815.2,"m","Fisheries pressure","marine","shannon",2.043209877,22
"Xianshi et al 2013","79_Trwl","Laizhou bay",37.25392044,119.6663001,NA,NA,NA,1982,NA,NA,NA,"fish","Benthic trawl fishes","79_Trwl_37.25392044_119.6663001_NA_NA_1982","79_Trwl_37.25392044_119.6663001_NA_NA_1982_Laizhou bay","permanent","control",4815.2,"m","Fisheries pressure","marine","shannon",1.555555556,22
"Xianshi et al 2013","79_Trwl","Laizhou bay",37.25392044,119.6663001,NA,NA,NA,1993,NA,NA,NA,"fish","Benthic trawl fishes","79_Trwl_37.25392044_119.6663001_NA_NA_1993","79_Trwl_37.25392044_119.6663001_NA_NA_1993_Laizhou bay","permanent","control",4815.2,"m","Fisheries pressure","marine","shannon",1.345679012,22
"Xianshi et al 2013","79_Trwl","Laizhou bay",37.25392044,119.6663001,NA,NA,NA,1998,NA,NA,NA,"fish","Benthic trawl fishes","79_Trwl_37.25392044_119.6663001_NA_NA_1998","79_Trwl_37.25392044_119.6663001_NA_NA_1998_Laizhou bay","permanent","control",4815.2,"m","Fisheries pressure","marine","shannon",2.098765432,22
"Xianshi et al 2013","79_Trwl","Laizhou bay",37.25392044,119.6663001,NA,NA,NA,2003,NA,NA,NA,"fish","Benthic trawl fishes","79_Trwl_37.25392044_119.6663001_NA_NA_2003","79_Trwl_37.25392044_119.6663001_NA_NA_2003_Laizhou bay","permanent","control",4815.2,"m","Fisheries pressure","marine","shannon",1.567901235,22
"Xianshi et al 2013","79_Trwl","Laizhou bay",37.25392044,119.6663001,NA,NA,NA,2004,NA,NA,NA,"fish","Benthic trawl fishes","79_Trwl_37.25392044_119.6663001_NA_NA_2004","79_Trwl_37.25392044_119.6663001_NA_NA_2004_Laizhou bay","permanent","control",4815.2,"m","Fisheries pressure","marine","shannon",1.530864198,22
"Pacheco et al 2012","130_Drdg","B1",-23.74609073,-70.47276815,NA,NA,1,1991,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.74609073_-70.47276815_NA_1_1991","130_Drdg_-23.74609073_-70.47276815_NA_1_1991_B1","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.219072,1
"Pacheco et al 2012","130_Drdg","B1",-23.74609073,-70.47276815,NA,NA,1,1992,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.74609073_-70.47276815_NA_1_1992","130_Drdg_-23.74609073_-70.47276815_NA_1_1992_B1","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",2.06691,1
"Pacheco et al 2012","130_Drdg","B1",-23.74609073,-70.47276815,NA,NA,1,1994,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.74609073_-70.47276815_NA_1_1994","130_Drdg_-23.74609073_-70.47276815_NA_1_1994_B1","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.924221,1
"Pacheco et al 2012","130_Drdg","B1",-23.74609073,-70.47276815,NA,NA,1,1995,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.74609073_-70.47276815_NA_1_1995","130_Drdg_-23.74609073_-70.47276815_NA_1_1995_B1","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",2.458003,1
"Pacheco et al 2012","130_Drdg","B1",-23.74609073,-70.47276815,NA,NA,1,1996,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.74609073_-70.47276815_NA_1_1996","130_Drdg_-23.74609073_-70.47276815_NA_1_1996_B1","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",2.018253,1
"Pacheco et al 2012","130_Drdg","B1",-23.74609073,-70.47276815,NA,NA,1,1997,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.74609073_-70.47276815_NA_1_1997","130_Drdg_-23.74609073_-70.47276815_NA_1_1997_B1","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.891228,1
"Pacheco et al 2012","130_Drdg","B1",-23.74609073,-70.47276815,NA,NA,1,1998,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.74609073_-70.47276815_NA_1_1998","130_Drdg_-23.74609073_-70.47276815_NA_1_1998_B1","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",2.234108,1
"Pacheco et al 2012","130_Drdg","B1",-23.74609073,-70.47276815,NA,NA,1,1999,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.74609073_-70.47276815_NA_1_1999","130_Drdg_-23.74609073_-70.47276815_NA_1_1999_B1","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.957839,1
"Pacheco et al 2012","130_Drdg","B1",-23.74609073,-70.47276815,NA,NA,1,2000,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.74609073_-70.47276815_NA_1_2000","130_Drdg_-23.74609073_-70.47276815_NA_1_2000_B1","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",2.128007,1
"Pacheco et al 2012","130_Drdg","B1",-23.74609073,-70.47276815,NA,NA,1,2001,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.74609073_-70.47276815_NA_1_2001","130_Drdg_-23.74609073_-70.47276815_NA_1_2001_B1","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.69087,1
"Pacheco et al 2012","130_Drdg","B1",-23.74609073,-70.47276815,NA,NA,1,2002,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.74609073_-70.47276815_NA_1_2002","130_Drdg_-23.74609073_-70.47276815_NA_1_2002_B1","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.53069,1
"Pacheco et al 2012","130_Drdg","B1",-23.74609073,-70.47276815,NA,NA,1,2003,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.74609073_-70.47276815_NA_1_2003","130_Drdg_-23.74609073_-70.47276815_NA_1_2003_B1","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.720987,1
"Pacheco et al 2012","130_Drdg","B1",-23.74609073,-70.47276815,NA,NA,1,2004,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.74609073_-70.47276815_NA_1_2004","130_Drdg_-23.74609073_-70.47276815_NA_1_2004_B1","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.635085,1
"Pacheco et al 2012","130_Drdg","B1",-23.74609073,-70.47276815,NA,NA,1,2005,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.74609073_-70.47276815_NA_1_2005","130_Drdg_-23.74609073_-70.47276815_NA_1_2005_B1","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.442039,1
"Pacheco et al 2012","130_Drdg","B1",-23.74609073,-70.47276815,NA,NA,1,2006,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.74609073_-70.47276815_NA_1_2006","130_Drdg_-23.74609073_-70.47276815_NA_1_2006_B1","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",2.222787,1
"Pacheco et al 2012","130_Drdg","B3",-23.7484845,-70.47622003,NA,NA,1,1991,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.7484845_-70.47622003_NA_1_1991","130_Drdg_-23.7484845_-70.47622003_NA_1_1991_B3","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.733581,1
"Pacheco et al 2012","130_Drdg","B3",-23.7484845,-70.47622003,NA,NA,1,1992,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.7484845_-70.47622003_NA_1_1992","130_Drdg_-23.7484845_-70.47622003_NA_1_1992_B3","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",2.161062,1
"Pacheco et al 2012","130_Drdg","B3",-23.7484845,-70.47622003,NA,NA,1,1994,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.7484845_-70.47622003_NA_1_1994","130_Drdg_-23.7484845_-70.47622003_NA_1_1994_B3","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.753264,1
"Pacheco et al 2012","130_Drdg","B3",-23.7484845,-70.47622003,NA,NA,1,1995,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.7484845_-70.47622003_NA_1_1995","130_Drdg_-23.7484845_-70.47622003_NA_1_1995_B3","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.937115,1
"Pacheco et al 2012","130_Drdg","B3",-23.7484845,-70.47622003,NA,NA,1,1996,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.7484845_-70.47622003_NA_1_1996","130_Drdg_-23.7484845_-70.47622003_NA_1_1996_B3","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.821474,1
"Pacheco et al 2012","130_Drdg","B3",-23.7484845,-70.47622003,NA,NA,1,1997,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.7484845_-70.47622003_NA_1_1997","130_Drdg_-23.7484845_-70.47622003_NA_1_1997_B3","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",2.185243,1
"Pacheco et al 2012","130_Drdg","B3",-23.7484845,-70.47622003,NA,NA,1,1998,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.7484845_-70.47622003_NA_1_1998","130_Drdg_-23.7484845_-70.47622003_NA_1_1998_B3","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",2.246413,1
"Pacheco et al 2012","130_Drdg","B3",-23.7484845,-70.47622003,NA,NA,1,1999,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.7484845_-70.47622003_NA_1_1999","130_Drdg_-23.7484845_-70.47622003_NA_1_1999_B3","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",2.237585,1
"Pacheco et al 2012","130_Drdg","B3",-23.7484845,-70.47622003,NA,NA,1,2000,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.7484845_-70.47622003_NA_1_2000","130_Drdg_-23.7484845_-70.47622003_NA_1_2000_B3","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",2.033849,1
"Pacheco et al 2012","130_Drdg","B3",-23.7484845,-70.47622003,NA,NA,1,2001,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.7484845_-70.47622003_NA_1_2001","130_Drdg_-23.7484845_-70.47622003_NA_1_2001_B3","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.548745,1
"Pacheco et al 2012","130_Drdg","B3",-23.7484845,-70.47622003,NA,NA,1,2002,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.7484845_-70.47622003_NA_1_2002","130_Drdg_-23.7484845_-70.47622003_NA_1_2002_B3","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.584593,1
"Pacheco et al 2012","130_Drdg","B3",-23.7484845,-70.47622003,NA,NA,1,2003,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.7484845_-70.47622003_NA_1_2003","130_Drdg_-23.7484845_-70.47622003_NA_1_2003_B3","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.767656,1
"Pacheco et al 2012","130_Drdg","B3",-23.7484845,-70.47622003,NA,NA,1,2004,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.7484845_-70.47622003_NA_1_2004","130_Drdg_-23.7484845_-70.47622003_NA_1_2004_B3","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.589893,1
"Pacheco et al 2012","130_Drdg","B3",-23.7484845,-70.47622003,NA,NA,1,2005,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.7484845_-70.47622003_NA_1_2005","130_Drdg_-23.7484845_-70.47622003_NA_1_2005_B3","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.590914,1
"Pacheco et al 2012","130_Drdg","B3",-23.7484845,-70.47622003,NA,NA,1,2006,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.7484845_-70.47622003_NA_1_2006","130_Drdg_-23.7484845_-70.47622003_NA_1_2006_B3","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.936488,1
"Pacheco et al 2012","130_Drdg","B5",-23.75117999,-70.47956731,NA,NA,1,1991,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.75117999_-70.47956731_NA_1_1991","130_Drdg_-23.75117999_-70.47956731_NA_1_1991_B5","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.834545,1
"Pacheco et al 2012","130_Drdg","B5",-23.75117999,-70.47956731,NA,NA,1,1992,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.75117999_-70.47956731_NA_1_1992","130_Drdg_-23.75117999_-70.47956731_NA_1_1992_B5","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.629822,1
"Pacheco et al 2012","130_Drdg","B5",-23.75117999,-70.47956731,NA,NA,1,1994,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.75117999_-70.47956731_NA_1_1994","130_Drdg_-23.75117999_-70.47956731_NA_1_1994_B5","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.630336,1
"Pacheco et al 2012","130_Drdg","B5",-23.75117999,-70.47956731,NA,NA,1,1995,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.75117999_-70.47956731_NA_1_1995","130_Drdg_-23.75117999_-70.47956731_NA_1_1995_B5","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.837436,1
"Pacheco et al 2012","130_Drdg","B5",-23.75117999,-70.47956731,NA,NA,1,1996,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.75117999_-70.47956731_NA_1_1996","130_Drdg_-23.75117999_-70.47956731_NA_1_1996_B5","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.656108,1
"Pacheco et al 2012","130_Drdg","B5",-23.75117999,-70.47956731,NA,NA,1,1997,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.75117999_-70.47956731_NA_1_1997","130_Drdg_-23.75117999_-70.47956731_NA_1_1997_B5","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.774457,1
"Pacheco et al 2012","130_Drdg","B5",-23.75117999,-70.47956731,NA,NA,1,1998,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.75117999_-70.47956731_NA_1_1998","130_Drdg_-23.75117999_-70.47956731_NA_1_1998_B5","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",2.167241,1
"Pacheco et al 2012","130_Drdg","B5",-23.75117999,-70.47956731,NA,NA,1,1999,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.75117999_-70.47956731_NA_1_1999","130_Drdg_-23.75117999_-70.47956731_NA_1_1999_B5","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.995041,1
"Pacheco et al 2012","130_Drdg","B5",-23.75117999,-70.47956731,NA,NA,1,2000,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.75117999_-70.47956731_NA_1_2000","130_Drdg_-23.75117999_-70.47956731_NA_1_2000_B5","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.909823,1
"Pacheco et al 2012","130_Drdg","B5",-23.75117999,-70.47956731,NA,NA,1,2001,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.75117999_-70.47956731_NA_1_2001","130_Drdg_-23.75117999_-70.47956731_NA_1_2001_B5","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.549889,1
"Pacheco et al 2012","130_Drdg","B5",-23.75117999,-70.47956731,NA,NA,1,2002,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.75117999_-70.47956731_NA_1_2002","130_Drdg_-23.75117999_-70.47956731_NA_1_2002_B5","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.389017,1
"Pacheco et al 2012","130_Drdg","B5",-23.75117999,-70.47956731,NA,NA,1,2003,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.75117999_-70.47956731_NA_1_2003","130_Drdg_-23.75117999_-70.47956731_NA_1_2003_B5","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.521326,1
"Pacheco et al 2012","130_Drdg","B5",-23.75117999,-70.47956731,NA,NA,1,2004,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.75117999_-70.47956731_NA_1_2004","130_Drdg_-23.75117999_-70.47956731_NA_1_2004_B5","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.71147,1
"Pacheco et al 2012","130_Drdg","B5",-23.75117999,-70.47956731,NA,NA,1,2005,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.75117999_-70.47956731_NA_1_2005","130_Drdg_-23.75117999_-70.47956731_NA_1_2005_B5","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.585851,1
"Pacheco et al 2012","130_Drdg","B5",-23.75117999,-70.47956731,NA,NA,1,2006,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.75117999_-70.47956731_NA_1_2006","130_Drdg_-23.75117999_-70.47956731_NA_1_2006_B5","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.887543,1
"Pacheco et al 2012","130_Drdg","B6",-23.76308301,-70.48490204,NA,NA,1,1991,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.76308301_-70.48490204_NA_1_1991","130_Drdg_-23.76308301_-70.48490204_NA_1_1991_B6","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.730955,1
"Pacheco et al 2012","130_Drdg","B6",-23.76308301,-70.48490204,NA,NA,1,1992,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.76308301_-70.48490204_NA_1_1992","130_Drdg_-23.76308301_-70.48490204_NA_1_1992_B6","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",2.026914,1
"Pacheco et al 2012","130_Drdg","B6",-23.76308301,-70.48490204,NA,NA,1,1994,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.76308301_-70.48490204_NA_1_1994","130_Drdg_-23.76308301_-70.48490204_NA_1_1994_B6","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.650993,1
"Pacheco et al 2012","130_Drdg","B6",-23.76308301,-70.48490204,NA,NA,1,1995,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.76308301_-70.48490204_NA_1_1995","130_Drdg_-23.76308301_-70.48490204_NA_1_1995_B6","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",2.105491,1
"Pacheco et al 2012","130_Drdg","B6",-23.76308301,-70.48490204,NA,NA,1,1996,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.76308301_-70.48490204_NA_1_1996","130_Drdg_-23.76308301_-70.48490204_NA_1_1996_B6","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.680436,1
"Pacheco et al 2012","130_Drdg","B6",-23.76308301,-70.48490204,NA,NA,1,1997,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.76308301_-70.48490204_NA_1_1997","130_Drdg_-23.76308301_-70.48490204_NA_1_1997_B6","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",2.195342,1
"Pacheco et al 2012","130_Drdg","B6",-23.76308301,-70.48490204,NA,NA,1,1998,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.76308301_-70.48490204_NA_1_1998","130_Drdg_-23.76308301_-70.48490204_NA_1_1998_B6","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.849216,1
"Pacheco et al 2012","130_Drdg","B6",-23.76308301,-70.48490204,NA,NA,1,1999,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.76308301_-70.48490204_NA_1_1999","130_Drdg_-23.76308301_-70.48490204_NA_1_1999_B6","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",2.269254,1
"Pacheco et al 2012","130_Drdg","B6",-23.76308301,-70.48490204,NA,NA,1,2000,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.76308301_-70.48490204_NA_1_2000","130_Drdg_-23.76308301_-70.48490204_NA_1_2000_B6","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.691631,1
"Pacheco et al 2012","130_Drdg","B6",-23.76308301,-70.48490204,NA,NA,1,2001,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.76308301_-70.48490204_NA_1_2001","130_Drdg_-23.76308301_-70.48490204_NA_1_2001_B6","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.102736,1
"Pacheco et al 2012","130_Drdg","B6",-23.76308301,-70.48490204,NA,NA,1,2002,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.76308301_-70.48490204_NA_1_2002","130_Drdg_-23.76308301_-70.48490204_NA_1_2002_B6","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.720803,1
