"","QC","Study.ID","Reference","Collector","mesh.size","mesh.size.units","Descriptor.of.Taxa.Sampled","Sys","Loc","Event","Event.type","A.priori.","Year.of.Event","Notes","Source","Site","n1","n2","sub1","sub2","I1","I2","ind1_error","ind1_error_type","ind2_error","ind2_error_type","P1","P2","PltSz","PltSz..units.","T1","T1m","T2","T2m","SppR1","SppR1.Error","SppR1.Error.Type","SppR2","SppR2.Error","SppR2.Error.Type","Shan1","Shan1.Error","Shan1.Error.Type","Shan2","Shan2.Error","Shan2.Error.Type","Simps1","Simps1.Error","Simps1.Error.Type","Simps2","Simps2.Error","Simps2.Error.Type","Even1","Even1.Error","Even1.Error.Type","Even2","Even2.Error","Even2.Error.Type","event_category","expected_change","event_notes","SppR1.SD","SppR2.SD","Shan1.SD","Shan2.SD","Simps1.SD","Simps2.SD","Even1.SD","Even2.SD","PlotSize","PlotSizeUnits","id","taxa","samp_method","date1","date2"
"3358",NA,"364","Wilson et al 2009","MH",NA,NA,"reef fish","coral reef","Great Barrier Reef","No",NA,NA,NA,NA,"Fig 1","Dip",3,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,250,"m^2",1997,NA,1998,NA,51.76470588,7.058823529,"SE",47.35294118,1.764705882,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",12.2262409938906,3.05656024803965,NA,NA,NA,NA,NA,NA,250,"m^2",3358,"fish","Vis",1997-01-01,1998-01-01
"3359",NA,"364","Wilson et al 2009","MH",NA,NA,"reef fish","coral reef","Great Barrier Reef","No",NA,NA,NA,NA,"Fig 1","Dip",3,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,250,"m^2",1998,NA,1999,NA,47.35294118,1.764705882,"SE",45.88235294,6.764705882,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",3.05656024803965,11.716814285884,NA,NA,NA,NA,NA,NA,250,"m^2",3359,"fish","Vis",1998-01-01,1999-01-01
"3360",NA,"364","Wilson et al 2009","MH",NA,NA,"reef fish","coral reef","Great Barrier Reef","No",NA,NA,NA,NA,"Fig 1","Dip",3,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,250,"m^2",1999,NA,2000,NA,45.88235294,6.764705882,"SE",45,7.647058824,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",11.716814285884,13.2450944116359,NA,NA,NA,NA,NA,NA,250,"m^2",3360,"fish","Vis",1999-01-01,2000-01-01
"3361",NA,"364","Wilson et al 2009","MH",NA,NA,"reef fish","coral reef","Great Barrier Reef","No",NA,NA,NA,NA,"Fig 1","Dip",3,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,250,"m^2",2000,NA,2001,NA,45,7.647058824,"SE",43.82352941,2.647058824,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",13.2450944116359,4.58484037379152,NA,NA,NA,NA,NA,NA,250,"m^2",3361,"fish","Vis",2000-01-01,2001-01-01
"3362",NA,"364","Wilson et al 2009","MH",NA,NA,"reef fish","coral reef","Great Barrier Reef","No",NA,NA,NA,NA,"Fig 1","Dip",3,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,250,"m^2",2001,NA,2002,NA,43.82352941,2.647058824,"SE",42.64705882,3.529411765,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",4.58484037379152,6.11312049781135,NA,NA,NA,NA,NA,NA,250,"m^2",3362,"fish","Vis",2001-01-01,2002-01-01
"3363",NA,"364","Wilson et al 2009","MH",NA,NA,"reef fish","coral reef","Great Barrier Reef","No",NA,NA,NA,NA,"Fig 1","Dip",3,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,250,"m^2",2002,NA,2003,NA,42.64705882,3.529411765,"SE",48.82352941,5.882352941,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",6.11312049781135,10.1885341618642,NA,NA,NA,NA,NA,NA,250,"m^2",3363,"fish","Vis",2002-01-01,2003-01-01
"3364",NA,"364","Wilson et al 2009","MH",NA,NA,"reef fish","coral reef","Great Barrier Reef","No",NA,NA,NA,NA,"Fig 1","Dip",3,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,250,"m^2",2003,NA,2004,NA,48.82352941,5.882352941,"SE",50,4.411764706,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",10.1885341618642,7.64140062183117,NA,NA,NA,NA,NA,NA,250,"m^2",3364,"fish","Vis",2003-01-01,2004-01-01
"3365",NA,"364","Wilson et al 2009","MH",NA,NA,"reef fish","coral reef","Great Barrier Reef","No",NA,NA,NA,NA,"Fig 1","Dip",3,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,250,"m^2",2004,NA,2005,NA,50,4.411764706,"SE",46.17647059,4.705882353,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",7.64140062183117,8.15082732983778,NA,NA,NA,NA,NA,NA,250,"m^2",3365,"fish","Vis",2004-01-01,2005-01-01
"3366",NA,"364","Wilson et al 2009","MH",NA,NA,"reef fish","coral reef","Great Barrier Reef","No",NA,NA,NA,NA,"Fig 1","Michaelmas",3,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,250,"m^2",1995,NA,1996,NA,46.76470588,3.529411765,"SE",52.64705882,2.647058824,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",6.11312049781135,4.58484037379152,NA,NA,NA,NA,NA,NA,250,"m^2",3366,"fish","Vis",1995-01-01,1996-01-01
"3367",NA,"364","Wilson et al 2009","MH",NA,NA,"reef fish","coral reef","Great Barrier Reef","No",NA,NA,NA,NA,"Fig 1","Michaelmas",3,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,250,"m^2",1996,NA,1997,NA,52.64705882,2.647058824,"SE",48.52941176,4.117647059,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",4.58484037379152,7.13197391382456,NA,NA,NA,NA,NA,NA,250,"m^2",3367,"fish","Vis",1996-01-01,1997-01-01
"3368",NA,"364","Wilson et al 2009","MH",NA,NA,"reef fish","coral reef","Great Barrier Reef","No",NA,NA,NA,NA,"Fig 1","Michaelmas",3,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,250,"m^2",1997,NA,1998,NA,48.52941176,4.117647059,"SE",52.64705882,3.823529412,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",7.13197391382456,6.62254720581795,NA,NA,NA,NA,NA,NA,250,"m^2",3368,"fish","Vis",1997-01-01,1998-01-01
"3369",NA,"364","Wilson et al 2009","MH",NA,NA,"reef fish","coral reef","Great Barrier Reef","No",NA,NA,NA,NA,"Fig 1","Michaelmas",3,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,250,"m^2",1998,NA,1999,NA,52.64705882,3.823529412,"SE",48.82352941,4.117647059,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",6.62254720581795,7.13197391382456,NA,NA,NA,NA,NA,NA,250,"m^2",3369,"fish","Vis",1998-01-01,1999-01-01
"3370",NA,"364","Wilson et al 2009","MH",NA,NA,"reef fish","coral reef","Great Barrier Reef","No",NA,NA,NA,NA,"Fig 1","Michaelmas",3,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,250,"m^2",1999,NA,2000,NA,48.82352941,4.117647059,"SE",47.94117647,2.941176471,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",7.13197391382456,5.09426708179813,NA,NA,NA,NA,NA,NA,250,"m^2",3370,"fish","Vis",1999-01-01,2000-01-01
"3371",NA,"364","Wilson et al 2009","MH",NA,NA,"reef fish","coral reef","Great Barrier Reef","No",NA,NA,NA,NA,"Fig 1","Michaelmas",3,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,250,"m^2",2000,NA,2001,NA,47.94117647,2.941176471,"SE",51.76470588,1.176470588,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",5.09426708179813,2.03770683202643,NA,NA,NA,NA,NA,NA,250,"m^2",3371,"fish","Vis",2000-01-01,2001-01-01
"3372",NA,"364","Wilson et al 2009","MH",NA,NA,"reef fish","coral reef","Great Barrier Reef","No",NA,NA,NA,NA,"Fig 1","Michaelmas",3,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,250,"m^2",2001,NA,2002,NA,51.76470588,1.176470588,"SE",45.88235294,1.176470588,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2.03770683202643,2.03770683202643,NA,NA,NA,NA,NA,NA,250,"m^2",3372,"fish","Vis",2001-01-01,2002-01-01
"3373",NA,"364","Wilson et al 2009","MH",NA,NA,"reef fish","coral reef","Great Barrier Reef","No",NA,NA,NA,NA,"Fig 1","Michaelmas",3,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,250,"m^2",2002,NA,2003,NA,45.88235294,1.176470588,"SE",55.29411765,0.882352941,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2.03770683202643,1.52828012401982,NA,NA,NA,NA,NA,NA,250,"m^2",3373,"fish","Vis",2002-01-01,2003-01-01
"3374",NA,"364","Wilson et al 2009","MH",NA,NA,"reef fish","coral reef","Great Barrier Reef","No",NA,NA,NA,NA,"Fig 1","Michaelmas",3,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,250,"m^2",2003,NA,2004,NA,55.29411765,0.882352941,"SE",53.82352941,1.764705882,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1.52828012401982,3.05656024803965,NA,NA,NA,NA,NA,NA,250,"m^2",3374,"fish","Vis",2003-01-01,2004-01-01
"3375",NA,"364","Wilson et al 2009","MH",NA,NA,"reef fish","coral reef","Great Barrier Reef","No",NA,NA,NA,NA,"Fig 1","Michaelmas",3,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,250,"m^2",2004,NA,2005,NA,53.82352941,1.764705882,"SE",53.82352941,3.823529412,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",3.05656024803965,6.62254720581795,NA,NA,NA,NA,NA,NA,250,"m^2",3375,"fish","Vis",2004-01-01,2005-01-01
"3376",NA,"661","Maurer et al 1993","MH",1,"mm","soft sediment invertebrates","subtidal mudflat","San Pedro Shelf, CA","Yes","El Nino","No","1982-1983",NA,"Fig 4","all sites",20,20,0,0,628.011257,680.0187617,"54.78424015","SE","82.25140713","SE",NA,NA,0.1,"m^2",1977,NA,1978,NA,79.001772,3.260484347,"SE",82.78322504,2.285883048,"SE",3.265658537,0.08702439,"SE",3.268,0.112390244,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"El Nino","Uncertain","",14.581329278932,10.2227797678848,0.389184903480906,0.502624451183576,NA,NA,NA,NA,0.1,"m^2",3376,"Mixed","Drdg",1977-01-01,1978-01-01
"3377",NA,"661","Maurer et al 1993","MH",1,"mm","soft sediment invertebrates","subtidal mudflat","San Pedro Shelf, CA","Yes","El Nino","No","1982-1983",NA,"Fig 4","all sites",20,20,0,0,680.0187617,825.2345216,"82.25140713","SE","82.25140713","SE",NA,NA,0.1,"m^2",1978,NA,1979,NA,82.78322504,2.285883048,"SE",80.37330183,2.282339043,"SE",3.268,0.112390244,"SE",3.058439024,0.099512195,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"El Nino","Uncertain","",10.2227797678848,10.2069304956996,0.502624451183576,0.445032065220429,NA,NA,NA,NA,0.1,"m^2",3377,"Mixed","Drdg",1978-01-01,1979-01-01
"3378",NA,"661","Maurer et al 1993","MH",1,"mm","soft sediment invertebrates","subtidal mudflat","San Pedro Shelf, CA","Yes","El Nino","No","1982-1983",NA,"Fig 4","all sites",20,20,0,0,825.2345216,696.4540338,"82.25140713","SE","76.77298311","SE",NA,NA,0.1,"m^2",1979,NA,1980,NA,80.37330183,2.282339043,"SE",74.69580626,3.590076787,"SE",3.058439024,0.099512195,"SE",3.110731707,0.112390244,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"El Nino","Uncertain","",10.2069304956996,16.0553114803521,0.445032065220429,0.502624451183576,NA,NA,NA,NA,0.1,"m^2",3378,"Mixed","Drdg",1979-01-01,1980-01-01
"3379",NA,"661","Maurer et al 1993","MH",1,"mm","soft sediment invertebrates","subtidal mudflat","San Pedro Shelf, CA","Yes","El Nino","No","1982-1983",NA,"Fig 4","all sites",20,20,0,0,696.4540338,507.4859287,"76.77298311","SE","60.26266417","SE",NA,NA,0.1,"m^2",1980,NA,1981,NA,74.69580626,3.590076787,"SE",65.76491435,2.934435913,"SE",3.110731707,0.112390244,"SE",3.062731707,0.125268293,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"El Nino","Uncertain","",16.0553114803521,13.1231963541693,0.502624451183576,0.560216837146722,NA,NA,NA,NA,0.1,"m^2",3379,"Mixed","Drdg",1980-01-01,1981-01-01
"3380",NA,"661","Maurer et al 1993","MH",1,"mm","soft sediment invertebrates","subtidal mudflat","San Pedro Shelf, CA","Yes","El Nino","No","1982-1983",NA,"Fig 4","all sites",20,20,0,0,507.4859287,438.9681051,"60.26266417","SE","38.34896811","SE",NA,NA,0.1,"m^2",1981,NA,1982,NA,65.76491435,2.934435913,"SE",69.5499114,3.586532782,"SE",3.062731707,0.125268293,"SE",3.190341463,0.112390244,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"El Nino","Uncertain","",13.1231963541693,16.0394622081669,0.560216837146722,0.502624451183576,NA,NA,NA,NA,0.1,"m^2",3380,"Mixed","Drdg",1981-01-01,1982-01-01
"3381",NA,"661","Maurer et al 1993","MH",1,"mm","soft sediment invertebrates","subtidal mudflat","San Pedro Shelf, CA","Yes","El Nino","No","1982-1983",NA,"Fig 4","all sites",20,20,0,0,438.9681051,540.2814259,"38.34896811","SE","49.38086304","SE",NA,NA,0.1,"m^2",1982,NA,1983,NA,69.5499114,3.586532782,"SE",73.65741288,2.282339043,"SE",3.190341463,0.112390244,"SE",3.154829268,0.087804878,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"El Nino","Uncertain","",16.0394622081669,10.2069304956996,0.502624451183576,0.392675351928152,NA,NA,NA,NA,0.1,"m^2",3381,"Mixed","Drdg",1982-01-01,1983-01-01
"3382",NA,"661","Maurer et al 1993","MH",1,"mm","soft sediment invertebrates","subtidal mudflat","San Pedro Shelf, CA","Yes","El Nino","No","1982-1983",NA,"Fig 4","all sites",20,20,0,0,540.2814259,493.7523452,"49.38086304","SE","43.82739212","SE",NA,NA,0.1,"m^2",1983,NA,1984,NA,73.65741288,2.282339043,"SE",74.83047844,3.264028352,"SE",3.154829268,0.087804878,"SE",3.28204878,0.112390244,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"El Nino","Uncertain","",10.2069304956996,14.5971785511172,0.392675351928152,0.502624451183576,NA,NA,NA,NA,0.1,"m^2",3382,"Mixed","Drdg",1983-01-01,1984-01-01
"3383",NA,"661","Maurer et al 1993","MH",1,"mm","soft sediment invertebrates","subtidal mudflat","San Pedro Shelf, CA","Yes","El Nino","No","1982-1983",NA,"Fig 4","all sites",20,20,0,0,493.7523452,748.5365854,"43.82739212","SE","71.2195122","SE",NA,NA,0.1,"m^2",1984,NA,1985,NA,74.83047844,3.264028352,"SE",106.6591849,3.260484347,"SE",3.28204878,0.112390244,"SE",3.621560976,0.074926829,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"El Nino","Uncertain","",14.5971785511172,14.581329278932,0.502624451183576,0.335082965965005,NA,NA,NA,NA,0.1,"m^2",3383,"Mixed","Drdg",1984-01-01,1985-01-01
"3384",NA,"661","Maurer et al 1993","MH",1,"mm","soft sediment invertebrates","subtidal mudflat","San Pedro Shelf, CA","Yes","El Nino","No","1982-1983",NA,"Fig 4","all sites",20,20,0,0,748.5365854,570.4502814,"71.2195122","SE","65.81613508","SE",NA,NA,0.1,"m^2",1985,NA,1986,NA,106.6591849,3.260484347,"SE",102.6190195,3.586532782,"SE",3.621560976,0.074926829,"SE",3.773756098,0.06204878,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"El Nino","Uncertain","",14.581329278932,16.0394622081669,0.335082965965005,0.277490580001859,NA,NA,NA,NA,0.1,"m^2",3384,"Mixed","Drdg",1985-01-01,1986-01-01
"3385",NA,"661","Maurer et al 1993","MH",1,"mm","soft sediment invertebrates","subtidal mudflat","San Pedro Shelf, CA","Yes","El Nino","No","1982-1983",NA,"Fig 4","all sites",20,20,0,0,570.4502814,551.2382739,"65.81613508","SE","87.72983114","SE",NA,NA,0.1,"m^2",1986,NA,1987,NA,102.6190195,3.586532782,"SE",105.4223272,3.586532782,"SE",3.773756098,0.06204878,"SE",3.874829268,0.062829268,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"El Nino","Uncertain","",16.0394622081669,16.0394622081669,0.277490580001859,0.280981028449104,NA,NA,NA,NA,0.1,"m^2",3385,"Mixed","Drdg",1986-01-01,1987-01-01
"3386",NA,"661","Maurer et al 1993","MH",1,"mm","soft sediment invertebrates","subtidal mudflat","San Pedro Shelf, CA","Yes","El Nino","No","1982-1983",NA,"Fig 4","all sites",20,20,0,0,551.2382739,888.1988743,"87.72983114","SE","82.25140713","SE",NA,NA,0.1,"m^2",1987,NA,1988,NA,105.4223272,3.586532782,"SE",121.5971648,4.564678086,"SE",3.874829268,0.062829268,"SE",3.67697561,0.074926829,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"El Nino","Uncertain","",16.0394622081669,20.4138609913993,0.280981028449104,0.335082965965005,NA,NA,NA,NA,0.1,"m^2",3386,"Mixed","Drdg",1987-01-01,1988-01-01
"3387","JD","538","Jones and West, 2005","AH",6,"mm","small seagrass fish","seagrass","SE Australia","No",NA,"No",NA,NA,"Figure 3","Lake Illawara",12,12,0,0,290.2014652,555.2503053,"111.5460928",NA,"113.4539072","SE",NA,NA,25,"m^2",1997,"10",1998,"2",6.872839941,1.345555076,"SE",8.188579576,0.637284579,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",4.6611395120284,2.20761853941628,NA,NA,NA,NA,NA,NA,25,"m^2",3387,"fish","Trwl",1997-10-01,1998-02-01
"3388","JD","538","Jones and West, 2005","AH",6,"mm","small seagrass fish","seagrass","SE Australia","No",NA,"No",NA,NA,"Figure 3","Lake Illawara",12,12,0,0,555.2503053,374.1300366,"113.4539072",NA,"61.53083028","SE",NA,NA,25,"m^2",1998,"2",1998,"4",8.188579576,0.637284579,"SE",8.496098217,0.479605033,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2.20761853941628,1.6614005694435,NA,NA,NA,NA,NA,NA,25,"m^2",3388,"fish","Trwl",1998-02-01,1998-04-01
"3389","JD","538","Jones and West, 2005","AH",6,"mm","small seagrass fish","seagrass","SE Australia","No",NA,"No",NA,NA,"Figure 3","Lake Illawara",12,12,0,0,374.1300366,106.4713065,"61.53083028",NA,"78.84615385","SE",NA,NA,25,"m^2",1998,"4",1998,"6",8.496098217,0.479605033,"SE",3.174341234,0.305216029,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1.6614005694435,1.05729933902483,NA,NA,NA,NA,NA,NA,25,"m^2",3389,"fish","Trwl",1998-04-01,1998-06-01
"3390","JD","538","Jones and West, 2005","AH",6,"mm","small seagrass fish","seagrass","SE Australia","No",NA,"No",NA,NA,"Figure 3","Lake Illawara",12,12,0,0,106.4713065,136.8971306,"78.84615385",NA,"28.83852259","SE",NA,NA,25,"m^2",1998,"6",1998,"10",3.174341234,0.305216029,"SE",11.5639902,0.784715243,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1.05729933902483,2.71833334069952,NA,NA,NA,NA,NA,NA,25,"m^2",3390,"fish","Trwl",1998-06-01,1998-10-01
"3391","JD","538","Jones and West, 2005","AH",6,"mm","small seagrass fish","seagrass","SE Australia","No",NA,"No",NA,NA,"Figure 3","Lake Illawara",12,12,0,0,136.8971306,182.6923077,"28.83852259",NA,"40.39224664","SE",NA,NA,25,"m^2",1998,"10",1999,"2",11.5639902,0.784715243,"SE",10.77631204,1.024570669,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2.71833334069952,3.54921690930567,NA,NA,NA,NA,NA,NA,25,"m^2",3391,"fish","Trwl",1998-10-01,1999-02-01
"3392","JD","538","Jones and West, 2005","AH",6,"mm","small seagrass fish","seagrass","SE Australia","No",NA,"No",NA,NA,"Figure 3","Lake Illawara",12,12,0,0,182.6923077,86.2026862,"40.39224664",NA,"28.83089133","SE",NA,NA,25,"m^2",1999,"2",1999,"4",10.77631204,1.024570669,"SE",7.787043252,1.177161047,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",3.54921690930567,4.07780548418995,NA,NA,NA,NA,NA,NA,25,"m^2",3392,"fish","Trwl",1999-02-01,1999-04-01
"3393","JD","538","Jones and West, 2005","AH",6,"mm","small seagrass fish","seagrass","SE Australia","No",NA,"No",NA,NA,"Figure 3","Lake Illawara",12,12,0,0,86.2026862,147.3824786,"28.83089133",NA,"57.69230769","SE",NA,NA,25,"m^2",1999,"4",1999,"6",7.787043252,1.177161047,"SE",8.285307626,1.264602459,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",4.07780548418995,4.38071142072908,NA,NA,NA,NA,NA,NA,25,"m^2",3393,"fish","Trwl",1999-04-01,1999-06-01
"3394","JD","538","Jones and West, 2005","AH",6,"mm","small seagrass fish","seagrass","SE Australia","No",NA,"No",NA,NA,"Figure 3","Lake Illawara",12,12,0,0,147.3824786,68.19291819,"57.69230769",NA,"19.23076923","SE",NA,NA,25,"m^2",1999,"6",1999,"10",8.285307626,1.264602459,"SE",5.667074018,1.111659352,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",4.38071142072908,3.85090095674619,NA,NA,NA,NA,NA,NA,25,"m^2",3394,"fish","Trwl",1999-06-01,1999-10-01
"3395","JD","538","Jones and West, 2005","AH",6,"mm","small seagrass fish","seagrass","SE Australia","No",NA,"No",NA,NA,"Figure 3","Lake Illawara",12,12,0,0,68.19291819,75.54181929,"19.23076923",NA,"24.99236874","SE",NA,NA,25,"m^2",1999,"10",2000,"2",5.667074018,1.111659352,"SE",6.88455194,0.458018044,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",3.85090095674619,1.58662104598264,NA,NA,NA,NA,NA,NA,25,"m^2",3395,"fish","Trwl",1999-10-01,2000-02-01
"3396","JD","538","Jones and West, 2005","AH",6,"mm","small seagrass fish","seagrass","SE Australia","No",NA,"No",NA,NA,"Figure 3","Lake Illawara",12,12,0,0,75.54181929,138.6523199,"24.99236874",NA,"34.61538462","SE",NA,NA,25,"m^2",2000,"2",2000,"4",6.88455194,0.458018044,"SE",8.713132105,0.937270349,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1.58662104598264,3.24679972979163,NA,NA,NA,NA,NA,NA,25,"m^2",3396,"fish","Trwl",2000-02-01,2000-04-01
"3397","JD","538","Jones and West, 2005","AH",6,"mm","small seagrass fish","seagrass","SE Australia","No",NA,"No",NA,NA,"Figure 3","Lake Illawara",12,12,0,0,138.6523199,82.53968254,"34.61538462",NA,"44.22313797","SE",NA,NA,25,"m^2",2000,"4",2000,"6",8.713132105,0.937270349,"SE",5.418753107,0.479463941,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",3.24679972979163,1.66091181241841,NA,NA,NA,NA,NA,NA,25,"m^2",3397,"fish","Trwl",2000-04-01,2000-06-01
"3398","JD","538","Jones and West, 2005","AH",6,"mm","small seagrass fish","seagrass","SE Australia","No",NA,"No",NA,NA,"Figure 3","St. Georges",12,12,0,0,92.25335223,78.96871253,"25.27417421","SE","18.67873106","SE",NA,NA,25,"m^2",1997,"10",1998,"2",7.490831742,1.045102911,"SE",7.20976018,0.587919206,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",3.62034268198027,2.03661187107511,NA,NA,NA,NA,NA,NA,25,"m^2",3398,"fish","Trwl",1997-10-01,1998-02-01
"3399","JD","538","Jones and West, 2005","AH",6,"mm","small seagrass fish","seagrass","SE Australia","No",NA,"No",NA,NA,"Figure 3","St. Georges",12,12,0,0,78.96871253,238.2056034,"18.67873106","SE","89.00686798","SE",NA,NA,25,"m^2",1998,"2",1998,"4",7.20976018,0.587919206,"SE",8.474692052,0.849121706,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2.03661187107511,2.94144387320313,NA,NA,NA,NA,NA,NA,25,"m^2",3399,"fish","Trwl",1998-02-01,1998-04-01
"3400","JD","538","Jones and West, 2005","AH",6,"mm","small seagrass fish","seagrass","SE Australia","No",NA,"No",NA,NA,"Figure 3","St. Georges",12,12,0,0,238.2056034,218.3233402,"89.00686798","SE","93.40673716","SE",NA,NA,25,"m^2",1998,"4",1998,"6",8.474692052,0.849121706,"SE",6.299225009,0.718581479,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2.94144387320313,2.48923926201198,NA,NA,NA,NA,NA,NA,25,"m^2",3400,"fish","Trwl",1998-04-01,1998-06-01
