"id","x","y","location_key","QC","Study.ID","Reference","Collector","coral","plant","algae","fish","inverts","mobile.inverts","sessile.inverts","marine.mammals","phytoplankton","zooplankton","mesh.size","mesh.size.units","Descriptor.of.Taxa.Sampled","Sys","Lat","Long","Loc","Event.","Event.type","A.priori.","Year.of.Event","Notes","Vis","Trwl","Line","Drdg","Trp","Source","Site","SiSz","SiSz..units.","PltSz","PltSz..units.","Expected.Change.Direction","Event.Notes","Year","SiteSize","SiteSizeUnits","PlotSize","PlotSizeUnits","Taxa","n1","sub1","I1","ind1_error","ind1_error_type","P1","T1","T1m","SppR1","SppR1.Error","SppR1.Error.Type","Shan1","Shan1.Error","Shan1.Error.Type","Simps1","Simps1.Error","Simps1.Error.Type","Even1","Even1.Error","Even1.Error.Type","SppR1.SD","Shan1.SD","Simps1.SD","Even1.SD","n2","sub2","I2","ind2_error","ind2_error_type","P2","T2","T2m","SppR2","SppR2.Error","SppR2.Error.Type","Shan2","Shan2.Error","Shan2.Error.Type","Simps2","Simps2.Error","Simps2.Error.Type","Even2","Even2.Error","Even2.Error.Type","Event.type.2","SppR2.SD","Shan2.SD","Simps2.SD","Even2.SD","Duration","yi.SppR.MD","vi.SppR.MD","yi.SppR.SMD","vi.SppR.SMD","yi.SppR.ROM","vi.SppR.ROM","yi.SppR.SMDH","vi.SppR.SMDH","yi.Shan.MD","vi.Shan.MD","yi.Shan.SMD","vi.Shan.SMD","yi.Shan.ROM","vi.Shan.ROM","yi.Shan.SMDH","vi.Shan.SMDH","yi.Even.MD","vi.Even.MD","yi.Even.SMD","vi.Even.SMD","yi.Even.ROM","vi.Even.ROM","yi.Even.SMDH","vi.Even.SMDH","rich_ROM_uw","rich_ROM_w","shan_ROM_uw","shan_ROM_w","rich_SMD_uw","rich_SMD_w","shan_SMD_uw","shan_SMD_w","Study.ID.y","Reference.y","Site.y","Shape","Source.y","Checked","Notes.y","mean_imps","raster_vel","raster_lin","mean_invs"
"360",11.97704095,78.99887964,"334_TRANS","JD",334,"Kedra et al. 2010","JD",0,0,0,0,1,1,1,0,0,0,NA,NA,"benthic macrofauna, e.g., worms, molluscs","subtidal mudflat",79,12,"Kongsfjorden, Norway",NA,NA,NA,NA,"What counts as an event? Resampling was done in 2006 to look for evidence of a change in community composition either 'natural' or climate driven. 1997 was used as the 'start' year because it looks like values for richness and Shannon were taken as the average of samples from 1997 and 1998. See data acquisition protocol. 1997/1998 data consists of 24 stations sampled with 3 replicate Van Veen grabs each. This is why n is so large for 1997.",0,0,0,1,0,"Figure 4","TRANS",NA,NA,0.1,"m^2",NA,NA,NA,NA,NA,0.1,"m^2","Coral",24,1,627.9890982,88.9441877,"95% CI",NA,1997,6,38.54488102,3.464546073,"95% CI",2.705882353,0.117647059,"95% CI",NA,NA,NA,NA,NA,NA,8.65956129511555,0.294056392131742,NA,NA,11,1,"641.3082119",131.2714777,"95% CI",NA,2006,6,49.63706303,7.244412071,"95% CI",2.580882353,0.294117647,"95% CI",NA,NA,NA,NA,NA,NA,NA,12.2586717684839,0.49769279557204,NA,NA,9,11.09218201,16.7858667603057,1.09589312087877,0.149732639467035,0.252914490070474,0.00764778832301531,1.02120436939742,0.179559778960605,-0.125,0.0261208925364864,-0.332004797537484,0.134150431655585,-0.0472967147020122,0.00387267459960596,-0.298791813238755,0.165473528198024,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,334,"Kedra et al. 2010","TRANS","point","Figure 1 + webplot digitizer","Using google maps","Slightly different from 1997 sampling but still from same representative area",1.95923544218143,8.85074524715228,0.0814810333570176,969.7716700236
"360",11.93834855,79.01932655,"334_TRANS","JD",334,"Kedra et al. 2010","JD",0,0,0,0,1,1,1,0,0,0,NA,NA,"benthic macrofauna, e.g., worms, molluscs","subtidal mudflat",79,12,"Kongsfjorden, Norway",NA,NA,NA,NA,"What counts as an event? Resampling was done in 2006 to look for evidence of a change in community composition either 'natural' or climate driven. 1997 was used as the 'start' year because it looks like values for richness and Shannon were taken as the average of samples from 1997 and 1998. See data acquisition protocol. 1997/1998 data consists of 24 stations sampled with 3 replicate Van Veen grabs each. This is why n is so large for 1997.",0,0,0,1,0,"Figure 4","TRANS",NA,NA,0.1,"m^2",NA,NA,NA,NA,NA,0.1,"m^2","Coral",24,1,627.9890982,88.9441877,"95% CI",NA,1997,6,38.54488102,3.464546073,"95% CI",2.705882353,0.117647059,"95% CI",NA,NA,NA,NA,NA,NA,8.65956129511555,0.294056392131742,NA,NA,11,1,"641.3082119",131.2714777,"95% CI",NA,2006,6,49.63706303,7.244412071,"95% CI",2.580882353,0.294117647,"95% CI",NA,NA,NA,NA,NA,NA,NA,12.2586717684839,0.49769279557204,NA,NA,9,11.09218201,16.7858667603057,1.09589312087877,0.149732639467035,0.252914490070474,0.00764778832301531,1.02120436939742,0.179559778960605,-0.125,0.0261208925364864,-0.332004797537484,0.134150431655585,-0.0472967147020122,0.00387267459960596,-0.298791813238755,0.165473528198024,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,334,"Kedra et al. 2010","TRANS","point","Figure 1 + webplot digitizer","Using google maps","Slightly different from 1997 sampling but still from same representative area",1.95923544218143,19.9937436722888,0.188267281111672,969.7716700236
"360",12.0203739,79.00277855,"334_TRANS","JD",334,"Kedra et al. 2010","JD",0,0,0,0,1,1,1,0,0,0,NA,NA,"benthic macrofauna, e.g., worms, molluscs","subtidal mudflat",79,12,"Kongsfjorden, Norway",NA,NA,NA,NA,"What counts as an event? Resampling was done in 2006 to look for evidence of a change in community composition either 'natural' or climate driven. 1997 was used as the 'start' year because it looks like values for richness and Shannon were taken as the average of samples from 1997 and 1998. See data acquisition protocol. 1997/1998 data consists of 24 stations sampled with 3 replicate Van Veen grabs each. This is why n is so large for 1997.",0,0,0,1,0,"Figure 4","TRANS",NA,NA,0.1,"m^2",NA,NA,NA,NA,NA,0.1,"m^2","Coral",24,1,627.9890982,88.9441877,"95% CI",NA,1997,6,38.54488102,3.464546073,"95% CI",2.705882353,0.117647059,"95% CI",NA,NA,NA,NA,NA,NA,8.65956129511555,0.294056392131742,NA,NA,11,1,"641.3082119",131.2714777,"95% CI",NA,2006,6,49.63706303,7.244412071,"95% CI",2.580882353,0.294117647,"95% CI",NA,NA,NA,NA,NA,NA,NA,12.2586717684839,0.49769279557204,NA,NA,9,11.09218201,16.7858667603057,1.09589312087877,0.149732639467035,0.252914490070474,0.00764778832301531,1.02120436939742,0.179559778960605,-0.125,0.0261208925364864,-0.332004797537484,0.134150431655585,-0.0472967147020122,0.00387267459960596,-0.298791813238755,0.165473528198024,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,334,"Kedra et al. 2010","TRANS","point","Figure 1 + webplot digitizer","Using google maps","Slightly different from 1997 sampling but still from same representative area",1.95923544218143,NA,NA,969.7716700236
"361",11.82662583,78.98661735,"334_CENTR","JD",334,"Kedra et al. 2010","JD",0,0,0,0,1,1,1,0,0,0,NA,NA,"benthic macrofauna, e.g., worms, molluscs","subtidal mudflat",79,12,"Kongsfjorden, Norway",NA,NA,NA,NA,"What counts as an event? Resampling was done in 2006 to look for evidence of a change in community composition either 'natural' or climate driven. 1997 was used as the 'start' year because it looks like values for richness and Shannon were taken as the average of samples from 1997 and 1998. See data acquisition protocol. 1997/1998 data consists of 24 stations sampled with 3 replicate Van Veen grabs each. This is why n is so large for 1997.",0,0,0,1,0,"Figure 4","CENTR",NA,NA,0.1,"m^2",NA,NA,NA,NA,NA,0.1,"m^2","Coral",27,1,483.8724967,85.15226923,"95% CI",NA,1997,6,32.22006176,4.566901642,"95% CI",2.25,0.147058824,"95% CI",NA,NA,NA,NA,NA,NA,12.1073046078271,0.389867379902035,NA,NA,16,1,"531.1292807",102.1211044,"95% CI",NA,2006,6,38.10964561,8.188927082,"95% CI",2.573529412,0.294117647,"95% CI",NA,NA,NA,NA,NA,NA,NA,16.7120960857143,0.600240095918367,NA,NA,9,5.88958385,22.8850263853643,0.413844677483521,0.101528518631007,0.167878121139605,0.017248822657426,0.396168091919716,0.112270590648102,0.323529412,0.0281475135342252,0.664781890059144,0.104675815657393,0.134348052622507,0.00451194443967868,0.627475918757822,0.119236302998358,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,334,"Kedra et al. 2010","CENTR","point","Figure 1 + webplot digitizer","Using google maps","These were the 2006 points, they were a bit different from the 1997 year sampling locations. If we think these are close enough we could ignore these data",2.72734489420222,8.85074524715228,0.0814810333570176,NA
"361",11.43533672,79.01902296,"334_CENTR","JD",334,"Kedra et al. 2010","JD",0,0,0,0,1,1,1,0,0,0,NA,NA,"benthic macrofauna, e.g., worms, molluscs","subtidal mudflat",79,12,"Kongsfjorden, Norway",NA,NA,NA,NA,"What counts as an event? Resampling was done in 2006 to look for evidence of a change in community composition either 'natural' or climate driven. 1997 was used as the 'start' year because it looks like values for richness and Shannon were taken as the average of samples from 1997 and 1998. See data acquisition protocol. 1997/1998 data consists of 24 stations sampled with 3 replicate Van Veen grabs each. This is why n is so large for 1997.",0,0,0,1,0,"Figure 4","CENTR",NA,NA,0.1,"m^2",NA,NA,NA,NA,NA,0.1,"m^2","Coral",27,1,483.8724967,85.15226923,"95% CI",NA,1997,6,32.22006176,4.566901642,"95% CI",2.25,0.147058824,"95% CI",NA,NA,NA,NA,NA,NA,12.1073046078271,0.389867379902035,NA,NA,16,1,"531.1292807",102.1211044,"95% CI",NA,2006,6,38.10964561,8.188927082,"95% CI",2.573529412,0.294117647,"95% CI",NA,NA,NA,NA,NA,NA,NA,16.7120960857143,0.600240095918367,NA,NA,9,5.88958385,22.8850263853643,0.413844677483521,0.101528518631007,0.167878121139605,0.017248822657426,0.396168091919716,0.112270590648102,0.323529412,0.0281475135342252,0.664781890059144,0.104675815657393,0.134348052622507,0.00451194443967868,0.627475918757822,0.119236302998358,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,334,"Kedra et al. 2010","CENTR","point","Figure 1 + webplot digitizer","Using google maps","Slightly different from 1997 sampling but still from same representative area",2.72734489420222,19.9937436722888,0.188267281111672,NA
"361",11.52619818,79.07440284,"334_CENTR","JD",334,"Kedra et al. 2010","JD",0,0,0,0,1,1,1,0,0,0,NA,NA,"benthic macrofauna, e.g., worms, molluscs","subtidal mudflat",79,12,"Kongsfjorden, Norway",NA,NA,NA,NA,"What counts as an event? Resampling was done in 2006 to look for evidence of a change in community composition either 'natural' or climate driven. 1997 was used as the 'start' year because it looks like values for richness and Shannon were taken as the average of samples from 1997 and 1998. See data acquisition protocol. 1997/1998 data consists of 24 stations sampled with 3 replicate Van Veen grabs each. This is why n is so large for 1997.",0,0,0,1,0,"Figure 4","CENTR",NA,NA,0.1,"m^2",NA,NA,NA,NA,NA,0.1,"m^2","Coral",27,1,483.8724967,85.15226923,"95% CI",NA,1997,6,32.22006176,4.566901642,"95% CI",2.25,0.147058824,"95% CI",NA,NA,NA,NA,NA,NA,12.1073046078271,0.389867379902035,NA,NA,16,1,"531.1292807",102.1211044,"95% CI",NA,2006,6,38.10964561,8.188927082,"95% CI",2.573529412,0.294117647,"95% CI",NA,NA,NA,NA,NA,NA,NA,16.7120960857143,0.600240095918367,NA,NA,9,5.88958385,22.8850263853643,0.413844677483521,0.101528518631007,0.167878121139605,0.017248822657426,0.396168091919716,0.112270590648102,0.323529412,0.0281475135342252,0.664781890059144,0.104675815657393,0.134348052622507,0.00451194443967868,0.627475918757822,0.119236302998358,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,334,"Kedra et al. 2010","CENTR","point","Figure 1 + webplot digitizer","Using google maps","Slightly different from 1997 sampling but still from same representative area",2.72734489420222,19.9937436722888,0.188267281111672,NA
"361",11.24376059,79.02278009,"334_CENTR","JD",334,"Kedra et al. 2010","JD",0,0,0,0,1,1,1,0,0,0,NA,NA,"benthic macrofauna, e.g., worms, molluscs","subtidal mudflat",79,12,"Kongsfjorden, Norway",NA,NA,NA,NA,"What counts as an event? Resampling was done in 2006 to look for evidence of a change in community composition either 'natural' or climate driven. 1997 was used as the 'start' year because it looks like values for richness and Shannon were taken as the average of samples from 1997 and 1998. See data acquisition protocol. 1997/1998 data consists of 24 stations sampled with 3 replicate Van Veen grabs each. This is why n is so large for 1997.",0,0,0,1,0,"Figure 4","CENTR",NA,NA,0.1,"m^2",NA,NA,NA,NA,NA,0.1,"m^2","Coral",27,1,483.8724967,85.15226923,"95% CI",NA,1997,6,32.22006176,4.566901642,"95% CI",2.25,0.147058824,"95% CI",NA,NA,NA,NA,NA,NA,12.1073046078271,0.389867379902035,NA,NA,16,1,"531.1292807",102.1211044,"95% CI",NA,2006,6,38.10964561,8.188927082,"95% CI",2.573529412,0.294117647,"95% CI",NA,NA,NA,NA,NA,NA,NA,16.7120960857143,0.600240095918367,NA,NA,9,5.88958385,22.8850263853643,0.413844677483521,0.101528518631007,0.167878121139605,0.017248822657426,0.396168091919716,0.112270590648102,0.323529412,0.0281475135342252,0.664781890059144,0.104675815657393,0.134348052622507,0.00451194443967868,0.627475918757822,0.119236302998358,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,334,"Kedra et al. 2010","CENTR","point","Figure 1 + webplot digitizer","Using google maps","Slightly different from 1997 sampling but still from same representative area",2.72734489420222,19.9937436722888,0.188267281111672,NA
"361",11.9370136,78.95570196,"334_CENTR","JD",334,"Kedra et al. 2010","JD",0,0,0,0,1,1,1,0,0,0,NA,NA,"benthic macrofauna, e.g., worms, molluscs","subtidal mudflat",79,12,"Kongsfjorden, Norway",NA,NA,NA,NA,"What counts as an event? Resampling was done in 2006 to look for evidence of a change in community composition either 'natural' or climate driven. 1997 was used as the 'start' year because it looks like values for richness and Shannon were taken as the average of samples from 1997 and 1998. See data acquisition protocol. 1997/1998 data consists of 24 stations sampled with 3 replicate Van Veen grabs each. This is why n is so large for 1997.",0,0,0,1,0,"Figure 4","CENTR",NA,NA,0.1,"m^2",NA,NA,NA,NA,NA,0.1,"m^2","Coral",27,1,483.8724967,85.15226923,"95% CI",NA,1997,6,32.22006176,4.566901642,"95% CI",2.25,0.147058824,"95% CI",NA,NA,NA,NA,NA,NA,12.1073046078271,0.389867379902035,NA,NA,16,1,"531.1292807",102.1211044,"95% CI",NA,2006,6,38.10964561,8.188927082,"95% CI",2.573529412,0.294117647,"95% CI",NA,NA,NA,NA,NA,NA,NA,16.7120960857143,0.600240095918367,NA,NA,9,5.88958385,22.8850263853643,0.413844677483521,0.101528518631007,0.167878121139605,0.017248822657426,0.396168091919716,0.112270590648102,0.323529412,0.0281475135342252,0.664781890059144,0.104675815657393,0.134348052622507,0.00451194443967868,0.627475918757822,0.119236302998358,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,334,"Kedra et al. 2010","CENTR","point","Figure 1 + webplot digitizer","Using google maps","Slightly different from 1997 sampling but still from same representative area",2.72734489420222,8.85074524715228,0.0814810333570176,NA
"361",11.8268907,78.97278625,"334_CENTR","JD",334,"Kedra et al. 2010","JD",0,0,0,0,1,1,1,0,0,0,NA,NA,"benthic macrofauna, e.g., worms, molluscs","subtidal mudflat",79,12,"Kongsfjorden, Norway",NA,NA,NA,NA,"What counts as an event? Resampling was done in 2006 to look for evidence of a change in community composition either 'natural' or climate driven. 1997 was used as the 'start' year because it looks like values for richness and Shannon were taken as the average of samples from 1997 and 1998. See data acquisition protocol. 1997/1998 data consists of 24 stations sampled with 3 replicate Van Veen grabs each. This is why n is so large for 1997.",0,0,0,1,0,"Figure 4","CENTR",NA,NA,0.1,"m^2",NA,NA,NA,NA,NA,0.1,"m^2","Coral",27,1,483.8724967,85.15226923,"95% CI",NA,1997,6,32.22006176,4.566901642,"95% CI",2.25,0.147058824,"95% CI",NA,NA,NA,NA,NA,NA,12.1073046078271,0.389867379902035,NA,NA,16,1,"531.1292807",102.1211044,"95% CI",NA,2006,6,38.10964561,8.188927082,"95% CI",2.573529412,0.294117647,"95% CI",NA,NA,NA,NA,NA,NA,NA,16.7120960857143,0.600240095918367,NA,NA,9,5.88958385,22.8850263853643,0.413844677483521,0.101528518631007,0.167878121139605,0.017248822657426,0.396168091919716,0.112270590648102,0.323529412,0.0281475135342252,0.664781890059144,0.104675815657393,0.134348052622507,0.00451194443967868,0.627475918757822,0.119236302998358,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,334,"Kedra et al. 2010","CENTR","point","Figure 1 + webplot digitizer","Using google maps","Slightly different from 1997 sampling but still from same representative area",2.72734489420222,8.85074524715228,0.0814810333570176,NA
"361",11.7527797,78.97606103,"334_CENTR","JD",334,"Kedra et al. 2010","JD",0,0,0,0,1,1,1,0,0,0,NA,NA,"benthic macrofauna, e.g., worms, molluscs","subtidal mudflat",79,12,"Kongsfjorden, Norway",NA,NA,NA,NA,"What counts as an event? Resampling was done in 2006 to look for evidence of a change in community composition either 'natural' or climate driven. 1997 was used as the 'start' year because it looks like values for richness and Shannon were taken as the average of samples from 1997 and 1998. See data acquisition protocol. 1997/1998 data consists of 24 stations sampled with 3 replicate Van Veen grabs each. This is why n is so large for 1997.",0,0,0,1,0,"Figure 4","CENTR",NA,NA,0.1,"m^2",NA,NA,NA,NA,NA,0.1,"m^2","Coral",27,1,483.8724967,85.15226923,"95% CI",NA,1997,6,32.22006176,4.566901642,"95% CI",2.25,0.147058824,"95% CI",NA,NA,NA,NA,NA,NA,12.1073046078271,0.389867379902035,NA,NA,16,1,"531.1292807",102.1211044,"95% CI",NA,2006,6,38.10964561,8.188927082,"95% CI",2.573529412,0.294117647,"95% CI",NA,NA,NA,NA,NA,NA,NA,16.7120960857143,0.600240095918367,NA,NA,9,5.88958385,22.8850263853643,0.413844677483521,0.101528518631007,0.167878121139605,0.017248822657426,0.396168091919716,0.112270590648102,0.323529412,0.0281475135342252,0.664781890059144,0.104675815657393,0.134348052622507,0.00451194443967868,0.627475918757822,0.119236302998358,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,334,"Kedra et al. 2010","CENTR","point","Figure 1 + webplot digitizer","Using google maps","Slightly different from 1997 sampling but still from same representative area",2.72734489420222,8.85074524715228,0.0814810333570176,NA
"361",11.62243123,78.98262136,"334_CENTR","JD",334,"Kedra et al. 2010","JD",0,0,0,0,1,1,1,0,0,0,NA,NA,"benthic macrofauna, e.g., worms, molluscs","subtidal mudflat",79,12,"Kongsfjorden, Norway",NA,NA,NA,NA,"What counts as an event? Resampling was done in 2006 to look for evidence of a change in community composition either 'natural' or climate driven. 1997 was used as the 'start' year because it looks like values for richness and Shannon were taken as the average of samples from 1997 and 1998. See data acquisition protocol. 1997/1998 data consists of 24 stations sampled with 3 replicate Van Veen grabs each. This is why n is so large for 1997.",0,0,0,1,0,"Figure 4","CENTR",NA,NA,0.1,"m^2",NA,NA,NA,NA,NA,0.1,"m^2","Coral",27,1,483.8724967,85.15226923,"95% CI",NA,1997,6,32.22006176,4.566901642,"95% CI",2.25,0.147058824,"95% CI",NA,NA,NA,NA,NA,NA,12.1073046078271,0.389867379902035,NA,NA,16,1,"531.1292807",102.1211044,"95% CI",NA,2006,6,38.10964561,8.188927082,"95% CI",2.573529412,0.294117647,"95% CI",NA,NA,NA,NA,NA,NA,NA,16.7120960857143,0.600240095918367,NA,NA,9,5.88958385,22.8850263853643,0.413844677483521,0.101528518631007,0.167878121139605,0.017248822657426,0.396168091919716,0.112270590648102,0.323529412,0.0281475135342252,0.664781890059144,0.104675815657393,0.134348052622507,0.00451194443967868,0.627475918757822,0.119236302998358,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,334,"Kedra et al. 2010","CENTR","point","Figure 1 + webplot digitizer","Using google maps","Slightly different from 1997 sampling but still from same representative area",2.72734489420222,8.85074524715228,0.0814810333570176,NA
"361",11.64250848,79.00089074,"334_CENTR","JD",334,"Kedra et al. 2010","JD",0,0,0,0,1,1,1,0,0,0,NA,NA,"benthic macrofauna, e.g., worms, molluscs","subtidal mudflat",79,12,"Kongsfjorden, Norway",NA,NA,NA,NA,"What counts as an event? Resampling was done in 2006 to look for evidence of a change in community composition either 'natural' or climate driven. 1997 was used as the 'start' year because it looks like values for richness and Shannon were taken as the average of samples from 1997 and 1998. See data acquisition protocol. 1997/1998 data consists of 24 stations sampled with 3 replicate Van Veen grabs each. This is why n is so large for 1997.",0,0,0,1,0,"Figure 4","CENTR",NA,NA,0.1,"m^2",NA,NA,NA,NA,NA,0.1,"m^2","Coral",27,1,483.8724967,85.15226923,"95% CI",NA,1997,6,32.22006176,4.566901642,"95% CI",2.25,0.147058824,"95% CI",NA,NA,NA,NA,NA,NA,12.1073046078271,0.389867379902035,NA,NA,16,1,"531.1292807",102.1211044,"95% CI",NA,2006,6,38.10964561,8.188927082,"95% CI",2.573529412,0.294117647,"95% CI",NA,NA,NA,NA,NA,NA,NA,16.7120960857143,0.600240095918367,NA,NA,9,5.88958385,22.8850263853643,0.413844677483521,0.101528518631007,0.167878121139605,0.017248822657426,0.396168091919716,0.112270590648102,0.323529412,0.0281475135342252,0.664781890059144,0.104675815657393,0.134348052622507,0.00451194443967868,0.627475918757822,0.119236302998358,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,334,"Kedra et al. 2010","CENTR","point","Figure 1 + webplot digitizer","Using google maps","Slightly different from 1997 sampling but still from same representative area",2.72734489420222,19.9937436722888,0.188267281111672,NA
"361",11.56080097,79.00084142,"334_CENTR","JD",334,"Kedra et al. 2010","JD",0,0,0,0,1,1,1,0,0,0,NA,NA,"benthic macrofauna, e.g., worms, molluscs","subtidal mudflat",79,12,"Kongsfjorden, Norway",NA,NA,NA,NA,"What counts as an event? Resampling was done in 2006 to look for evidence of a change in community composition either 'natural' or climate driven. 1997 was used as the 'start' year because it looks like values for richness and Shannon were taken as the average of samples from 1997 and 1998. See data acquisition protocol. 1997/1998 data consists of 24 stations sampled with 3 replicate Van Veen grabs each. This is why n is so large for 1997.",0,0,0,1,0,"Figure 4","CENTR",NA,NA,0.1,"m^2",NA,NA,NA,NA,NA,0.1,"m^2","Coral",27,1,483.8724967,85.15226923,"95% CI",NA,1997,6,32.22006176,4.566901642,"95% CI",2.25,0.147058824,"95% CI",NA,NA,NA,NA,NA,NA,12.1073046078271,0.389867379902035,NA,NA,16,1,"531.1292807",102.1211044,"95% CI",NA,2006,6,38.10964561,8.188927082,"95% CI",2.573529412,0.294117647,"95% CI",NA,NA,NA,NA,NA,NA,NA,16.7120960857143,0.600240095918367,NA,NA,9,5.88958385,22.8850263853643,0.413844677483521,0.101528518631007,0.167878121139605,0.017248822657426,0.396168091919716,0.112270590648102,0.323529412,0.0281475135342252,0.664781890059144,0.104675815657393,0.134348052622507,0.00451194443967868,0.627475918757822,0.119236302998358,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,334,"Kedra et al. 2010","CENTR","point","Figure 1 + webplot digitizer","Using google maps","Slightly different from 1997 sampling but still from same representative area",2.72734489420222,19.9937436722888,0.188267281111672,NA
"361",11.8851518,78.99716443,"334_CENTR","JD",334,"Kedra et al. 2010","JD",0,0,0,0,1,1,1,0,0,0,NA,NA,"benthic macrofauna, e.g., worms, molluscs","subtidal mudflat",79,12,"Kongsfjorden, Norway",NA,NA,NA,NA,"What counts as an event? Resampling was done in 2006 to look for evidence of a change in community composition either 'natural' or climate driven. 1997 was used as the 'start' year because it looks like values for richness and Shannon were taken as the average of samples from 1997 and 1998. See data acquisition protocol. 1997/1998 data consists of 24 stations sampled with 3 replicate Van Veen grabs each. This is why n is so large for 1997.",0,0,0,1,0,"Figure 4","CENTR",NA,NA,0.1,"m^2",NA,NA,NA,NA,NA,0.1,"m^2","Coral",27,1,483.8724967,85.15226923,"95% CI",NA,1997,6,32.22006176,4.566901642,"95% CI",2.25,0.147058824,"95% CI",NA,NA,NA,NA,NA,NA,12.1073046078271,0.389867379902035,NA,NA,16,1,"531.1292807",102.1211044,"95% CI",NA,2006,6,38.10964561,8.188927082,"95% CI",2.573529412,0.294117647,"95% CI",NA,NA,NA,NA,NA,NA,NA,16.7120960857143,0.600240095918367,NA,NA,9,5.88958385,22.8850263853643,0.413844677483521,0.101528518631007,0.167878121139605,0.017248822657426,0.396168091919716,0.112270590648102,0.323529412,0.0281475135342252,0.664781890059144,0.104675815657393,0.134348052622507,0.00451194443967868,0.627475918757822,0.119236302998358,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,334,"Kedra et al. 2010","CENTR","point","Figure 1 + webplot digitizer","Using google maps","These were the 2006 points, they were a bit different from the 1997 year sampling locations. If we think these are close enough we could ignore these data",2.72734489420222,8.85074524715228,0.0814810333570176,NA
"361",11.83103329,79.02313454,"334_CENTR","JD",334,"Kedra et al. 2010","JD",0,0,0,0,1,1,1,0,0,0,NA,NA,"benthic macrofauna, e.g., worms, molluscs","subtidal mudflat",79,12,"Kongsfjorden, Norway",NA,NA,NA,NA,"What counts as an event? Resampling was done in 2006 to look for evidence of a change in community composition either 'natural' or climate driven. 1997 was used as the 'start' year because it looks like values for richness and Shannon were taken as the average of samples from 1997 and 1998. See data acquisition protocol. 1997/1998 data consists of 24 stations sampled with 3 replicate Van Veen grabs each. This is why n is so large for 1997.",0,0,0,1,0,"Figure 4","CENTR",NA,NA,0.1,"m^2",NA,NA,NA,NA,NA,0.1,"m^2","Coral",27,1,483.8724967,85.15226923,"95% CI",NA,1997,6,32.22006176,4.566901642,"95% CI",2.25,0.147058824,"95% CI",NA,NA,NA,NA,NA,NA,12.1073046078271,0.389867379902035,NA,NA,16,1,"531.1292807",102.1211044,"95% CI",NA,2006,6,38.10964561,8.188927082,"95% CI",2.573529412,0.294117647,"95% CI",NA,NA,NA,NA,NA,NA,NA,16.7120960857143,0.600240095918367,NA,NA,9,5.88958385,22.8850263853643,0.413844677483521,0.101528518631007,0.167878121139605,0.017248822657426,0.396168091919716,0.112270590648102,0.323529412,0.0281475135342252,0.664781890059144,0.104675815657393,0.134348052622507,0.00451194443967868,0.627475918757822,0.119236302998358,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,334,"Kedra et al. 2010","CENTR","point","Figure 1 + webplot digitizer","Using google maps","These were the 2006 points, they were a bit different from the 1997 year sampling locations. If we think these are close enough we could ignore these data",2.72734489420222,19.9937436722888,0.188267281111672,NA
