"QC","Study.ID","Reference","Collector","mesh.size","mesh.size.units","Descriptor.of.Taxa.Sampled","Sys","Loc","Event","Event.type","A.priori","Year.of.Event","Notes","Source","Site","PltSz","PltSz..units.","event_category","expected_change","event_notes","PlotSize","PlotSizeUnits","id","taxa","samp_method","n1","sub1","I1","P1","T1","T1m","SppR1","Shan1","Simps1","Even1","SppR1.SD","Shan1.SD","Simps1.SD","Even1.SD","Ind1.SD","n2","sub2","I2","P2","T2","T2m","SppR2","Shan2","Simps2","Even2","SppR2.SD","Shan2.SD","Simps2.SD","Even2.SD","Ind2.SD","Duration","yi_SppR_MD","vi_SppR_MD","yi_SppR_SMD","vi_SppR_SMD","yi_SppR_ROM","vi_SppR_ROM","yi_SppR_SMDH","vi_SppR_SMDH","yi_Shan_MD","vi_Shan_MD","yi_Shan_SMD","vi_Shan_SMD","yi_Shan_ROM","vi_Shan_ROM","yi_Shan_SMDH","vi_Shan_SMDH","yi_Even_MD","vi_Even_MD","yi_Even_SMD","vi_Even_SMD","yi_Even_ROM","vi_Even_ROM","yi_Even_SMDH","vi_Even_SMDH","temp_id","Scale","AbundUnitsOrig","study_sub_site","studyName","SiAreaCalc","SiLinearExtentUnits","site_id","mean_imps","mean_invs","mean_nuts","mean_pests","total_ltc","total_vocc","sliced_ltc","sliced_vocc"
NA,"BeetsFried03","Jeffrey, 2005","RE",NA,NA,"fish","coral reef","St. John, US Virgin Islands","Yes","Hurricanes","Yes","1989 , 1995",NA,"Figure 4.23","FourSites",NA,NA,"Multiple","Uncertain",NA,176.7145868,"m2",526,"fish","Vis",1,NA,126,NA,1989,1,22.976275,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,167,NA,2000,1,22.8462,NA,NA,NA,NA,NA,NA,NA,NA,11,-0.130075000000001,NA,NA,NA,-0.0056773602641853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"gamma","individualsPerSample","BeetsFried03-BeetsFried03-FourSites","BeetsFried03",176.7145868,"km","BeetsFried03_FourSites",6.76956288019816,690.020660400391,0,0,0.0295116943003296,18.9411393517274,0.425248901882916,276.429508867348
NA,"Beldade","Beldade, 2006","RE",NA,NA,"cryptobenthic fishes","rocky subtidal","Eastern Atlantic, Portugal","No","None","No",NA,NA,"Table 2","Arrabida",NA,NA,NA,NA,NA,60,"m2",527,"fish","Vis",14.5,NA,71.29787,NA,2002,1,16,1.66,NA,NA,NA,NA,NA,NA,NA,14.5,NA,67.36035,NA,2003,1,19,2,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,0.171850256926659,NA,NA,NA,0.34,NA,NA,NA,0.186329578191494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,"gamma","individualsPerMinute","Beldade-Beldade-Arrabida","Beldade",1740,"km","Beldade_Arrabida",6.27356743812561,5642.86197916667,1.23666036128998,0.0792782120406628,0.0894949892886565,22.4888314891518,1.50170087814332,359.416881187191
NA,"Beukema","Beukema, 2011","RE",NA,NA,"benthic invertebrates","intertidal mudflat","Balgzand, Wadden Sea, The Netherlands","No","Warming (regional) and invasion","Yes","1970 , 1982",NA,"Figure 1b","Wadden15",NA,NA,"Multiple","Positive",NA,0.02,"m2",528,"Mixed","Drdg",50,NA,NA,NA,1970,1,11.54,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,2009,1,17.58,NA,NA,NA,NA,NA,NA,NA,NA,39,6.04,NA,NA,NA,0.420942631177077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"gamma",NA,"Beukema-Beukema-Wadden15","Beukema",0.95,"km","Beukema_Wadden15",4.50904273986816,882.797454833984,23.1436061859131,0.846064825852712,0.168451320080544,78.7806618946203,0.42815281209385,185.019701106111
NA,"BIOMON","Daan, 2009","MIO",NA,NA,"benthic invertebrates","subtidal mudflat","North Sea, The Netherlands","No","None","No",NA,NA,NA,"coastal",NA,NA,NA,NA,NA,0.078,"m2",529,"Mixed","Drdg",3,NA,NA,NA,1986,4,14.1477,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,1998,4,11.04,NA,NA,NA,NA,NA,NA,NA,NA,12,-3.1077,NA,NA,NA,-0.248027025858951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,"alpha",NA,"BIOMON-BIOMON-coastal","BIOMON",NA,"km","BIOMON_coastal",4.84656429290771,9754.330078125,0.0793829336762428,0.00290205469354987,0.168451320080544,78.7806618946203,0.729974197162379,336.453400915347
NA,"BIOMON","Daan, 2009","MIO",NA,NA,"benthic invertebrates","subtidal mudflat","North Sea, The Netherlands","No","None","No",NA,NA,NA,"Dogger Bank",NA,NA,NA,NA,NA,0.078,"m2",530,"Mixed","Drdg",3,NA,NA,NA,1986,1,32.9661,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,2005,1,33.2203,NA,NA,NA,NA,NA,NA,NA,NA,19,0.254200000000004,NA,NA,NA,0.00768137411582327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,"alpha",NA,"BIOMON-BIOMON-Dogger Bank","BIOMON",NA,"km","BIOMON_Dogger Bank",3.16049528121948,0,0,0,0.122258021778636,68.3523881507778,0.66240802623873,292.553899516884
NA,"BIOMON","Daan, 2009","MIO",NA,NA,"benthic invertebrates","subtidal mudflat","North Sea, The Netherlands","No","None","No",NA,NA,NA,"offshore",NA,NA,NA,NA,NA,0.078,"m2",531,"Mixed","Drdg",3,NA,NA,NA,1986,9,11.7112,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,2004,9,16.5934,NA,NA,NA,NA,NA,NA,NA,NA,18,4.8822,NA,NA,NA,0.348459377065983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,"alpha",NA,"BIOMON-BIOMON-offshore","BIOMON",NA,"km","BIOMON_offshore",2.61342537403107,0,0,0,0.170845150285452,67.0849958392174,0.862549719754717,311.904222959888
NA,"BIOMON","Daan, 2009","MIO",NA,NA,"benthic invertebrates","subtidal mudflat","North Sea, The Netherlands","No","None","No",NA,NA,NA,"Oyster grounds",NA,NA,NA,NA,NA,0.078,"m2",532,"Mixed","Drdg",3,NA,NA,NA,1986,1,34.2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,2004,1,32.3288,NA,NA,NA,NA,NA,NA,NA,NA,18,-1.8712,NA,NA,NA,-0.0562671702486595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,"alpha",NA,"BIOMON-BIOMON-Oyster grounds","BIOMON",NA,"km","BIOMON_Oyster grounds",4.37386667728424,0,0,0,0.141004777868422,61.1514808547979,0.750510794377469,267.385114817797
NA,"Edmunds","Edmunds, 2013","RE",NA,NA,"coral","coral reef","Lameshur Bay, St. John, US Virgin Islands","No","None","No",NA,NA,NA,"Cabritte",NA,NA,NA,NA,NA,0.25,"m2",533,"coral","Vis",15,NA,8.11333333333333,NA,1992,7,2.06666666666667,0.544089430919231,NA,NA,NA,NA,NA,NA,NA,15,NA,4.73933333333333,NA,2013,7,1.93333333333333,0.379156018214925,NA,NA,NA,NA,NA,NA,NA,21,-0.13333333333334,NA,NA,NA,-0.0666913744986755,NA,NA,NA,-0.164933412704306,NA,NA,NA,-0.361165850482801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,"alpha","PercentCover","Edmunds-Edmunds-Cabritte","Edmunds",3.75,"km","Edmunds_Cabritte",6.58810043334961,202.647237141927,0,0,0.0295116943003296,18.9411393517274,0.197162537527203,122.655569262385
NA,"Edmunds","Edmunds, 2013","RE",NA,NA,"coral","coral reef","Lameshur Bay, St. John, US Virgin Islands","No","None","No",NA,NA,NA,"Cabritte",NA,NA,NA,NA,NA,0.25,"m2",534,"coral","Vis",15,NA,121.7,NA,1992,7,9,1.67846893952509,NA,NA,NA,NA,NA,NA,NA,15,NA,71.09,NA,2013,7,10,1.90178586521043,NA,NA,NA,NA,NA,NA,NA,21,1,NA,NA,NA,0.105360515657826,NA,NA,NA,0.22331692568534,NA,NA,NA,0.124911341407222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147,"gamma","PercentCover","Edmunds-Edmunds-Cabritte","Edmunds",3.75,"km","Edmunds_Cabritte",6.58810043334961,202.647237141927,0,0,0.0295116943003296,18.9411393517274,0.197162537527203,122.655569262385
NA,"Edmunds","Edmunds, 2013","RE",NA,NA,"coral","coral reef","Lameshur Bay, St. John, US Virgin Islands","No","None","No",NA,NA,NA,"EastTektite",NA,NA,NA,NA,NA,0.25,"m2",535,"coral","Vis",15,NA,7.11333333333333,NA,1992,7,1.46666666666667,0.263576339628143,NA,NA,NA,NA,NA,NA,NA,15,NA,8.51666666666667,NA,2013,7,3.26666666666667,0.761216386765073,NA,NA,NA,NA,NA,NA,NA,21,1.8,NA,NA,NA,0.80077784475231,NA,NA,NA,0.49764004713693,NA,NA,NA,1.06057462275119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169,"alpha","PercentCover","Edmunds-Edmunds-EastTektite","Edmunds",3.75,"km","Edmunds_EastTektite",6.69894170761108,151.950778198242,0,0,0.0295116943003296,18.9411393517274,0.197162537527203,122.655569262385
NA,"Edmunds","Edmunds, 2013","RE",NA,NA,"coral","coral reef","Lameshur Bay, St. John, US Virgin Islands","No","None","No",NA,NA,NA,"EastTektite",NA,NA,NA,NA,NA,0.25,"m2",536,"coral","Vis",15,NA,106.7,NA,1992,7,10,1.42595823799551,NA,NA,NA,NA,NA,NA,NA,15,NA,127.75,NA,2013,7,10,1.81908936067466,NA,NA,NA,NA,NA,NA,NA,21,0,NA,NA,NA,0,NA,NA,NA,0.39313112267915,NA,NA,NA,0.243491989148472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191,"gamma","PercentCover","Edmunds-Edmunds-EastTektite","Edmunds",3.75,"km","Edmunds_EastTektite",6.69894170761108,151.950778198242,0,0,0.0295116943003296,18.9411393517274,0.197162537527203,122.655569262385
NA,"Edmunds","Edmunds, 2013","RE",NA,NA,"coral","coral reef","Lameshur Bay, St. John, US Virgin Islands","No","None","No",NA,NA,NA,"Europa",NA,NA,NA,NA,NA,0.25,"m2",537,"coral","Vis",15,NA,4.4,NA,1992,7,0.866666666666667,0.143199123490272,NA,NA,NA,NA,NA,NA,NA,15,NA,2.4,NA,2013,7,1.2,0.160662995228175,NA,NA,NA,NA,NA,NA,NA,21,0.333333333333333,NA,NA,NA,0.325422400434627,NA,NA,NA,0.017463871737903,NA,NA,NA,0.115072840214653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,213,"alpha","PercentCover","Edmunds-Edmunds-Europa","Edmunds",3.75,"km","Edmunds_Europa",6.46558046340942,140.240924835205,0,0,0.0295116943003296,18.9411393517274,0.197162537527203,122.655569262385
NA,"Edmunds","Edmunds, 2013","RE",NA,NA,"coral","coral reef","Lameshur Bay, St. John, US Virgin Islands","No","None","No",NA,NA,NA,"Europa",NA,NA,NA,NA,NA,0.25,"m2",538,"coral","Vis",15,NA,66,NA,1992,7,5,0.356789847695218,NA,NA,NA,NA,NA,NA,NA,15,NA,36,NA,2013,7,8,1.50960594742707,NA,NA,NA,NA,NA,NA,NA,21,3,NA,NA,NA,0.470003629245736,NA,NA,NA,1.15281609973185,NA,NA,NA,1.44245698725161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,235,"gamma","PercentCover","Edmunds-Edmunds-Europa","Edmunds",3.75,"km","Edmunds_Europa",6.46558046340942,140.240924835205,0,0,0.0295116943003296,18.9411393517274,0.197162537527203,122.655569262385
NA,"Edmunds","Edmunds, 2013","RE",NA,NA,"coral","coral reef","Lameshur Bay, St. John, US Virgin Islands","No","None","No",NA,NA,NA,"NeptunesTable",NA,NA,NA,NA,NA,0.25,"m2",539,"coral","Vis",15,NA,3.52666666666667,NA,1992,7,0.466666666666667,0.0424342778863208,NA,NA,NA,NA,NA,NA,NA,15,NA,0.966666666666667,NA,2013,7,0.8,0.095576597829406,NA,NA,NA,NA,NA,NA,NA,21,0.333333333333333,NA,NA,NA,0.538996500732686,NA,NA,NA,0.0531423199430852,NA,NA,NA,0.811971521170477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,257,"alpha","PercentCover","Edmunds-Edmunds-NeptunesTable","Edmunds",3.75,"km","Edmunds_NeptunesTable",6.44772171974182,87.6505928039551,0,0,0.0295116943003296,18.9411393517274,0.197162537527203,122.655569262385
NA,"Edmunds","Edmunds, 2013","RE",NA,NA,"coral","coral reef","Lameshur Bay, St. John, US Virgin Islands","No","None","No",NA,NA,NA,"NeptunesTable",NA,NA,NA,NA,NA,0.25,"m2",540,"coral","Vis",15,NA,52.9,NA,1992,7,4,0.30682920415693,NA,NA,NA,NA,NA,NA,NA,15,NA,14.5,NA,2013,7,6,1.47368628699411,NA,NA,NA,NA,NA,NA,NA,21,2,NA,NA,NA,0.405465108108164,NA,NA,NA,1.16685708283718,NA,NA,NA,1.56923096449902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,279,"gamma","PercentCover","Edmunds-Edmunds-NeptunesTable","Edmunds",3.75,"km","Edmunds_NeptunesTable",6.44772171974182,87.6505928039551,0,0,0.0295116943003296,18.9411393517274,0.197162537527203,122.655569262385
NA,"Edmunds","Edmunds, 2013","RE",NA,NA,"coral","coral reef","Lameshur Bay, St. John, US Virgin Islands","No","None","No",NA,NA,NA,"WestLittleLameshur",NA,NA,NA,NA,NA,0.25,"m2",541,"coral","Vis",15,NA,0.946666666666667,NA,1992,7,0.466666666666667,0.0962834128127006,NA,NA,NA,NA,NA,NA,NA,15,NA,1.9,NA,2013,7,1.13333333333333,0.228335726946149,NA,NA,NA,NA,NA,NA,NA,21,0.666666666666663,NA,NA,NA,0.887303195000899,NA,NA,NA,0.132052314133448,NA,NA,NA,0.863520973482399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,"alpha","PercentCover","Edmunds-Edmunds-WestLittleLameshur","Edmunds",3.75,"km","Edmunds_WestLittleLameshur",6.44772171974182,140.240924835205,0,0,0.0295116943003296,18.9411393517274,0.197162537527203,122.655569262385
NA,"Edmunds","Edmunds, 2013","RE",NA,NA,"coral","coral reef","Lameshur Bay, St. John, US Virgin Islands","No","None","No",NA,NA,NA,"WestLittleLameshur",NA,NA,NA,NA,NA,0.25,"m2",542,"coral","Vis",15,NA,14.2,NA,1992,7,4,0.848135768384278,NA,NA,NA,NA,NA,NA,NA,15,NA,28.5,NA,2013,7,7,1.68672451156137,NA,NA,NA,NA,NA,NA,NA,21,3,NA,NA,NA,0.559615787935423,NA,NA,NA,0.838588743177092,NA,NA,NA,0.687503041214113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323,"gamma","PercentCover","Edmunds-Edmunds-WestLittleLameshur","Edmunds",3.75,"km","Edmunds_WestLittleLameshur",6.44772171974182,140.240924835205,0,0,0.0295116943003296,18.9411393517274,0.197162537527203,122.655569262385
NA,"Edmunds","Edmunds, 2013","RE",NA,NA,"coral","coral reef","Lameshur Bay, St. John, US Virgin Islands","No","None","No",NA,NA,NA,"WhitePoint",NA,NA,NA,NA,NA,0.25,"m2",543,"coral","Vis",15,NA,1.42666666666667,NA,1992,7,0.533333333333333,0.0201830806094663,NA,NA,NA,NA,NA,NA,NA,15,NA,3.86666666666667,NA,2013,7,2.26666666666667,0.557572205763244,NA,NA,NA,NA,NA,NA,NA,21,1.73333333333334,NA,NA,NA,1.44691898293633,NA,NA,NA,0.537389125153778,NA,NA,NA,3.31874735217291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,345,"alpha","PercentCover","Edmunds-Edmunds-WhitePoint","Edmunds",3.75,"km","Edmunds_WhitePoint",6.46558046340942,140.240924835205,0,0,0.0295116943003296,18.9411393517274,0.197162537527203,122.655569262385
NA,"Edmunds","Edmunds, 2013","RE",NA,NA,"coral","coral reef","Lameshur Bay, St. John, US Virgin Islands","No","None","No",NA,NA,NA,"WhitePoint",NA,NA,NA,NA,NA,0.25,"m2",544,"coral","Vis",15,NA,21.4,NA,1992,7,6,1.22609187263211,NA,NA,NA,NA,NA,NA,NA,15,NA,58,NA,2013,7,11,1.84704027303757,NA,NA,NA,NA,NA,NA,NA,21,5,NA,NA,NA,0.606135803570315,NA,NA,NA,0.62094840040546,NA,NA,NA,0.409752733947199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,367,"gamma","PercentCover","Edmunds-Edmunds-WhitePoint","Edmunds",3.75,"km","Edmunds_WhitePoint",6.46558046340942,140.240924835205,0,0,0.0295116943003296,18.9411393517274,0.197162537527203,122.655569262385
NA,"Elahi_Qmob","Elahi, 2013","RE",NA,NA,"benthic invertebrate and fish consumers","rocky subtidal","San Juan Islands, Washington, United States","No","None","No",NA,NA,NA,"ON",NA,NA,NA,NA,NA,0.09,"m2",545,"Mixed","Vis",12,NA,2.08333333333333,NA,2007,12,1.58333333333333,0.361716084962915,NA,NA,NA,NA,NA,NA,NA,12,NA,3.16666666666667,NA,2010,12,2.33333333333333,0.709780784068284,NA,NA,NA,NA,NA,NA,NA,3,0.75,NA,NA,NA,0.387765531008764,NA,NA,NA,0.348064699105369,NA,NA,NA,0.674096559104921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,389,"alpha","individualsPerSample","Elahi-Elahi_Qmob-ON","Elahi",1.08,"km","Elahi_Qmob_ON",4.33706665039062,406.465759277344,0.0661744674046834,0.00115828650693099,0.00536813880867306,1.13846746068275,1.33456329504649,415.342646179027
NA,"Elahi_Qmob","Elahi, 2013","RE",NA,NA,"benthic invertebrate and fish consumers","rocky subtidal","San Juan Islands, Washington, United States","No","None","No",NA,NA,NA,"ON",NA,NA,NA,NA,NA,0.09,"m2",546,"Mixed","Vis",12,NA,25,NA,2007,12,10,2.13425532309787,NA,NA,NA,NA,NA,NA,NA,12,NA,38,NA,2010,12,13,2.25812015737346,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,0.262364264467491,NA,NA,NA,0.12386483427559,NA,NA,NA,0.0564148873475593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,402,"gamma","individualsPerSample","Elahi-Elahi_Qmob-ON","Elahi",1.08,"km","Elahi_Qmob_ON",4.33706665039062,406.465759277344,0.0661744674046834,0.00115828650693099,0.00536813880867306,1.13846746068275,1.33456329504649,415.342646179027
NA,"Elahi_Qmob","Elahi, 2013","RE",NA,NA,"benthic invertebrate and fish consumers","rocky subtidal","San Juan Islands, Washington, United States","No","None","No",NA,NA,NA,"PG",NA,NA,NA,NA,NA,0.09,"m2",547,"Mixed","Vis",12,NA,5.75,NA,2007,12,2.66666666666667,0.784602752982089,NA,NA,NA,NA,NA,NA,NA,12,NA,10.4166666666667,NA,2010,12,4.91666666666667,1.27942505096109,NA,NA,NA,NA,NA,NA,NA,3,2.25,NA,NA,NA,0.611801541105992,NA,NA,NA,0.494822297979001,NA,NA,NA,0.488988534525178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,415,"alpha","individualsPerSample","Elahi-Elahi_Qmob-PG","Elahi",1.08,"km","Elahi_Qmob_PG",3.92264312505722,2550.71643066406,0.162908263504505,0.00347985798725858,NA,NA,NA,NA
NA,"Elahi_Qmob","Elahi, 2013","RE",NA,NA,"benthic invertebrate and fish consumers","rocky subtidal","San Juan Islands, Washington, United States","No","None","No",NA,NA,NA,"PG",NA,NA,NA,NA,NA,0.09,"m2",548,"Mixed","Vis",12,NA,69,NA,2007,12,11,1.63127807578689,NA,NA,NA,NA,NA,NA,NA,12,NA,125,NA,2010,12,15,2.03932443877065,NA,NA,NA,NA,NA,NA,NA,3,4,NA,NA,NA,0.310154928303839,NA,NA,NA,0.40804636298376,NA,NA,NA,0.223254792394906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,428,"gamma","individualsPerSample","Elahi-Elahi_Qmob-PG","Elahi",1.08,"km","Elahi_Qmob_PG",3.92264312505722,2550.71643066406,0.162908263504505,0.00347985798725858,NA,NA,NA,NA
NA,"Elahi_Qmob","Elahi, 2013","RE",NA,NA,"benthic invertebrate and fish consumers","rocky subtidal","San Juan Islands, Washington, United States","No","None","No",NA,NA,NA,"SC",NA,NA,NA,NA,NA,0.09,"m2",549,"Mixed","Vis",12,NA,2.33333333333333,NA,2007,12,1.75,0.468403523785669,NA,NA,NA,NA,NA,NA,NA,12,NA,2.58333333333333,NA,2010,12,2,0.616319035961317,NA,NA,NA,NA,NA,NA,NA,3,0.25,NA,NA,NA,0.133531392624523,NA,NA,NA,0.147915512175648,NA,NA,NA,0.2744345902613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,441,"alpha","individualsPerSample","Elahi-Elahi_Qmob-SC","Elahi",1.08,"km","Elahi_Qmob_SC",5.32299788792928,674.535847981771,0.101876106113195,0.00200479605700821,0.00536813880867306,1.13846746068275,1.33456329504649,415.342646179027
NA,"Elahi_Qmob","Elahi, 2013","RE",NA,NA,"benthic invertebrate and fish consumers","rocky subtidal","San Juan Islands, Washington, United States","No","None","No",NA,NA,NA,"SC",NA,NA,NA,NA,NA,0.09,"m2",550,"Mixed","Vis",12,NA,28,NA,2007,12,11,2.15608784612925,NA,NA,NA,NA,NA,NA,NA,12,NA,31,NA,2010,12,14,2.31788280028001,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,0.241162056816888,NA,NA,NA,0.16179495415076,NA,NA,NA,0.0723587857572164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,454,"gamma","individualsPerSample","Elahi-Elahi_Qmob-SC","Elahi",1.08,"km","Elahi_Qmob_SC",5.32299788792928,674.535847981771,0.101876106113195,0.00200479605700821,0.00536813880867306,1.13846746068275,1.33456329504649,415.342646179027
NA,"Elahi_Qsess","Elahi, 2013","RE",NA,NA,"sessile invertebrates and flora","rocky subtidal","San Juan Islands, Washington, United States","No","None","No",NA,NA,NA,"ON",NA,NA,NA,NA,NA,0.09,"m2",551,"Mixed","Vis",12,NA,36.716664,NA,2007,12,10.8333333333333,1.56352315987236,NA,NA,NA,NA,NA,NA,NA,12,NA,32.7381221,NA,2010,12,10.0833333333333,1.64901353995791,NA,NA,NA,NA,NA,NA,NA,3,-0.75,NA,NA,NA,-0.0717439048588416,NA,NA,NA,0.08549038008555,NA,NA,NA,0.0532355439110754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,467,"alpha","PercentCover","Elahi-Elahi_Qsess-ON","Elahi",1.08,"km","Elahi_Qsess_ON",4.33706665039062,406.465759277344,0.0661744674046834,0.00115828650693099,0.00536813880867306,1.13846746068275,1.33456329504649,415.342646179027
NA,"Elahi_Qsess","Elahi, 2013","RE",NA,NA,"sessile invertebrates and flora","rocky subtidal","San Juan Islands, Washington, United States","No","None","No",NA,NA,NA,"ON",NA,NA,NA,NA,NA,0.09,"m2",552,"Mixed","Vis",12,NA,440.599968,NA,2007,12,27,2.07241578153115,NA,NA,NA,NA,NA,NA,NA,12,NA,392.8574652,NA,2010,12,21,2.11355321879698,NA,NA,NA,NA,NA,NA,NA,3,-6,NA,NA,NA,-0.251314428280906,NA,NA,NA,0.0411374372658302,NA,NA,NA,0.019655550089404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,479,"gamma","PercentCover","Elahi-Elahi_Qsess-ON","Elahi",1.08,"km","Elahi_Qsess_ON",4.33706665039062,406.465759277344,0.0661744674046834,0.00115828650693099,0.00536813880867306,1.13846746068275,1.33456329504649,415.342646179027
NA,"Elahi_Qsess","Elahi, 2013","RE",NA,NA,"sessile invertebrates and flora","rocky subtidal","San Juan Islands, Washington, United States","No","None","No",NA,NA,NA,"PG",NA,NA,NA,NA,NA,0.09,"m2",553,"Mixed","Vis",12,NA,63.6132536583333,NA,2007,12,9.91666666666667,1.19551367165256,NA,NA,NA,NA,NA,NA,NA,12,NA,34.9535413416667,NA,2010,12,9.41666666666667,1.39876603942544,NA,NA,NA,NA,NA,NA,NA,3,-0.5,NA,NA,NA,-0.0517356743991887,NA,NA,NA,0.20325236777288,NA,NA,NA,0.157014503769692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,491,"alpha","PercentCover","Elahi-Elahi_Qsess-PG","Elahi",1.08,"km","Elahi_Qsess_PG",3.92264312505722,2550.71643066406,0.162908263504505,0.00347985798725858,NA,NA,NA,NA
NA,"Elahi_Qsess","Elahi, 2013","RE",NA,NA,"sessile invertebrates and flora","rocky subtidal","San Juan Islands, Washington, United States","No","None","No",NA,NA,NA,"PG",NA,NA,NA,NA,NA,0.09,"m2",554,"Mixed","Vis",12,NA,763.3590439,NA,2007,12,28,1.80120487029621,NA,NA,NA,NA,NA,NA,NA,12,NA,419.4424961,NA,2010,12,24,1.88122571965052,NA,NA,NA,NA,NA,NA,NA,3,-4,NA,NA,NA,-0.154150679827258,NA,NA,NA,0.08002084935431,NA,NA,NA,0.0434677295745677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,503,"gamma","PercentCover","Elahi-Elahi_Qsess-PG","Elahi",1.08,"km","Elahi_Qsess_PG",3.92264312505722,2550.71643066406,0.162908263504505,0.00347985798725858,NA,NA,NA,NA
NA,"Elahi_Qsess","Elahi, 2013","RE",NA,NA,"sessile invertebrates and flora","rocky subtidal","San Juan Islands, Washington, United States","No","None","No",NA,NA,NA,"SC",NA,NA,NA,NA,NA,0.09,"m2",555,"Mixed","Vis",12,NA,73.0951631583333,NA,2007,12,13.1666666666667,1.61381194330758,NA,NA,NA,NA,NA,NA,NA,12,NA,49.87456595,NA,2010,12,14.1666666666667,1.89377238780395,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,0.0732034040232947,NA,NA,NA,0.27996044449637,NA,NA,NA,0.159971765007569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,515,"alpha","PercentCover","Elahi-Elahi_Qsess-SC","Elahi",1.08,"km","Elahi_Qsess_SC",5.32299788792928,674.535847981771,0.101876106113195,0.00200479605700821,0.00536813880867306,1.13846746068275,1.33456329504649,415.342646179027
NA,"Elahi_Qsess","Elahi, 2013","RE",NA,NA,"sessile invertebrates and flora","rocky subtidal","San Juan Islands, Washington, United States","No","None","No",NA,NA,NA,"SC",NA,NA,NA,NA,NA,0.09,"m2",556,"Mixed","Vis",12,NA,877.1419579,NA,2007,12,33,2.04886762745879,NA,NA,NA,NA,NA,NA,NA,12,NA,598.4947914,NA,2010,12,33,2.45866828933809,NA,NA,NA,NA,NA,NA,NA,3,0,NA,NA,NA,0,NA,NA,NA,0.4098006618793,NA,NA,NA,0.182332593881557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,527,"gamma","PercentCover","Elahi-Elahi_Qsess-SC","Elahi",1.08,"km","Elahi_Qsess_SC",5.32299788792928,674.535847981771,0.101876106113195,0.00200479605700821,0.00536813880867306,1.13846746068275,1.33456329504649,415.342646179027
