"QC","Study.ID","Reference","Collector","coral","plant","algae","fish","inverts","mobile.inverts","sessile.inverts","marine.mammals","phytoplankton","zooplankton","mesh.size","mesh.size.units","Descriptor.of.Taxa.Sampled","Sys","Lat","Long","Loc","Event.","Event.type","A.priori.","Year.of.Event","Notes","Vis","Trwl","Line","Drdg","Trp","Source","Site","SiSz","SiSz..units.","PltSz","PltSz..units.","Expected.Change.Direction","Event.Notes","Year","SiteSize","SiteSizeUnits","PlotSize","PlotSizeUnits","Taxa","yi.SppR.MD","vi.SppR.MD","yi.SppR.SMD","vi.SppR.SMD","yi.SppR.ROM","vi.SppR.ROM","yi.SppR.SMDH","vi.SppR.SMDH","yi.Shan.MD","vi.Shan.MD","yi.Shan.SMD","vi.Shan.SMD","yi.Shan.ROM","vi.Shan.ROM","yi.Shan.SMDH","vi.Shan.SMDH","yi.Even.MD","vi.Even.MD","yi.Even.SMD","vi.Even.SMD","yi.Even.ROM","vi.Even.ROM","yi.Even.SMDH","vi.Even.SMDH","n1","sub1","I1","ind1_error","ind1_error_type","P1","T1","T1m","SppR1","SppR1.Error","SppR1.Error.Type","Shan1","Shan1.Error","Shan1.Error.Type","Simps1","Simps1.Error","Simps1.Error.Type","Even1","Even1.Error","Even1.Error.Type","SppR1.SD","Shan1.SD","Simps1.SD","Even1.SD","n2","sub2","I2","ind2_error","ind2_error_type","P2","T2","T2m","SppR2","SppR2.Error","SppR2.Error.Type","Shan2","Shan2.Error","Shan2.Error.Type","Simps2","Simps2.Error","Simps2.Error.Type","Even2","Even2.Error","Even2.Error.Type","Event.type.2","SppR2.SD","Shan2.SD","Simps2.SD","Even2.SD","id","Duration","mean_imps","temp_change_rate_year","temp_change_rate_decade","temp_net_change"
NA,745,"Byrnes et al. 2011","JEKB",0,0,0,0,0,1,0,0,0,0,NA,NA,"mobile_invert_richness","kelp",34.42385,-119.95032,"Santa Barbara, California","No",NA,NA,NA,NA,1,0,0,0,0,"Derived LTER Data","NAPL",1,"km^2",80,"m^2",NA,NA,NA,1e+06,"m^2",80,"m^2","Plants",1.875,4.31026785753591,0.42685774610067,0.255693985481442,0.119664503756089,0.0167041776617932,0.42685774610067,0.262425829936496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,2000,6,14.75,3.011881235,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.011881235,NA,NA,NA,8,NA,NA,NA,NA,NA,2009,6,16.625,5.040904114,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.040904114,NA,NA,NA,"276",9,2.72889256477356,0.00307969850017707,0.0307969850017707,0.168227275212606
NA,745,"Byrnes et al. 2011","JEKB",0,0,0,0,0,0,1,0,0,0,NA,NA,"sessile_invert_richness","kelp",34.400552,-119.744814,"Santa Barbara, California","No",NA,NA,NA,NA,1,0,0,0,0,"Derived LTER Data","ABUR",1,"km^2",80,"m^2",NA,NA,NA,1e+06,"m^2",80,"m^2","Zooplankton",-2,5.00000000019025,-0.504626504394432,1.03183098861717,-0.693147180559945,0.499999999912959,-0.504626504394432,0.664179134322751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2001,6,4,2.828427125,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.828427125,NA,NA,NA,2,NA,NA,NA,NA,NA,2009,6,2,1.414213562,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.414213562,NA,NA,NA,"277",8,3.08445509274801,0.00307969850017707,0.0307969850017707,0.168227275212606
NA,745,"Byrnes et al. 2011","JEKB",0,0,0,0,0,0,1,0,0,0,NA,NA,"sessile_invert_richness","kelp",34.472511,-120.141713,"Santa Barbara, California","No",NA,NA,NA,NA,1,0,0,0,0,"Derived LTER Data","AHND",1,"km^2",80,"m^2",NA,NA,NA,1e+06,"m^2",80,"m^2","Zooplankton",2,14.4999999994203,0.296326886694996,1.01097620297229,0.587786664902119,0.964938271679645,0.296326886694996,0.646930944526224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2001,6,2.5,2.121320344,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.121320344,NA,NA,NA,2,NA,NA,NA,NA,NA,2009,6,4.5,4.949747468,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.949747468,NA,NA,NA,"278",8,3.53700125217438,-0.000388454918330181,-0.00388454918330181,-0.0275404453277588
NA,745,"Byrnes et al. 2011","JEKB",0,0,0,0,0,0,1,0,0,0,NA,NA,"sessile_invert_richness","kelp",34.467037,-120.117522,"Santa Barbara, California","No",NA,NA,NA,NA,1,0,0,0,0,"Derived LTER Data","AQUE",1,"km^2",80,"m^2",NA,NA,NA,1e+06,"m^2",80,"m^2","Zooplankton",3.7,0.383333333270075,3.18371945054359,0.755669564157066,0.571450245582426,0.0112180411370368,3.18371945054359,0.772922129020985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,2001,6,4.8,1.095445115,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.095445115,NA,NA,NA,6,NA,NA,NA,NA,NA,2009,6,8.5,1.048808848,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.048808848,NA,NA,NA,"279",8,2.73125592867533,-0.000388454918330181,-0.00388454918330181,-0.0275404453277588
NA,745,"Byrnes et al. 2011","JEKB",0,0,0,0,0,0,1,0,0,0,NA,NA,"sessile_invert_richness","kelp",34.4585,-120.3335,"Santa Barbara, California","No",NA,NA,NA,NA,1,0,0,0,0,"Derived LTER Data","BULL",1,"km^2",80,"m^2",NA,NA,NA,1e+06,"m^2",80,"m^2","Zooplankton",4.625,1.7239583333482,2.31988138616684,0.702962862691668,0.721318057526642,0.0368690686158769,2.23934519928513,0.961063623723531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,2000,6,4.375,1.767766953,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.767766953,NA,NA,NA,3,NA,NA,NA,NA,NA,2009,6,9,2,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,"280",9,3.58003103733063,-0.000388454918330181,-0.00388454918330181,-0.0275404453277588
NA,745,"Byrnes et al. 2011","JEKB",0,0,0,0,0,0,1,0,0,0,NA,NA,"sessile_invert_richness","kelp",34.39023,-119.53987,"Santa Barbara, California","No",NA,NA,NA,NA,1,0,0,0,0,"Derived LTER Data","CARP",1,"km^2",80,"m^2",NA,NA,NA,1e+06,"m^2",80,"m^2","Zooplankton",3.5,1.47857142867915,1.79919119325264,0.449503421149148,0.693147180559945,0.0411078717161975,1.634743994927,0.598547737973894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,2000,6,3.5,1.195228609,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.195228609,NA,NA,NA,5,NA,NA,NA,NA,NA,2009,6,7,2.549509757,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.549509757,NA,NA,NA,"281",9,2.62955665588379,0.00307969850017707,0.0307969850017707,0.168227275212606
NA,745,"Byrnes et al. 2011","JEKB",0,0,0,0,0,0,1,0,0,0,NA,NA,"sessile_invert_richness","kelp",34.410854,-119.831615,"Santa Barbara, California","No",NA,NA,NA,NA,1,0,0,0,0,"Derived LTER Data","GOLB",1,"km^2",80,"m^2",NA,NA,NA,1e+06,"m^2",80,"m^2","Zooplankton",2.5,0.249999999868091,2.820947918483,1.9947183948492,0.348306694268216,0.00346020761063102,2.820947918483,1.90313456856506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2001,6,6,0,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2,NA,NA,NA,NA,NA,2009,6,8.5,0.707106781,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.707106781,NA,NA,NA,"282",8,4.31323194503784,0.00307969850017707,0.0307969850017707,0.168227275212606
NA,745,"Byrnes et al. 2011","JEKB",0,0,0,0,0,0,1,0,0,0,NA,NA,"sessile_invert_richness","kelp",34.406421,-119.861467,"Santa Barbara, California","No",NA,NA,NA,NA,1,0,0,0,0,"Derived LTER Data","IVEE",1,"km^2",80,"m^2",NA,NA,NA,1e+06,"m^2",80,"m^2","Zooplankton",0.5,3.2500000004065,0.156478036341299,1.00306067198215,0.0953101798043249,0.114380165299031,0.156478036341299,0.638856493991323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2001,6,5,1.414213562,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.414213562,NA,NA,NA,2,NA,NA,NA,NA,NA,2009,6,5.5,2.121320344,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.121320344,NA,NA,NA,"283",8,4.53244537115097,0.00307969850017707,0.0307969850017707,0.168227275212606
NA,745,"Byrnes et al. 2011","JEKB",0,0,0,0,0,0,1,0,0,0,NA,NA,"sessile_invert_richness","kelp",34.39338,-119.73012,"Santa Barbara, California","No",NA,NA,NA,NA,1,0,0,0,0,"Derived LTER Data","MOHK",1,"km^2",80,"m^2",NA,NA,NA,1e+06,"m^2",80,"m^2","Zooplankton",3.5,4.25000000058597,0.957852512927172,1.11468517956511,0.362905493689368,0.0643903591784615,0.957852512927172,0.766472984817323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2001,6,8,2.828427125,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.828427125,NA,NA,NA,2,NA,NA,NA,NA,NA,2009,6,11.5,0.707106781,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.707106781,NA,NA,NA,"284",8,2.62347650527954,0.00307969850017707,0.0307969850017707,0.168227275212606
NA,745,"Byrnes et al. 2011","JEKB",0,0,0,0,0,0,1,0,0,0,NA,NA,"sessile_invert_richness","kelp",34.42385,-119.95032,"Santa Barbara, California","No",NA,NA,NA,NA,1,0,0,0,0,"Derived LTER Data","NAPL",1,"km^2",80,"m^2",NA,NA,NA,1e+06,"m^2",80,"m^2","Zooplankton",4.625,2.49776785653722,1.38315141569816,0.30978461996087,0.768370601797533,0.0458407409761759,1.38315141569816,0.355415425258309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,2000,6,4,1.414213562,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.414213562,NA,NA,NA,8,NA,NA,NA,NA,NA,2009,6,8.625,4.24053568,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.24053568,NA,NA,NA,"285",9,2.72889256477356,0.00307969850017707,0.0307969850017707,0.168227275212606
NA,378,"Deidun et al 2009","MH",0,0,0,0,1,1,0,0,0,0,0,"0","All types of beach inverts like Coleoptera, Diptera, Gastropoda, Isopoda, Polychaeta","beach",35.93656389,14.33263056,"Malta","No",NA,NA,NA,"Fomm, Qarrab, White are all beaches that they remove the wrack from over winter.  We might want to just use the other 3 sites.",1,0,0,0,1,"Table 1","Xatt l-Ahmar",104.3532,"km^2",0.004,"m^3",NA,NA,NA,104353200,"m^2",0.004,"m^3","Plants",5,NA,NA,NA,0.538996500732687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4250,NA,NA,NA,2002,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"10092",NA,NA,NA,2003,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"286",1,4.75277050336202,0.0077415116463374,0.077415116463374,0.816406408945721
NA,378,"Deidun et al 2009","MH",0,0,0,0,1,1,0,0,0,0,0,"0","All types of beach inverts like Coleoptera, Diptera, Gastropoda, Isopoda, Polychaeta","beach",35.93656389,14.33263056,"Malta","No",NA,NA,NA,"Fomm, Qarrab, White are all beaches that they remove the wrack from over winter.  We might want to just use the other 3 sites.",1,0,0,0,1,"Table 1","Selmun",104.3532,"km^2",0.004,"m^3",NA,NA,NA,104353200,"m^2",0.004,"m^3","Plants",6,NA,NA,NA,0.78845736036427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2250,NA,NA,NA,2002,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"2231",NA,NA,NA,2003,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"287",1,4.75277050336202,0.0077415116463374,0.077415116463374,0.816406408945721
NA,378,"Deidun et al 2009","MH",0,0,0,0,1,1,0,0,0,0,0,"0","All types of beach inverts like Coleoptera, Diptera, Gastropoda, Isopoda, Polychaeta","beach",35.93656389,14.33263056,"Malta","No",NA,NA,NA,"Fomm, Qarrab, White are all beaches that they remove the wrack from over winter.  We might want to just use the other 3 sites.",1,0,0,0,1,"Table 1","Salini",104.3532,"km^2",0.004,"m^3",NA,NA,NA,104353200,"m^2",0.004,"m^3","Plants",6,NA,NA,NA,0.78845736036427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2646,NA,NA,NA,2002,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"69615",NA,NA,NA,2003,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"288",1,4.75277050336202,0.0077415116463374,0.077415116463374,0.816406408945721
NA,378,"Deidun et al 2009","MH",0,0,0,0,1,1,0,0,0,0,0,"0","All types of beach inverts like Coleoptera, Diptera, Gastropoda, Isopoda, Polychaeta","beach",35.93656389,14.33263056,"Malta","No",NA,NA,NA,"Fomm, Qarrab, White are all beaches that they remove the wrack from over winter.  We might want to just use the other 3 sites.",1,0,0,0,1,"Table 1","Fomm ir-Rih",104.3532,"km^2",0.004,"m^3",NA,NA,NA,104353200,"m^2",0.004,"m^3","Plants",1,NA,NA,NA,0.693147180559945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,764,NA,NA,NA,2002,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"175",NA,NA,NA,2003,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"289",1,4.75277050336202,0.0077415116463374,0.077415116463374,0.816406408945721
NA,378,"Deidun et al 2009","MH",0,0,0,0,1,1,0,0,0,0,0,"0","All types of beach inverts like Coleoptera, Diptera, Gastropoda, Isopoda, Polychaeta","beach",35.93656389,14.33263056,"Malta","No",NA,NA,NA,"Fomm, Qarrab, White are all beaches that they remove the wrack from over winter.  We might want to just use the other 3 sites.",1,0,0,0,1,"Table 1","Qarraba",104.3532,"km^2",0.004,"m^3",NA,NA,NA,104353200,"m^2",0.004,"m^3","Plants",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1278,NA,NA,NA,2002,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"980",NA,NA,NA,2003,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"290",1,4.75277050336202,0.0077415116463374,0.077415116463374,0.816406408945721
NA,378,"Deidun et al 2009","MH",0,0,0,0,1,1,0,0,0,0,0,"0","All types of beach inverts like Coleoptera, Diptera, Gastropoda, Isopoda, Polychaeta","beach",35.93656389,14.33263056,"Malta","No",NA,NA,NA,"Fomm, Qarrab, White are all beaches that they remove the wrack from over winter.  We might want to just use the other 3 sites.",1,0,0,0,1,"Table 1","White Tower Bay",104.3532,"km^2",0.004,"m^3",NA,NA,NA,104353200,"m^2",0.004,"m^3","Plants",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,167,NA,NA,NA,2002,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"1111",NA,NA,NA,2003,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"291",1,4.75277050336202,0.0077415116463374,0.077415116463374,0.816406408945721
NA,415,"Masuda 2007","MH",0,0,0,1,0,0,0,0,0,0,NA,NA,"All fish spp","rocky subtidal",35.48333333,135.3666667,"Japan","No",NA,NA,NA,"Surveys were done every 2 weeks, so there are 2 points per month",1,0,0,0,0,"Fig 2","Wasaka Bay",NA,NA,400,"m^2",NA,NA,NA,NA,NA,400,"m^2","Mixed inverts",2.409090909,2.09297520566116,1.08483972253891,0.764739768633192,0.284571650034196,0.0302233463041506,1.08483972253891,0.730457496973573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2002,1,7.318181818,1,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.73205080756888,NA,NA,NA,3,NA,NA,NA,NA,NA,2006,1,9.727272727,1.045454545,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8107803889438,NA,NA,NA,"292",4,NA,0.0119343843863235,0.119343843863235,1.49658393859863
NA,463,"Kraan et al 2007","MH",0,0,0,0,1,1,1,0,0,0,1,"mm","All types of macrozoobenthic animals","subtidal mudflat",53.5333,6.8833,"Wadden Sea","No",NA,NA,NA,"Compares sites affected or not affected by cockle drilling.  I kept these sites separate. Data from figure is means with no error because it is a box plot",0,0,0,1,0,"Fig 3","Non-dredged",170,"km^2",0.018,"m^2",NA,NA,NA,1.7e+08,"m^2",0.018,"m^2","Coral",-0.144927536,NA,NA,NA,-0.0377403279238726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1984,2,NA,NA,NA,NA,1998,NA,3.913043478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2565,2,NA,NA,NA,NA,2002,NA,3.768115942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"293",4,5.37585365772247,0.0162429437361207,0.162429437361207,0.335758447647095
NA,638,"Dittmann et al 1998","MH",0,0,0,0,1,1,1,0,0,0,62,"um","Platyhelminthes","subtidal mudflat",-18.38936111,146.1659056,"NE Queensland, Australia","No",NA,NA,NA,"There is some other data reported but the one I have here from Table 3 is the only stuff that I am sure was from the same tidal creeks.",0,0,0,1,0,"Table 3","Hinchenbrook Channel Site A",0.5,"km",450,"cm^3",NA,NA,NA,500,"m",0.00045,"m^3","Coral",-20,NA,NA,NA,-0.980829253011726,NA,NA,NA,-1.08,NA,NA,NA,-0.459816783938743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,20,NA,NA,NA,1988,11,32,NA,NA,2.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,"5.3",NA,NA,NA,1991,10,12,NA,NA,1.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"294",3,3.0980703830719,0.00774983505467518,0.0774983505467518,0.47225586573283
NA,638,"Dittmann et al 1998","MH",0,0,0,0,1,1,1,0,0,0,62,"um","Platyhelminthes","subtidal mudflat",-18.38936111,146.1659056,"NE Queensland, Australia","No",NA,NA,NA,"There is some other data reported but the one I have here from Table 3 is the only stuff that I am sure was from the same tidal creeks.",0,0,0,1,0,"Table 3","Hinchenbrook Channel Site B",0.5,"km",450,"cm^3",NA,NA,NA,500,"m",0.00045,"m^3","Coral",0,NA,NA,NA,0,NA,NA,NA,-0.33,NA,NA,NA,-0.130879574576229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,13.22,NA,NA,NA,1988,11,24,NA,NA,2.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,"12.5",NA,NA,NA,1991,10,24,NA,NA,2.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"295",3,3.0980703830719,0.00774983505467518,0.0774983505467518,0.47225586573283
NA,549,"Dreyer et al 2005","MH",0,0,0,0,1,1,1,0,0,0,NA,NA,"All inverts living on deep sea mussel mounds","deep sea",9.833333333,-104.2833333,"East Pacific Rise","No",NA,NA,NA,"Shannon diversity reported is Hprime log e, Evenness is Pielou evenness",0,0,0,1,0,"Table 2","East Wall",1256,"m^2",3186,"cm^2",NA,NA,NA,1256,"m^2",0.3186,"m^2","Coral",-6,NA,NA,NA,-0.162518929497775,NA,NA,NA,-0.44,0.041,NA,NA,-0.323972073856982,0.0205808482038074,NA,NA,-0.17,0.0298,NA,NA,-0.354171813720614,0.0945754462911665,NA,NA,1,6,15758,NA,NA,NA,1999,11,40,NA,NA,1.59,0.17,"SE",NA,NA,NA,0.57,0.17,"SE",NA,0.17,NA,0.17,1,5,"11426",NA,NA,NA,2001,12,34,NA,NA,1.15,0.11,"SE",NA,NA,NA,0.4,0.03,"SE",NA,NA,0.11,NA,0.03,"296",2,3.24355781078339,0.00522413872551775,0.0522413872551775,0.208580176035561
NA,549,"Dreyer et al 2005","MH",0,0,0,0,1,1,1,0,0,0,NA,NA,"All inverts living on deep sea mussel mounds","deep sea",9.833333333,-104.2833333,"East Pacific Rise","No",NA,NA,NA,"Shannon diversity reported is Hprime log e, Evenness is Pielou evenness",0,0,0,1,0,"Table 2","Train Station",1256,"m^2",3186,"cm^2",NA,NA,NA,1256,"m^2",0.3186,"m^2","Coral",6,NA,NA,NA,0.176930708159078,NA,NA,NA,-0.18,0.0137,NA,NA,-0.141970261270387,0.0095550835032291,NA,NA,-0.06,0.0034,NA,NA,-0.133531392624523,0.018078585600907,NA,NA,1,6,31401,NA,NA,NA,1999,11,31,NA,NA,1.36,0.04,"SE",NA,NA,NA,0.48,0.03,"SE",NA,0.04,NA,0.03,1,5,"14557",NA,NA,NA,2001,12,37,NA,NA,1.18,0.11,"SE",NA,NA,NA,0.42,0.05,"SE",NA,NA,0.11,NA,0.05,"297",2,3.24355781078339,0.00522413872551775,0.0522413872551775,0.208580176035561
NA,549,"Dreyer et al 2005","MH",0,0,0,0,1,1,1,0,0,0,NA,NA,"All inverts living on deep sea mussel mounds","deep sea",9.833333333,-104.2833333,"East Pacific Rise","No",NA,NA,NA,"Shannon diversity reported is Hprime log e, Evenness is Pielou evenness",0,0,0,1,0,"Table 2","Biovent",1256,"m^2",2655,"cm^2",NA,NA,NA,1256,"m^2",0.2655,"m^2","Coral",1,NA,NA,NA,0.023530497410194,NA,NA,NA,-0.0999999999999999,0.0365,NA,NA,-0.0730251350148898,0.019630125714777,NA,NA,-0.02,0.0041,NA,NA,-0.0434851119397388,0.0195887754360668,NA,NA,1,5,15116,NA,NA,NA,1999,11,42,NA,NA,1.42,0.13,"SE",NA,NA,NA,0.47,0.04,"SE",NA,0.13,NA,0.04,1,6,"10103",NA,NA,NA,2001,12,43,NA,NA,1.32,0.14,"SE",NA,NA,NA,0.45,0.05,"SE",NA,NA,0.14,NA,0.05,"298",2,3.24355781078339,0.00522413872551775,0.0522413872551775,0.208580176035561
NA,634,"McLusky and Martin (1998)","PK",0,0,0,0,1,1,1,0,0,0,NA,NA,"All benthic inverts","estuarine mudflat",56,3.4,"Forth Estuary, Grangemouth, Scotland","No",NA,NA,NA,"Examined the divfersity of inverts in an estuarine mudflat that has been subjected to petro-chemical discahrge for a number of years",0,0,0,0,1,"Table 1 +2","Kinneil",22.5,"m^2",225,"cm^3",NA,NA,NA,22.5,"m^2",0.000225,"m^3","Coral",2.38,NA,NA,NA,0.488352767913932,NA,NA,NA,0.982034408,NA,NA,NA,0.42281978011285,NA,NA,NA,0.31432603,NA,NA,NA,0.221807097928634,NA,NA,NA,1,180,26327,NA,NA,NA,1976,6,3.78,NA,NA,1.866065983,NA,NA,NA,NA,NA,1.265756594,NA,NA,NA,NA,NA,NA,1,180,"29657",NA,NA,NA,1997,6,6.16,NA,NA,2.848100391,NA,NA,NA,NA,NA,1.580082624,NA,NA,NA,NA,NA,NA,NA,"299",21,6.0529522895813,0.0117000776601288,0.117000776601288,0.313876628875732
NA,291,"Gooday et al (2011)","PK",0,0,0,0,1,1,1,0,0,0,NA,NA,"All benthic inverts","deep sea",50.93,-19.53,"Porcupine Abyssal Plain Observatory, Ireland","No",NA,NA,NA,"A study looking at the invertebrate communities over ~10 years ar about 4,000 m depth",0,0,0,1,0,"Table 4","Porcupoine Abyssal Plain",76.5,"cm^2",25.5,"cm^2",NA,NA,NA,0.00765,"m^2",0.00255,"m^2","Coral",-64,29.3333333335784,-6.34132367619738,4.85457192996348,-0.709147521906387,0.00263628273488214,-7.1458622473665,6.16634772447606,-1.300833333,0.0408106945433722,-3.47422532560135,2.04035749463832,-0.257333336126932,0.00136771726755194,-3.90393376252367,2.21841194854658,-0.077166667,0.00049969445127661,-1.83654550300802,1.17062327179523,-0.0986219460902966,0.000758305256624422,-2.07891132595724,1.0522525727109,3,NA,1902,NA,NA,NA,1989,8,126,8.717797887,"SD",5.733333333,0.322405542,"SD",NA,NA,NA,0.821666667,0.036473735,"SD",8.717797887,0.322405542,NA,0.036473735,2,NA,"609",NA,NA,NA,2002,10,62,2.828427125,"Sd",4.4325,0.111015765,"SD",NA,NA,NA,0.7445,0.010606602,"SD",NA,2.828427125,0.111015765,NA,0.010606602,"300",13,4.57589495182037,0.00194086008422734,0.0194086008422734,0.111764033635458
NA,268,"Auth et al (2011)","PK",0,0,0,1,0,0,0,0,0,0,300,"uM","Fishes","coastal shelf",44.65,-124.24,"Newport Hydrological line off the Central Oregon Coast","No",NA,NA,NA,"An study that built upon previous studies in the area that looked at the change in the abundance, diversity, evenness, and some other items off the Oregon coast. They integrated over two sites, so the combined data is used for the meta-analysis data.",0,1,0,0,0,"Fig 2 & Text","COC",2340,"m^2",78,"m^2",NA,NA,NA,2340,"m^2",78,"m^2","Mixed inverts",NA,NA,NA,NA,NA,NA,NA,NA,-0.75,0.009989594172175,-1.78995201617616,0.107037332129437,-0.715370317689142,0.00463712112343429,-1.90884338644317,0.127918056106842,0.184,0.000209066664064323,3.0354946821838,0.163738273123333,0.280614905228688,0.000648019564769895,3.23711691503785,0.242306757159635,30,NA,371,NA,NA,NA,1971,1,NA,NA,NA,1.467741935,0.547437508,"SD",NA,NA,NA,0.568,0.079195959,"SD",NA,0.547437508,NA,0.079195959,23,NA,"193",NA,NA,NA,2006,6,NA,NA,NA,0.717741935,0,"SD",NA,NA,NA,0.752,0,"SD",NA,NA,0,NA,0,"301",35,2.27997522354126,-0.000154110859969648,-0.00154110859969648,-0.0583862463633231
